t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat,el_deg,vert_live,commit_why,alt_gated,alt_rejected,cam_rej
2.293,ev0,-0.03,0.23,2.25,0.02,0.17,0.06,88.0,-0.134,-0.061,0.1076,6.96,0,0.00,0,58,-1,0.000,0.000,0.000,0.000,1225,1503,1551,1508,1800,33,13.7,0,60,23.69,9.44,0,-,0,19,1
2.394,ev0,-0.02,0.25,2.32,0.05,0.26,0.49,88.0,-0.137,-0.129,0.1083,6.96,0,0.00,0,60,-1,0.000,0.000,0.000,0.000,1191,1502,1562,1508,1800,33,11.2,0,60,23.64,9.90,0,-,0,19,1
2.494,ev0,-0.02,0.29,2.36,0.06,0.37,0.65,88.0,-0.143,-0.160,0.1093,6.86,0,0.00,0,63,-1,0.000,0.000,0.000,0.000,1179,1502,1568,1507,1800,33,9.7,0,60,23.64,9.66,0,-,0,19,1
2.595,ev0,-0.01,0.33,2.35,0.07,0.49,0.58,87.0,-0.147,-0.199,0.1110,6.79,0,0.00,0,65,-1,0.000,0.000,0.000,0.000,1185,1501,1565,1504,1800,33,11.4,0,60,23.69,9.20,0,-,0,19,1
2.695,ev0,-0.00,0.39,2.32,0.07,0.60,0.28,87.0,-0.152,-0.235,0.1132,6.69,0,0.00,0,68,-1,0.000,0.000,0.000,0.000,1207,1497,1458,1504,1800,33,11.6,0,60,23.75,9.47,0,-,0,19,1
2.796,ev0,0.00,0.45,2.29,0.06,0.68,0.07,87.0,-0.153,-0.118,0.1171,6.71,0,0.00,0,70,-1,0.000,0.000,0.000,0.000,1224,1499,1461,1504,1800,33,9.4,0,60,23.75,10.18,0,-,0,19,1
2.897,ev0,0.01,0.52,2.28,0.04,0.69,-0.03,87.0,-0.155,0.029,0.1195,6.63,0,0.00,0,73,-1,0.000,0.000,0.000,0.000,1231,1504,1461,1504,1800,33,11.8,0,60,23.71,9.92,0,-,0,19,1
2.997,ev0,0.01,0.59,2.32,0.05,0.68,0.13,87.0,-0.157,0.111,0.1231,6.54,0,0.00,0,75,-1,0.000,0.000,0.000,0.000,1218,1503,1459,1504,1800,33,11.6,0,60,23.65,9.23,0,-,0,19,1
3.098,ev0,0.02,0.66,2.37,0.05,0.65,0.32,87.0,-0.158,0.171,0.1265,6.45,0,0.00,0,78,-1,0.000,0.000,0.000,0.000,1203,1503,1470,1504,1800,33,9.8,0,60,23.65,8.59,0,-,0,19,1
3.198,ev0,0.02,0.72,2.45,0.04,0.61,0.54,87.0,-0.159,0.212,0.1288,6.41,0,0.00,0,80,-1,0.000,0.000,0.000,0.000,1185,1503,1475,1504,1800,33,12.1,0,60,23.63,7.98,0,-,0,19,1
3.298,ev0,0.03,0.78,2.48,0.05,0.58,0.52,87.0,-0.158,0.222,0.1310,6.37,0,0.00,0,83,-1,0.000,0.000,0.000,0.000,1187,1501,1480,1504,1800,33,11.3,0,60,23.68,7.55,0,-,0,19,1
3.399,ev0,0.03,0.84,2.48,0.04,0.56,0.35,87.0,-0.160,0.228,0.1328,6.28,0,0.00,0,85,-1,0.000,0.000,0.000,0.000,1200,1502,1484,1504,1800,33,10.1,0,60,23.68,7.21,0,-,0,19,1
3.499,ev0,0.04,0.89,2.45,0.03,0.56,0.09,87.0,-0.158,0.218,0.1354,6.23,0,0.00,0,88,-1,0.000,0.000,0.000,0.000,1220,1506,1495,1504,1800,33,12.7,0,60,23.71,6.93,0,-,0,19,1
3.600,ev0,0.04,0.95,2.43,0.00,0.54,-0.01,86.0,-0.161,0.207,0.1375,6.16,0,0.00,0,90,-1,0.000,0.000,0.000,0.000,1229,1513,1498,1500,1800,33,10.2,0,60,23.68,6.83,0,-,0,19,1
3.700,ev0,0.04,1.00,2.42,0.00,0.53,0.05,86.0,-0.158,0.185,0.1391,6.10,0,0.00,0,93,-1,0.000,0.000,0.000,0.000,1224,1513,1500,1500,1800,33,9.8,0,60,23.68,6.81,0,-,0,19,1
3.801,ev0,0.04,1.06,2.47,0.03,0.52,0.26,86.0,-0.153,0.179,0.1406,6.06,0,0.00,0,95,-1,0.000,0.000,0.000,0.000,1207,1507,1501,1500,1800,33,11.7,0,60,23.63,6.49,0,-,0,19,1
3.901,ev0,0.04,1.11,2.50,0.06,0.53,0.43,86.0,-0.148,0.178,0.1424,6.03,0,0.00,0,98,-1,0.000,0.000,0.000,0.000,1194,1500,1498,1500,1800,33,11.6,0,60,23.61,6.14,0,-,0,19,1
4.001,ev0,0.05,1.16,2.52,0.07,0.55,0.44,86.0,-0.146,0.189,0.1445,5.98,0,0.00,0,100,-1,0.000,0.000,0.000,0.000,1193,1495,1502,1500,1800,33,10.0,0,60,23.61,5.73,0,-,0,19,1
4.102,ev0,0.06,1.22,2.53,0.06,0.58,0.35,86.0,-0.144,0.188,0.1462,5.94,0,0.00,0,103,-1,0.000,0.000,0.000,0.000,1200,1498,1499,1500,1800,33,12.3,0,60,23.66,5.29,0,-,0,19,1
4.202,ev0,0.06,1.28,2.54,0.07,0.59,0.20,86.0,-0.139,0.194,0.1493,5.91,0,0.00,0,105,-1,0.000,0.000,0.000,0.000,1212,1496,1496,1500,1800,33,11.7,0,60,23.70,5.20,0,-,0,19,1
4.303,ev0,0.07,1.34,2.54,0.07,0.61,0.13,86.0,-0.138,0.212,0.1523,5.83,0,0.00,0,108,-1,0.000,0.000,0.000,0.000,1218,1540,1497,1500,1800,33,9.9,0,60,23.70,4.85,0,-,0,19,1
4.403,ev0,0.08,1.40,2.57,0.08,0.62,0.14,86.0,-0.132,0.242,0.1553,5.74,0,0.00,0,110,-1,0.000,0.000,0.000,0.000,1217,1538,1502,1500,1800,33,12.4,0,60,23.66,4.44,0,-,0,19,1
4.504,ev0,0.09,1.46,2.63,0.12,0.62,0.28,86.0,-0.121,0.263,0.1583,5.63,0,0.00,0,113,-1,0.000,0.000,0.000,0.000,1206,1534,1501,1500,1800,33,11.1,0,60,23.63,3.91,0,-,0,19,1
4.604,ev0,0.10,1.53,2.68,0.18,0.63,0.39,86.0,-0.115,0.274,0.1617,5.53,0,0.00,0,115,-1,0.000,0.000,0.000,0.000,1197,1527,1501,1499,1800,33,10.2,0,60,23.63,3.56,0,-,0,19,1
4.704,ev0,0.12,1.59,2.70,0.23,0.63,0.43,86.0,-0.112,0.301,0.1658,5.46,0,0.00,0,118,-1,0.000,0.000,0.000,0.000,1194,1517,1518,1499,1800,33,11.3,0,60,23.65,2.88,0,-,0,19,1
4.805,ev0,0.15,1.65,2.71,0.29,0.64,0.31,87.0,-0.110,0.301,0.1696,5.41,0,0.00,0,120,-1,0.000,0.000,0.000,0.000,1203,1506,1521,1501,1800,33,10.5,0,60,23.68,2.56,0,-,0,19,1
4.905,ev0,0.18,1.72,2.71,0.32,0.66,0.19,87.0,-0.113,0.264,0.1721,5.41,0,0.00,0,123,-1,0.000,0.000,0.000,0.000,1213,1498,1521,1500,1800,33,10.8,0,60,23.68,2.61,0,-,0,19,1
5.006,ev0,0.22,1.79,2.72,0.34,0.68,0.12,87.0,-0.118,0.246,0.1757,5.38,0,0.00,0,125,-1,0.000,0.000,0.000,0.000,1219,1493,1520,1499,1800,33,11.2,0,60,23.66,2.37,0,-,0,19,1
5.106,ev0,0.25,1.86,2.76,0.33,0.73,0.19,87.0,-0.119,0.239,0.1803,5.30,0,0.00,0,128,-1,0.000,0.000,0.000,0.000,1213,1489,1519,1498,1800,33,11.4,0,60,23.63,2.39,0,-,0,19,1
5.206,ev0,0.28,1.93,2.80,0.32,0.78,0.30,87.0,-0.119,0.242,0.1858,5.21,0,0.00,0,130,-1,0.000,0.000,0.000,0.000,1204,1486,1518,1497,1800,33,9.9,0,60,23.63,2.15,0,-,0,19,1
5.307,ev0,0.31,2.01,2.85,0.30,0.82,0.42,87.0,-0.118,0.265,0.1916,5.14,0,0.00,0,133,-1,0.000,0.000,0.000,0.000,1195,1483,1517,1496,1800,33,11.8,0,60,23.61,1.54,0,-,0,19,1
5.407,ev0,0.34,2.10,2.90,0.28,0.86,0.42,87.0,-0.115,0.267,0.1985,5.06,0,0.00,0,135,-1,0.000,0.000,0.000,0.000,1195,1482,1515,1495,1800,33,11.3,0,60,23.65,1.57,0,-,0,19,1
5.508,ev0,0.37,2.19,2.92,0.25,0.90,0.34,87.0,-0.112,0.268,0.2049,5.00,0,0.00,0,138,-1,0.000,0.000,0.000,0.000,1201,1483,1512,1494,1800,33,10.0,0,60,23.65,1.50,0,-,0,19,1
5.608,ev0,0.39,2.28,2.92,0.22,0.94,0.22,87.0,-0.105,0.279,0.2087,4.88,0,0.00,0,140,-1,0.000,0.000,0.000,0.000,1210,1485,1509,1493,1800,33,10.5,0,60,23.66,1.43,0,-,0,19,1
5.709,ev0,0.41,2.38,2.93,0.19,0.97,0.13,87.0,-0.100,0.301,0.2107,4.80,0,0.00,0,143,-1,0.000,0.000,0.000,0.000,1217,1487,1507,1493,1800,33,11.8,0,60,23.66,1.09,0,-,0,19,1
5.810,ev0,0.43,2.48,2.93,0.15,1.00,0.13,87.0,-0.091,0.328,0.2128,4.69,0,0.00,0,145,-1,0.000,0.000,0.000,0.000,1217,1489,1505,1492,1800,33,9.8,0,60,23.66,0.78,0,-,0,19,1
5.910,ev0/lm0,0.64,2.61,2.96,0.13,1.03,0.21,87.0,-0.081,0.351,0.2144,4.60,2,0.15,0,146,-1,0.000,0.000,-0.373,0.297,1208,1465,1503,1483,1800,33,10.7,0,60,23.61,0.42,1,-,0,19,1
6.011,ev0/lm0,0.50,2.79,3.01,0.06,1.04,0.35,88.0,-0.018,0.469,0.2182,3.99,4,0.22,0,146,-1,0.000,0.000,-0.100,0.985,1193,1490,1473,1492,1800,33,11.5,0,60,23.59,-2.05,1,-,0,19,2
6.111,ev0/lm0,0.38,3.00,3.06,-0.02,1.06,0.40,88.0,-0.012,0.493,0.1416,3.93,6,0.14,0,146,-1,0.000,0.000,0.139,1.990,1183,1518,1466,1498,1800,33,9.9,0,60,23.59,-2.31,1,-,0,19,2
6.212,ev0/lm0,0.35,3.20,3.09,-0.06,1.05,0.33,88.0,-0.001,0.565,0.1381,3.93,9,0.05,0,146,-1,0.000,0.000,0.183,2.883,1183,1528,1468,1500,1800,33,10.4,0,60,23.65,-2.19,1,-,0,19,2
6.312,ev0/lm0,0.31,3.33,3.08,-0.07,1.02,0.09,88.0,0.011,0.615,0.1358,3.92,11,0.03,0,146,-1,0.000,0.000,0.254,3.149,1195,1533,1482,1502,1800,33,11.4,0,60,23.70,-2.55,1,-,0,19,2
6.412,ev0/lm0,0.30,3.42,3.05,-0.06,0.99,-0.15,88.0,0.014,0.624,0.1331,3.99,14,0.01,0,146,-1,0.000,0.000,0.253,3.079,1207,1530,1488,1503,1800,33,10.7,0,60,23.70,-2.66,1,-,0,19,2
6.513,ev0/lm0,0.31,3.50,3.02,-0.04,0.96,-0.33,88.0,0.018,0.581,0.1406,3.95,16,0.03,0,146,-1,0.000,0.000,0.229,2.844,1215,1525,1492,1502,1800,33,11.1,0,60,23.70,-2.08,1,-,0,19,2
6.613,ev0/lm0,0.28,3.56,3.01,-0.00,0.93,-0.32,88.0,0.030,0.574,0.1471,3.85,19,0.03,0,146,-1,0.000,0.000,0.279,2.538,1207,1526,1502,1504,1800,33,11.0,0,60,23.65,-2.34,1,-,0,19,2
6.714,ev0/lm0,0.25,3.64,3.01,0.04,0.90,-0.24,88.0,0.041,0.571,0.1543,3.76,21,0.03,0,146,-1,0.000,0.000,0.339,2.365,1195,1527,1507,1506,1800,33,9.6,0,60,23.65,-3.00,1,-,0,19,2
6.814,ev0,0.21,3.72,3.01,0.08,0.88,-0.17,88.0,0.056,0.301,0.1647,3.66,23,0.04,0,147,-1,0.000,0.000,0.417,2.261,1188,1528,1510,1509,1800,33,11.1,0,60,23.63,2.77,0,size,0,19,2
6.914,ev0,0.22,3.81,2.98,0.12,0.91,-0.27,88.0,0.063,0.286,0.1794,3.55,23,0.04,0,149,-1,0.000,0.000,0.417,2.261,1201,1519,1504,1508,1800,33,11.3,0,60,23.67,2.62,0,size,0,19,2
7.015,ev0,0.23,3.90,2.93,0.15,0.92,-0.40,88.0,0.067,0.276,0.1916,3.43,23,0.04,0,152,-1,0.000,0.000,0.417,2.261,1217,1512,1506,1508,1800,33,9.8,0,60,23.67,2.55,0,size,0,19,2
7.116,ev0,0.25,3.99,2.88,0.18,0.92,-0.48,87.0,0.073,0.275,0.2005,3.31,23,0.04,0,154,-1,0.000,0.000,0.417,2.261,1230,1506,1506,1504,1800,33,10.2,0,60,23.67,2.60,0,size,0,19,2
7.216,ev0/lm0,0.16,4.10,2.85,0.18,0.92,-0.39,87.0,0.077,0.276,0.2011,3.21,24,0.18,0,156,-1,0.000,0.000,0.610,2.291,1229,1515,1504,1510,1800,33,11.1,0,60,23.60,2.59,0,size,0,19,2
7.317,ev0,0.18,4.20,2.84,0.21,0.92,-0.19,87.0,0.084,0.278,0.2109,3.10,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1240,1510,1507,1509,1800,33,10.1,0,60,23.60,2.57,0,size,0,19,2
7.417,ev0,0.21,4.29,2.88,0.23,0.92,0.10,87.0,0.092,0.278,0.2212,3.00,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1217,1505,1508,1508,1800,33,10.7,0,60,23.53,2.46,0,size,0,19,2
7.518,ev0,0.23,4.38,2.91,0.28,0.90,0.43,87.0,0.097,0.278,0.2344,2.88,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1191,1496,1513,1507,1800,33,11.2,0,60,23.48,2.36,0,size,0,19,2
7.618,ev0,0.26,4.47,2.93,0.31,0.90,0.52,87.0,0.058,0.278,0.2615,2.56,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1184,1488,1521,1505,1800,33,9.1,0,60,23.48,2.23,0,size,0,19,2
7.718,ev0,0.30,4.56,2.89,0.32,0.93,0.38,86.0,0.067,0.275,0.2648,2.48,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1195,1483,1514,1500,1800,33,9.9,0,58,23.53,1.63,0,size,0,19,2
7.819,ev0,0.33,4.66,2.83,0.32,0.98,0.07,86.0,0.078,0.267,0.2815,2.38,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1220,1482,1504,1498,1800,33,11.8,0,58,23.60,1.66,0,size,0,19,2
7.919,ev0,0.36,4.76,2.77,0.30,1.02,-0.11,86.0,0.099,0.272,0.3066,2.26,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1234,1482,1503,1496,1800,33,9.1,0,58,23.60,2.07,0,size,0,19,2
8.020,ev0,0.39,4.86,2.77,0.27,1.05,-0.09,86.0,0.121,0.285,0.3286,2.15,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1232,1482,1499,1494,1800,33,9.9,0,58,23.56,2.21,0,size,0,19,2
8.120,ev0,0.41,4.97,2.84,0.23,1.06,0.22,87.0,0.157,0.296,0.3573,2.04,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1208,1482,1504,1496,1800,33,10.9,0,58,23.48,2.27,0,size,0,19,2
8.221,ev0,0.43,5.08,2.92,0.18,1.08,0.48,87.0,0.167,0.310,0.3663,2.01,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1187,1482,1501,1495,1800,33,10.0,0,58,23.49,2.37,0,width_clipped,0,19,2
8.321,ev0,0.45,5.19,2.96,0.14,1.10,0.59,87.0,0.157,0.321,0.2544,1.99,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1179,1486,1496,1493,1800,33,11.1,0,58,23.49,2.09,0,width_clipped,0,19,2
8.422,ev0,0.46,5.30,2.99,0.11,1.11,0.47,87.0,0.147,0.636,0.1705,1.97,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1188,1488,1503,1491,1800,33,12.3,0,58,23.60,-5.13,0,width_clipped,0,19,2
8.522,ev0,0.47,5.41,3.01,0.09,1.10,0.26,87.0,0.128,0.711,0.1355,1.92,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1205,1491,1504,1491,1800,33,10.1,0,58,23.63,-6.88,0,width_clipped,0,19,2
8.623,ev0,0.48,5.52,3.02,0.07,1.09,0.05,87.0,0.108,0.779,0.0752,1.88,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1222,1494,1513,1492,1800,33,11.1,0,58,23.63,-8.63,0,width_clipped,0,19,2
8.723,ev0,0.48,5.63,3.06,0.03,1.10,0.04,88.0,0.116,0.078,0.0464,10.44,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1222,1497,1512,1496,1800,33,11.2,0,59,23.58,7.52,0,-,0,19,3
8.824,ev0,0.48,5.74,3.11,0.01,1.11,0.18,88.0,0.131,0.068,0.0481,10.25,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1211,1499,1521,1496,1800,33,10.8,0,59,23.52,7.43,0,-,0,19,3
8.924,ev0,0.48,5.85,3.19,0.00,1.12,0.37,88.0,0.145,0.076,0.0493,10.16,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1197,1500,1521,1496,1800,33,11.1,0,59,23.52,7.10,0,-,0,19,3
9.025,ev0,0.48,5.97,3.24,-0.02,1.14,0.48,88.0,0.160,0.071,0.0506,10.03,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1188,1503,1534,1496,1800,33,11.3,0,59,23.54,6.50,0,-,0,19,3
9.125,ev0,0.48,6.08,3.26,-0.02,1.15,0.39,88.0,0.169,0.074,0.0520,9.89,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1195,1503,1530,1496,1800,33,10.2,0,59,23.58,6.11,0,-,0,19,3
9.225,ev0,0.48,6.20,3.24,-0.01,1.18,0.21,88.0,0.185,0.057,0.0535,9.72,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1209,1502,1524,1496,1800,33,10.2,0,59,23.58,5.70,0,-,0,19,3
9.326,ev0,0.48,6.32,3.24,-0.00,1.21,0.04,88.0,0.199,0.056,0.0551,9.72,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1223,1501,1532,1495,1800,33,11.4,0,59,23.59,5.70,0,-,0,19,4
9.427,ev0,0.48,6.44,3.25,0.00,1.25,0.06,88.0,0.208,0.064,0.0567,9.48,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1221,1500,1527,1495,1800,33,10.2,0,59,23.52,5.28,0,-,0,19,4
9.527,ev0,0.48,6.57,3.32,0.01,1.28,0.21,88.0,0.224,0.071,0.0587,9.32,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1210,1500,1536,1494,1800,33,11.1,0,59,23.52,5.01,0,-,0,19,4
9.628,ev0,0.48,6.70,3.41,0.03,1.31,0.46,89.0,0.239,0.093,0.0609,9.17,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1190,1497,1535,1498,1800,33,11.2,0,59,23.51,4.46,0,-,0,19,4
9.728,ev0,0.49,6.84,3.45,0.03,1.33,0.09,88.0,0.250,0.151,0.0637,8.95,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1219,1497,1531,1494,1800,33,9.7,0,61,23.70,4.31,0,-,0,19,4
9.828,ev0,0.49,6.97,3.40,0.03,1.34,-0.49,88.0,0.261,0.194,0.0663,8.74,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1265,1498,1524,1494,1800,33,10.8,0,61,23.70,3.89,0,-,0,19,4
9.929,ev0,0.49,7.11,3.23,0.02,1.35,-1.30,88.0,0.277,0.212,0.0694,8.61,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1287,1498,1521,1494,1800,33,11.1,0,61,23.82,4.09,0,-,0,19,4
10.029,ev0,0.49,7.24,3.04,0.02,1.37,-2.01,88.0,0.292,0.201,0.0728,8.48,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1287,1498,1521,1494,1800,33,10.4,0,61,23.87,4.83,0,-,0,19,4
10.130,ev0,0.49,7.38,2.81,0.02,1.38,-2.64,88.0,0.313,0.179,0.0766,8.20,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1287,1498,1520,1494,1800,33,11.2,0,61,23.87,5.53,0,-,0,19,4
10.230,ev0,0.50,7.52,2.60,0.00,1.39,-3.07,88.0,0.336,0.081,0.0813,8.11,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1287,1499,1519,1494,1800,33,11.6,0,61,23.83,7.66,0,-,0,19,4
10.331,ev0,0.50,7.66,2.49,0.00,1.35,-2.51,88.0,0.351,0.022,0.0861,7.86,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1287,1499,1523,1494,1800,33,10.4,0,61,23.56,9.09,0,-,0,20,4
10.431,ev0,0.50,7.79,2.20,0.01,1.31,-2.26,88.0,0.364,-0.058,0.0910,7.62,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1287,1498,1527,1494,1800,33,10.8,0,61,23.56,10.92,0,-,0,20,4
10.532,ev0,0.50,7.92,2.20,0.03,1.26,-1.21,88.0,0.388,-0.125,0.0958,7.49,24,0.18,0,157,-1,0.000,0.000,0.610,2.291,1288,1496,1533,1494,1800,33,10.9,0,61,23.47,12.32,0,-,0,23,4
10.632,ev1,0.50,8.04,2.65,0.04,1.21,0.05,88.0,0.496,-0.181,0.1199,5.31,24,0.18,0,157,0,-0.014,1.289,0.610,2.291,1223,1489,1550,1520,1800,33,10.3,0,61,23.41,13.23,0,-,0,24,5
10.733,ev1,0.51,8.16,2.65,0.05,1.18,0.34,88.0,0.514,-0.232,0.1243,5.35,24,0.18,0,160,0,-0.014,1.289,0.610,2.291,1201,1486,1557,1520,1800,33,11.0,0,60,23.41,14.21,0,-,0,24,5
