t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat,el_deg,vert_live,commit_why,alt_gated,alt_rejected,cam_rej
1.691,ev0/lm0,0.60,0.49,1.91,-1.03,0.26,1.63,94.0,0.052,0.218,0.1104,6.41,30,0.11,0,13,-1,0.000,0.000,-2.351,1.992,1246,1554,1415,1511,1800,33,9.2,0,57,23.57,7.85,1,-,0,18,6
1.792,ev0/lm0,0.46,0.56,1.98,-1.02,0.18,1.50,94.0,0.072,0.339,0.1154,6.60,32,0.06,0,13,-1,0.000,0.000,-2.266,2.508,1248,1572,1415,1515,1800,33,8.7,0,57,23.56,6.70,1,-,0,18,6
1.894,ev0/lm0,0.32,0.62,2.05,-0.97,0.10,1.38,94.0,0.101,0.494,0.1133,6.39,35,0.05,0,13,-1,0.000,0.000,-2.184,2.974,1249,1584,1418,1519,1800,33,12.3,0,57,23.52,4.70,1,-,0,18,6
1.994,ev0/lm0,0.24,0.73,2.11,-0.87,0.00,1.26,93.0,0.118,0.583,0.1063,6.08,37,0.09,0,13,-1,0.000,0.000,-2.187,3.948,1248,1584,1418,1518,1800,33,9.5,0,57,23.52,3.01,1,-,0,18,6
2.095,ev0/lm0,0.10,0.92,2.18,-0.76,-0.09,1.18,93.0,0.135,0.642,0.1008,5.80,40,0.12,0,13,-1,0.000,0.000,-2.042,5.844,1247,1588,1404,1523,1800,33,12.0,0,57,23.50,1.78,1,-,0,18,6
2.196,ev0/lm0,0.11,1.04,2.23,-0.58,-0.20,1.11,92.0,0.143,0.703,0.0760,5.65,42,0.14,0,13,-1,0.000,0.000,-2.196,7.246,1237,1566,1399,1519,1800,33,10.3,0,57,23.47,0.87,1,-,0,18,6
2.298,ev0/lm0,0.09,1.23,2.29,-0.41,-0.31,1.02,92.0,0.144,0.799,0.0712,5.50,45,0.12,0,13,-1,0.000,0.000,-2.218,9.337,1230,1546,1386,1520,1800,33,10.1,0,57,23.47,-0.44,1,-,0,18,6
2.399,ev0/lm0,0.11,1.32,2.37,-0.25,-0.43,0.96,91.0,0.137,0.878,0.0669,5.44,47,0.11,0,13,-1,0.000,0.000,-2.304,10.676,1227,1554,1387,1516,1800,33,12.5,0,55,23.49,-1.15,1,-,0,18,6
2.499,ev0/lm0,0.17,1.44,2.44,-0.13,-0.55,0.83,90.0,0.118,0.992,0.0578,5.41,50,0.11,0,13,-1,0.000,0.000,-2.439,12.339,1226,1552,1389,1511,1800,33,10.4,0,55,23.52,-2.48,1,-,0,18,6
2.600,ev0/lm0,0.16,1.48,2.50,-0.03,-0.67,0.70,90.0,0.112,1.053,0.0512,5.38,52,0.09,0,13,-1,0.000,0.000,-2.429,13.384,1225,1542,1401,1511,1800,33,10.0,0,55,23.52,-3.29,1,-,0,18,6
2.702,ev0/lm0,-0.12,1.34,2.63,-0.01,-0.79,0.66,90.0,0.164,1.004,0.0436,6.48,55,0.26,0,13,-1,0.000,0.000,-1.842,12.492,1226,1552,1440,1520,1800,33,12.1,0,55,23.56,-2.50,1,-,0,18,7
2.802,ev0/lm0,-0.22,1.15,2.73,0.06,-0.89,0.59,90.0,0.160,1.018,0.0421,6.56,57,0.09,0,13,-1,0.000,0.000,-1.660,11.335,1225,1525,1483,1523,1800,33,10.6,0,55,23.57,-3.71,1,-,0,18,7
2.903,ev0/lm0,-0.22,0.93,2.82,0.14,-0.97,0.53,89.0,0.149,0.922,0.0507,6.65,60,0.10,0,13,-1,0.000,0.000,-1.659,10.061,1227,1513,1527,1519,1800,33,8.5,0,55,23.57,-4.31,1,-,0,18,7
3.003,ev0/lm0,-0.31,0.77,2.92,0.17,-0.99,0.51,89.0,0.133,0.801,0.0546,6.75,62,0.09,0,13,-1,0.000,0.000,-1.436,9.358,1229,1521,1554,1521,1800,33,12.8,0,55,23.57,-5.14,1,-,0,18,7
3.104,ev0/lm0,-0.32,0.57,2.97,0.19,-0.92,0.44,89.0,0.119,0.637,0.0599,7.09,65,0.07,0,13,-1,0.000,0.000,-1.408,8.277,1227,1549,1511,1520,1800,33,10.8,0,55,23.57,-5.25,1,-,0,19,7
3.204,ev0/lm0,-0.27,0.41,3.03,0.23,-0.81,0.40,88.0,0.100,0.510,0.0947,7.14,67,0.07,0,13,-1,0.000,0.000,-1.484,7.581,1224,1549,1516,1515,1800,33,9.9,0,55,23.57,-3.54,1,-,0,19,7
3.305,ev0/lm0,-0.35,0.28,3.10,0.26,-0.69,0.41,88.0,0.095,0.499,0.0940,7.14,70,0.05,0,13,-1,0.000,0.000,-1.266,6.917,1195,1556,1523,1517,1800,33,13.1,0,55,23.57,-3.35,1,-,0,19,7
3.405,ev0/lm0,-0.33,0.20,3.12,0.34,-0.61,0.31,88.0,0.088,0.487,0.0942,7.14,72,0.01,0,13,-1,0.000,0.000,-1.255,6.804,1201,1550,1530,1516,1800,33,10.8,0,52,23.61,-3.49,1,-,0,19,7
3.506,ev0/lm0,-0.30,0.14,3.12,0.40,-0.52,0.07,87.0,0.079,0.463,0.0963,7.16,75,0.07,0,13,-1,0.000,0.000,-1.231,6.757,1215,1541,1535,1511,1800,33,9.7,0,52,23.61,-3.59,1,-,0,19,7
3.606,ev0/lm0,-0.30,0.10,3.14,0.42,-0.42,-0.19,87.0,0.064,0.446,0.0977,7.28,77,0.01,0,13,-1,0.000,0.000,-1.124,6.723,1235,1532,1536,1511,1800,33,13.7,0,52,23.68,-4.02,1,-,0,19,7
3.708,ev0/lm0,-0.21,0.04,3.13,0.49,-0.31,-0.33,87.0,0.055,0.433,0.0974,7.32,80,0.02,0,13,-1,0.000,0.000,-1.235,6.550,1245,1523,1541,1509,1800,33,10.0,0,52,23.66,-3.97,1,-,0,19,7
3.808,ev0/lm0,-0.15,-0.00,3.12,0.56,-0.21,-0.36,87.0,0.043,0.424,0.0961,7.45,82,0.02,0,13,-1,0.000,0.000,-1.259,6.379,1246,1514,1544,1507,1800,33,10.0,0,52,23.66,-3.87,1,-,0,19,7
3.909,ev0/lm0,-0.08,-0.07,3.11,0.63,-0.11,-0.34,87.0,0.031,0.385,0.0947,7.54,85,0.04,0,13,-1,0.000,0.000,-1.292,5.873,1243,1506,1546,1505,1800,33,11.9,0,52,23.59,-3.29,1,-,0,19,7
4.010,ev0/lm0,-0.01,-0.11,3.07,0.67,0.03,-0.31,87.0,0.020,0.351,0.0938,7.67,87,0.03,0,13,-1,0.000,0.000,-1.303,5.532,1238,1495,1548,1503,1800,33,11.0,0,52,23.54,-2.65,1,-,0,19,7
4.110,ev0/lm0,0.05,-0.14,3.04,0.69,0.16,-0.30,86.0,0.011,0.324,0.0934,7.67,89,0.04,0,13,-1,0.000,0.000,-1.291,5.108,1235,1485,1546,1498,1800,33,9.9,0,52,23.54,-2.25,1,-,0,19,9
4.210,ev0/lm0,0.37,0.12,3.01,0.75,0.29,-0.29,86.0,-0.050,0.297,0.0952,6.23,91,0.28,0,13,-1,0.000,0.000,-1.804,7.506,1242,1480,1542,1489,1800,33,12.1,0,52,23.52,-1.78,1,-,0,19,10
4.311,ev0/lm0,0.49,0.35,2.93,0.75,0.43,-0.38,87.0,-0.056,0.275,0.0955,6.34,93,0.15,0,13,-1,0.000,0.000,-1.889,9.349,1251,1476,1538,1490,1800,33,11.4,0,52,23.52,-1.17,1,-,0,19,10
4.411,ev0/lm0,0.52,0.58,2.86,0.72,0.56,-0.43,87.0,-0.053,0.267,0.0971,6.30,96,0.09,0,13,-1,0.000,0.000,-1.806,11.154,1255,1471,1533,1489,1800,33,9.0,0,48,23.52,-0.79,1,-,0,19,10
4.512,ev0/lm0,0.54,0.72,2.81,0.68,0.68,-0.41,87.0,-0.052,0.267,0.0985,6.39,98,0.08,0,13,-1,0.000,0.000,-1.705,11.874,1255,1467,1529,1488,1800,33,11.9,0,48,23.47,-0.42,1,-,0,19,10
4.612,ev0/lm0,0.49,0.84,2.78,0.61,0.79,-0.33,87.0,-0.047,0.271,0.1005,6.39,101,0.07,0,13,-1,0.000,0.000,-1.448,12.364,1252,1463,1525,1490,1800,33,11.4,0,48,23.43,-0.24,1,-,0,19,10
4.713,ev0/lm0,0.47,0.94,2.77,0.54,0.87,-0.25,88.0,-0.042,0.281,0.1034,6.37,103,0.06,0,13,-1,0.000,0.000,-1.289,12.472,1246,1460,1523,1494,1800,33,9.6,0,48,23.43,-0.18,1,-,0,19,10
4.813,ev0/lm0,0.56,1.02,2.77,0.50,0.95,-0.16,88.0,-0.038,0.289,0.1057,6.35,106,0.01,0,13,-1,0.000,0.000,-1.356,12.371,1250,1459,1520,1491,1800,33,12.0,0,48,23.42,0.01,1,-,0,19,10
4.914,ev0/lm0,0.53,1.11,2.73,0.43,1.01,-0.18,88.0,-0.034,0.306,0.1089,6.34,108,0.07,0,13,-1,0.000,0.000,-1.210,12.207,1242,1456,1517,1492,1800,33,10.2,0,48,23.40,-0.20,1,-,0,19,10
5.014,ev0/lm0,0.46,1.17,2.68,0.33,1.07,-0.20,88.0,-0.030,0.325,0.1129,6.27,111,0.06,0,13,-1,0.000,0.000,-0.976,11.833,1234,1453,1513,1494,1800,33,10.9,0,48,23.40,-0.36,1,-,0,19,10
5.116,ev0/lm0,0.44,1.25,2.68,0.23,1.13,-0.17,88.0,-0.023,0.351,0.1175,6.20,113,0.05,0,13,-1,0.000,0.000,-0.875,11.521,1222,1449,1509,1495,1800,33,9.5,0,48,23.38,-0.58,1,-,0,19,10
5.216,ev0/lm0,0.37,1.32,2.70,0.13,1.17,-0.17,88.0,-0.018,0.374,0.1214,6.15,116,0.05,0,13,-1,0.000,0.000,-0.690,11.039,1218,1498,1490,1497,1800,33,11.5,0,48,23.43,-0.81,1,-,0,19,10
5.317,ev0/lm0,0.39,1.42,2.72,0.05,1.20,-0.22,89.0,-0.012,0.410,0.1279,6.03,118,0.06,0,13,-1,0.000,0.000,-0.722,10.785,1217,1506,1467,1500,1800,33,9.8,0,48,23.43,-1.26,1,-,0,19,10
5.417,ev0/lm0,0.41,1.51,2.72,-0.03,1.21,-0.33,89.0,-0.007,0.447,0.1288,5.89,121,0.02,0,13,-1,0.000,0.000,-0.760,10.541,1231,1511,1461,1499,1800,33,11.1,0,48,23.48,-0.32,1,-,0,19,10
5.518,ev0/lm0,0.37,1.62,2.72,-0.06,1.19,-0.45,89.0,-0.001,0.557,0.1202,5.75,123,0.03,0,13,-1,0.000,0.000,-0.690,10.399,1236,1519,1454,1501,1800,33,11.3,0,51,23.50,-1.59,1,-,0,19,10
5.619,ev0/lm0,0.35,1.73,2.72,-0.06,1.14,-0.47,89.0,0.006,0.625,0.0830,5.60,126,0.00,0,13,-1,0.000,0.000,-0.659,10.364,1229,1522,1452,1501,1800,33,9.3,0,51,23.50,-1.77,1,-,0,19,10
5.720,ev0/lm0,0.32,1.85,2.74,-0.04,1.08,-0.41,89.0,,,,,128,0.02,0,13,-1,0.000,0.000,-0.619,10.396,1223,1524,1449,1503,1800,33,9.5,0,51,23.48,,0,,0,19,11
5.823,ev0/lm0,0.15,2.10,2.77,-0.05,1.01,-0.38,89.0,0.067,0.804,0.0871,4.74,131,0.12,0,13,-1,0.000,0.000,-0.277,11.655,1218,1545,1461,1509,1800,33,11.7,0,51,23.49,-4.79,1,-,0,19,12
5.923,ev0/lm0,0.11,2.30,2.79,-0.03,0.93,-0.40,89.0,0.070,0.819,0.0889,4.69,133,0.07,0,13,-1,0.000,0.000,-0.186,12.667,1223,1546,1479,1512,1800,33,9.9,0,51,23.49,-4.55,1,-,0,19,12
6.024,ev0/lm0,0.06,2.48,2.78,0.01,0.84,-0.49,88.0,0.069,0.787,0.0925,4.66,136,0.07,0,13,-1,0.000,0.000,-0.083,13.563,1225,1547,1491,1511,1800,33,10.0,0,51,23.50,-4.60,1,-,0,19,12
6.124,ev0/lm0,0.08,2.59,2.73,0.07,0.81,-0.60,88.0,0.069,0.696,0.0997,4.68,138,0.03,0,13,-1,0.000,0.000,-0.095,13.823,1218,1540,1499,1510,1800,33,11.2,0,51,23.52,-3.78,1,-,0,19,12
6.225,ev0/lm0,0.09,2.69,2.68,0.14,0.79,-0.69,88.0,0.070,0.619,0.1534,4.61,141,0.01,0,13,-1,0.000,0.000,-0.107,14.010,1222,1528,1501,1510,1800,33,8.1,0,51,23.52,-3.56,1,-,0,19,12
6.325,ev0/lm0,0.13,2.75,2.64,0.22,0.77,-0.76,88.0,0.059,0.542,0.1678,4.67,143,0.02,0,13,-1,0.000,0.000,-0.136,13.857,1227,1515,1505,1509,1800,33,8.9,0,51,23.56,-2.31,1,-,0,19,12
6.425,ev0/lm0,0.14,2.79,2.57,0.28,0.76,-0.87,88.0,0.053,0.489,0.1805,4.65,146,0.03,0,13,-1,0.000,0.000,-0.115,13.498,1241,1507,1506,1508,1800,33,11.2,0,58,23.54,-1.53,1,-,0,19,12
6.526,ev0/lm0,0.12,2.84,2.49,0.31,0.75,-0.93,87.0,0.046,0.428,0.1941,4.63,148,0.08,0,13,-1,0.000,0.000,-0.025,13.202,1246,1506,1513,1506,1800,33,7.7,0,58,23.54,-0.52,1,-,0,19,12
6.627,ev0/lm0,0.08,2.88,2.39,0.32,0.75,-0.96,87.0,0.048,0.367,0.2084,4.54,151,0.04,0,13,-1,0.000,0.000,0.114,12.759,1260,1508,1510,1508,1800,33,8.9,0,58,23.50,0.56,1,-,0,19,12
6.728,ev0/lm0,0.09,2.92,2.31,0.35,0.75,-0.88,87.0,0.039,0.282,0.2229,4.59,153,0.03,0,13,-1,0.000,0.000,0.153,12.440,1261,1505,1510,1508,1800,33,14.6,0,58,23.44,2.23,1,-,0,20,12
6.828,ev0/lm0,0.10,2.95,2.22,0.39,0.78,-0.77,87.0,0.038,0.228,0.2334,4.54,156,0.03,0,13,-1,0.000,0.000,0.181,11.889,1258,1500,1517,1507,1800,33,10.1,0,58,23.37,3.55,1,-,0,20,12
6.929,ev0/lm0,0.11,3.00,2.15,0.41,0.80,-0.65,87.0,0.040,0.194,0.2451,4.47,158,0.04,0,13,-1,0.000,0.000,0.244,11.583,1254,1497,1518,1507,1800,33,10.7,0,58,23.37,4.17,1,-,0,20,12
7.029,ev0/lm0,0.10,3.05,2.10,0.40,0.82,-0.54,87.0,0.042,0.160,0.2570,4.37,161,0.04,0,13,-1,0.000,0.000,0.335,11.240,1255,1499,1500,1508,1800,33,11.2,0,58,23.34,4.64,1,-,0,20,12
7.130,ev0/lm0,0.10,3.12,2.05,0.42,0.83,-0.46,87.0,0.045,0.111,0.2703,4.29,163,0.04,0,13,-1,0.000,0.000,0.408,11.063,1261,1497,1497,1508,1800,33,9.7,0,58,23.32,5.74,1,-,0,20,12
7.230,ev0/lm0,0.02,3.20,1.92,0.41,0.83,-0.49,86.0,0.046,0.119,0.2880,4.20,166,0.09,0,13,-1,0.000,0.000,0.635,10.869,1262,1505,1492,1509,1800,33,10.9,0,58,23.32,6.24,1,-,0,20,12
7.332,ev0/lm0,0.03,3.27,1.89,0.41,0.82,-0.39,86.0,0.048,0.114,0.3074,4.12,168,0.03,0,13,-1,0.000,0.000,0.683,10.750,1261,1504,1501,1509,1800,33,11.0,0,58,23.28,7.07,1,-,0,20,12
7.432,ev0/lm0,0.01,3.35,1.87,0.41,0.83,-0.30,86.0,0.052,0.107,0.3230,4.04,171,0.04,0,13,-1,0.000,0.000,0.795,10.621,1261,1506,1497,1510,1800,33,10.4,0,60,23.25,7.34,1,-,0,20,12
7.533,ev0/lm0,0.04,3.43,1.81,0.42,0.84,-0.26,86.0,0.049,0.086,0.3438,3.91,173,0.01,0,13,-1,0.000,0.000,0.819,10.602,1265,1502,1495,1509,1800,33,11.3,0,60,23.25,7.75,1,-,0,20,12
7.633,ev0/lm0,0.06,3.53,1.77,0.44,0.81,-0.18,86.0,0.045,0.081,0.3605,3.77,176,0.01,0,13,-1,0.000,0.000,0.871,10.692,1256,1498,1506,1509,1800,33,10.9,0,60,23.22,8.08,1,-,0,20,12
7.733,ev0/lm0,0.05,3.63,1.77,0.46,0.79,-0.06,85.0,0.044,0.074,0.3721,3.66,178,0.08,0,13,-1,0.000,0.000,0.977,10.809,1243,1498,1505,1506,1800,33,10.5,0,60,23.22,8.36,0,size,0,20,12
7.834,ev0/lm0,0.02,3.75,1.79,0.47,0.78,0.07,85.0,0.042,0.056,0.3933,3.51,181,0.04,0,13,-1,0.000,0.000,1.121,11.118,1228,1500,1501,1509,1800,33,10.7,0,60,23.22,8.02,0,size,0,20,12
7.934,ev0/lm0,0.05,3.86,1.79,0.46,0.78,0.12,85.0,0.044,0.032,0.4189,3.36,183,0.03,0,13,-1,0.000,0.000,1.155,11.408,1218,1496,1511,1508,1800,33,11.0,0,60,23.25,8.60,0,size,0,20,12
8.035,ev0/lm0,0.08,3.99,1.79,0.46,0.77,0.01,85.0,0.040,0.032,0.4367,3.22,186,0.04,0,13,-1,0.000,0.000,1.210,11.933,1217,1494,1509,1507,1800,33,10.1,0,60,23.34,8.40,0,size,0,20,12
8.136,ev0/lm0,0.11,4.09,1.76,0.46,0.77,-0.14,85.0,0.039,0.013,0.4658,3.07,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1258,1491,1521,1506,1800,33,11.2,0,60,23.34,8.68,0,size,0,20,12
8.236,ev0/lm0,0.16,4.17,1.82,0.43,0.79,-0.19,85.0,0.042,-0.010,0.3114,2.93,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1288,1489,1515,1504,1800,33,11.0,0,60,23.39,9.14,0,size,0,20,12
8.337,ev0/lm0,0.20,4.25,1.84,0.42,0.81,-0.08,85.0,0.049,-0.044,0.3277,2.79,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1276,1486,1513,1501,1800,33,10.4,0,60,23.25,9.71,0,size,0,20,12
8.437,ev0/lm0,0.24,4.33,1.81,0.41,0.82,0.00,85.0,0.062,-0.074,0.3553,2.64,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1249,1482,1517,1499,1800,33,10.9,0,58,23.25,10.43,0,size,0,20,12
8.538,ev0/lm0,0.28,4.42,1.83,0.39,0.84,0.21,85.0,0.020,-0.096,0.3869,2.30,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1208,1480,1516,1497,1800,33,11.6,0,58,23.20,10.78,0,both_edges,0,20,12
8.638,ev0/lm0,0.32,4.50,1.84,0.38,0.82,0.24,85.0,0.043,-0.096,0.4105,2.20,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1196,1477,1515,1495,1800,33,10.7,0,58,23.30,10.70,0,both_edges,0,20,12
8.739,ev0/lm0,0.36,4.58,1.81,0.36,0.80,0.12,85.0,0.062,-0.096,0.4421,2.11,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1204,1475,1514,1492,1800,33,10.9,0,58,23.30,10.62,0,both_edges,0,20,12
8.840,ev0/lm0,0.39,4.66,1.79,0.34,0.81,-0.19,85.0,0.103,-0.096,0.4507,2.03,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1257,1473,1513,1490,1800,33,10.5,0,58,23.42,10.79,0,both_edges,0,20,12
8.940,ev0/lm0,0.42,4.74,1.77,0.30,0.82,-0.34,85.0,0.113,-0.096,0.4694,1.89,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1291,1474,1511,1488,1800,33,9.6,0,58,23.35,11.01,0,both_edges,0,20,12
9.041,ev0/lm0,0.45,4.83,1.80,0.25,0.82,-0.33,85.0,0.054,-0.096,0.4628,1.78,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1306,1476,1508,1485,1800,33,11.5,0,58,23.35,11.15,0,both_edges,0,20,12
9.141,ev0/lm0,0.48,4.91,1.85,0.21,0.82,-0.03,86.0,0.059,-0.096,0.4703,1.79,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1267,1478,1522,1487,1800,33,11.8,0,58,23.22,11.25,0,both_edges,0,20,12
9.241,ev0/lm0,0.50,4.99,1.95,0.20,0.79,0.34,86.0,0.051,-0.096,0.4551,1.77,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1218,1477,1524,1485,1800,33,10.3,0,58,23.15,11.13,0,both_edges,0,20,12
9.342,ev0/lm0,0.52,5.07,2.08,0.20,0.78,0.60,86.0,0.044,-0.096,0.5734,1.76,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1187,1476,1507,1484,1800,33,11.1,0,58,23.15,10.22,0,both_edges,0,20,12
9.443,ev0/lm0,0.53,5.15,2.13,0.18,0.78,0.56,86.0,0.044,-0.096,0.6382,1.76,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1189,1475,1506,1482,1800,33,12.0,0,41,23.28,10.12,0,both_edges,0,20,12
9.543,ev0/lm0,0.55,5.22,2.11,0.17,0.77,0.23,87.0,0.044,-0.096,0.6445,1.76,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1237,1474,1516,1483,1800,33,10.1,0,41,23.40,10.73,0,both_edges,0,20,12
9.643,ev0/lm0,0.57,5.30,2.06,0.16,0.76,-0.11,87.0,0.044,-0.096,0.7403,1.76,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1287,1474,1506,1491,1800,33,10.9,0,41,23.40,11.03,0,both_edges,0,20,12
9.744,ev0/lm0,0.58,5.38,2.09,0.13,0.75,-0.23,88.0,0.044,-0.096,0.8988,1.76,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1324,1475,1525,1495,1800,33,12.2,0,41,23.34,10.83,0,both_edges,0,20,12
9.844,ev0/lm0,0.59,5.45,2.17,0.08,0.78,0.05,91.0,0.044,-0.096,0.9978,1.76,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1295,1480,1541,1505,1800,33,10.3,0,41,22.76,9.68,0,both_edges,0,20,12
9.945,ev0/lm0,0.61,5.54,2.27,0.27,0.78,0.12,116.0,0.085,0.386,0.2237,2.37,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1306,1461,1554,1594,1800,33,10.8,0,41,22.76,-45.76,0,size,0,20,13
10.045,ev0/lm0,0.66,5.61,2.40,0.70,0.79,0.02,-144.0,,,,,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1364,1530,1552,1900,1800,33,12.3,0,41,22.84,,0,,0,20,15
10.146,ev0/lm0,0.72,5.77,2.38,0.32,2.24,-1.40,-125.0,,,,,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1661,1542,1551,1900,1800,33,10.5,0,41,21.80,,0,,0,20,20
10.246,ev0/lm0,0.77,6.06,2.26,0.81,2.51,-1.65,170.0,,,,,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1788,1491,1598,1782,1800,33,10.4,0,41,21.80,,0,,0,20,22
10.346,ev0/lm0,0.90,6.17,2.31,1.54,0.17,0.15,141.0,,,,,187,0.04,0,13,-1,0.000,0.000,1.236,12.133,1744,1468,1574,1681,1800,33,12.4,0,41,20.60,,0,,0,23,24
