t,s,gate,x,y,z,vx,vy,vz,z_target,vz_ff,ax_des,ay_des,cos_tilt,wx,wy,a_z_cmd,thrust_cmd,roll,pitch,throttle,yaw,m_mean,m_min,m_max
0.183,0.00,0,0.634,-0.228,-0.137,0.000,0.000,0.000,-0.066,0.000,-1.58,0.71,1.000,-0.02,-0.02,0.00,0.00,1500,1500,1250,1500,
0.385,0.00,0,0.576,-0.366,-0.139,0.000,0.000,0.000,0.002,0.000,-1.35,1.26,1.000,-0.07,-0.73,0.00,0.00,1500,1500,1250,1500,
0.586,0.00,0,0.557,-0.421,-0.140,0.000,0.000,0.000,0.060,0.000,-1.27,1.48,1.000,-0.70,-0.35,0.00,0.00,1500,1500,1250,1500,
0.788,0.00,0,0.545,-0.422,0.278,-0.004,0.011,0.358,0.478,0.000,-1.21,1.44,1.000,0.23,0.14,0.00,0.00,1500,1500,1250,1500,
0.989,0.00,0,0.532,-0.367,1.249,-0.043,0.063,3.303,1.400,0.000,-1.01,1.02,0.981,-34.47,-32.57,-11.84,0.00,1285,1685,1028,1500,
1.189,0.00,0,0.480,0.129,1.731,-0.204,0.213,1.850,1.812,0.000,-0.15,-1.57,0.921,-13.95,-11.33,-6.64,3.44,1489,1335,1075,1493,
1.391,0.00,0,0.349,0.453,1.925,-0.422,0.350,0.679,1.963,0.000,1.25,-3.42,0.993,13.68,17.99,-2.34,7.52,1553,1346,1198,1511,
1.593,0.00,0,0.193,0.442,2.026,-0.451,0.199,0.045,1.994,0.000,1.99,-2.77,0.982,7.96,5.71,-0.44,9.54,1571,1397,1231,1516,
1.794,0.00,0,0.161,0.448,2.266,-0.287,-0.144,0.521,2.163,0.000,1.45,-1.42,0.977,6.84,-0.68,-2.99,6.98,1573,1425,1175,1517,
1.996,0.00,0,0.092,0.551,2.150,-0.058,-0.378,0.197,1.976,0.000,0.82,-0.90,0.981,-1.71,-3.11,-2.34,7.62,1538,1457,1183,1515,
2.198,0.75,0,0.137,0.524,1.922,0.075,-0.468,-0.518,1.732,0.000,-0.04,1.38,0.991,-2.67,-2.74,0.35,10.26,1500,1548,1236,1514,
2.399,0.75,0,0.117,0.273,1.785,0.128,-0.497,-0.502,1.637,0.000,0.60,1.24,0.999,-5.38,-10.31,0.65,10.47,1521,1542,1242,1511,
2.602,0.75,0,0.215,-0.048,1.734,0.215,-0.320,0.158,1.656,0.000,-0.14,1.37,0.998,-3.16,-3.63,-1.37,8.46,1494,1558,1203,1508,
2.803,0.75,0,0.320,-0.299,1.630,0.223,-0.070,0.157,1.623,0.000,-0.20,1.36,0.996,-1.38,-2.37,-0.73,9.11,1492,1553,1215,1505,
3.004,0.75,0,0.368,-0.483,1.555,0.179,0.189,0.049,1.611,0.000,-0.21,1.36,0.996,-1.01,-0.51,0.28,10.13,1492,1548,1235,1500,
3.205,0.75,0,0.380,-0.562,1.591,0.119,0.464,0.430,1.678,0.000,-0.20,1.36,0.996,-0.09,-0.24,-0.96,8.89,1491,1555,1211,1500,
3.406,0.75,0,0.413,-0.548,1.677,0.051,0.710,0.722,1.737,0.000,-1.38,0.10,0.997,-6.37,4.99,-2.38,7.45,1434,1504,1183,1499,
3.607,0.75,0,0.516,-0.331,1.736,-0.075,0.836,0.429,1.725,0.000,-1.07,-0.87,0.995,-3.60,2.62,-1.83,8.01,1452,1461,1194,1500,
3.808,0.75,0,0.445,-0.052,1.772,-0.296,0.840,0.130,1.705,0.000,0.83,-1.10,0.996,5.97,6.18,-1.15,8.69,1534,1455,1207,1502,
4.009,0.75,0,0.343,0.101,1.902,-0.376,0.743,0.227,1.764,0.000,1.38,-0.02,0.998,8.20,0.47,-2.18,7.64,1564,1499,1187,1505,
4.210,0.75,0,0.261,0.239,1.990,-0.279,0.698,0.152,1.782,0.000,1.23,-0.63,0.996,5.32,-3.11,-2.54,7.30,1560,1469,1180,1507,
4.412,0.75,0,0.269,0.421,1.957,-0.134,0.711,-0.213,1.756,0.000,0.16,-1.25,0.994,-0.70,5.11,-1.03,8.83,1507,1449,1209,1504,
4.614,0.75,0,0.224,0.537,1.921,-0.052,0.649,-0.398,1.725,0.000,-0.24,-0.97,0.996,-4.35,2.02,-0.27,9.58,1492,1464,1223,1505,
4.815,0.75,0,0.276,0.519,1.917,0.001,0.538,-0.075,1.780,0.000,-0.77,-0.50,0.997,-2.48,-0.05,-1.05,8.79,1469,1479,1208,1504,
5.016,0.75,0,0.370,0.468,1.843,-0.053,0.461,-0.037,1.712,0.000,-0.17,1.37,1.000,1.43,-13.35,-1.16,8.66,1491,1556,1207,1498,
5.218,0.75,0,0.274,0.386,1.759,-0.130,0.575,-0.170,1.642,0.000,0.22,-0.73,0.998,0.52,-4.52,-0.51,9.31,1509,1472,1218,1500,
5.419,0.75,0,0.232,0.349,1.753,-0.138,0.647,-0.004,1.706,0.000,0.42,-0.96,1.000,2.08,7.87,-0.55,9.26,1517,1463,1218,1502,
5.620,0.75,0,0.199,0.397,1.791,-0.131,0.590,0.245,1.702,0.000,0.50,-0.73,0.998,1.71,1.34,-1.93,7.89,1524,1468,1190,1503,
5.821,0.75,0,0.192,0.453,1.862,-0.091,0.517,0.215,1.703,0.000,0.24,-0.46,0.998,0.58,0.12,-2.46,7.37,1512,1478,1180,1503,
6.022,0.75,0,0.214,0.508,1.809,-0.074,0.475,-0.271,1.606,0.000,0.01,1.38,0.998,-0.84,-0.86,-0.93,8.89,1499,1555,1211,1503,
6.223,0.75,0,0.235,0.475,1.791,-0.073,0.544,-0.412,1.588,0.000,-0.08,-0.58,0.998,-0.70,-4.14,-0.39,9.44,1498,1478,1220,1502,
6.424,0.75,0,0.248,0.441,1.832,-0.081,0.650,-0.071,1.699,0.000,-0.10,-0.99,1.000,-0.56,7.03,-1.14,8.68,1497,1459,1206,1502,
6.625,0.75,0,0.257,0.492,1.825,-0.115,0.607,0.039,1.749,0.000,0.07,-0.85,0.999,-0.28,4.03,-1.08,8.74,1504,1465,1207,1501,
