t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat,el_deg,vert_live,commit_why,alt_gated,alt_rejected,cam_rej
3.909,ev0/lm0,0.40,0.04,1.83,-0.36,0.80,0.16,90.2,0.009,0.556,0.1013,7.36,97,0.02,0,0,-1,0.000,0.000,-1.437,-3.802,1199,1554,1476,1503,1800,33,12.0,0,60,23.97,0.70,1,-,0,19,5
4.009,ev0/lm0,0.34,0.10,1.90,-0.38,0.74,0.23,90.2,0.029,0.603,0.1031,7.32,99,0.03,0,0,-1,0.000,0.000,-1.388,-3.926,1187,1564,1499,1505,1800,33,10.1,0,60,23.97,-0.40,1,-,0,19,5
4.110,ev0/lm0,0.26,0.16,1.97,-0.35,0.71,0.25,90.2,0.042,0.576,0.1038,7.25,102,0.03,0,0,-1,0.000,0.000,-1.280,-4.105,1179,1561,1530,1507,1800,33,10.9,0,60,23.97,-0.99,1,-,0,19,5
4.210,ev0/lm0,0.26,0.24,1.99,-0.28,0.70,0.15,90.3,0.044,0.514,0.1035,6.99,104,0.03,0,0,-1,0.000,0.000,-1.354,-3.969,1180,1560,1469,1507,1800,33,11.9,0,60,24.01,-1.51,1,-,0,19,5
4.311,ev0/lm0,0.25,0.34,1.98,-0.21,0.71,-0.02,90.3,0.045,0.432,0.1029,6.92,107,0.02,0,0,-1,0.000,0.000,-1.378,-3.719,1188,1537,1448,1508,1800,33,9.7,0,60,24.06,-0.15,1,-,0,19,5
4.412,ev0/lm0,0.27,0.42,1.96,-0.13,0.71,-0.21,89.3,0.045,0.494,0.1055,6.84,109,0.04,0,0,-1,0.000,0.000,-1.460,-3.586,1209,1507,1449,1504,1800,33,11.0,0,60,24.06,0.61,1,-,0,19,5
4.513,ev0/lm0,0.19,0.50,1.93,-0.10,0.69,-0.40,89.3,0.041,0.560,0.1079,6.82,112,0.01,0,0,-1,0.000,0.000,-1.313,-3.529,1225,1509,1458,1506,1800,33,12.6,0,59,24.06,0.48,1,-,0,19,5
4.614,ev0/lm0,0.22,0.54,1.92,-0.05,0.65,-0.40,89.3,0.034,0.593,0.1092,7.01,114,0.05,0,0,-1,0.000,0.000,-1.404,-3.807,1223,1492,1464,1505,1800,33,10.2,0,59,23.97,0.27,1,-,0,19,5
4.714,ev0/lm0,0.25,0.52,1.93,-0.01,0.60,-0.26,89.3,0.028,0.571,0.1097,7.03,117,0.05,0,0,-1,0.000,0.000,-1.473,-4.569,1217,1479,1471,1505,1800,33,9.4,0,59,23.97,0.71,1,-,0,19,5
4.815,ev0/lm0,0.28,0.52,1.92,0.00,0.54,-0.07,89.3,0.018,0.553,0.1100,7.05,119,0.05,0,0,-1,0.000,0.000,-1.539,-5.131,1208,1469,1479,1504,1800,33,9.3,0,59,23.90,0.95,1,-,0,19,5
4.915,ev0/lm0,0.33,0.48,1.89,-0.01,0.49,0.00,89.3,0.007,0.519,0.1099,7.05,122,0.05,0,0,-1,0.000,0.000,-1.670,-5.984,1205,1492,1557,1502,1800,33,10.8,0,59,23.90,1.12,1,-,0,19,5
5.016,ev0/lm0,0.37,0.47,1.84,-0.05,0.46,-0.04,88.3,0.001,0.465,0.1089,7.09,124,0.06,0,0,-1,0.000,0.000,-1.766,-6.571,1207,1491,1556,1498,1800,33,9.7,0,59,23.90,-0.13,1,-,0,19,5
5.117,ev0/lm0,0.28,0.41,1.80,-0.12,0.50,-0.17,88.3,0.001,0.287,0.1052,7.27,127,0.07,0,0,-1,0.000,0.000,-1.594,-7.626,1212,1506,1483,1500,1800,33,11.8,0,59,23.90,0.93,1,-,0,20,5
5.218,ev0/lm0,0.27,0.39,1.76,-0.13,0.58,-0.17,88.3,0.002,0.204,0.1039,7.29,129,0.06,0,0,-1,0.000,0.000,-1.612,-8.410,1218,1509,1472,1500,1800,33,10.5,0,59,23.89,1.91,1,-,0,20,5
5.318,ev0/lm0,0.26,0.34,1.73,-0.14,0.63,-0.13,88.3,0.003,0.278,0.1062,7.25,132,0.05,0,0,-1,0.000,0.000,-1.625,-9.480,1221,1513,1465,1501,1800,33,9.8,0,59,23.89,2.66,1,-,0,20,5
5.419,ev0/lm0,0.23,0.35,1.75,-0.14,0.65,-0.00,88.4,0.010,0.385,0.1084,7.14,134,0.05,0,0,-1,0.000,0.000,-1.590,-10.014,1218,1517,1463,1502,1800,33,12.1,0,59,23.87,1.93,1,-,0,20,5
5.520,ev0/lm0,0.20,0.36,1.77,-0.14,0.63,0.14,88.4,0.013,0.454,0.1102,7.11,137,0.03,0,0,-1,0.000,0.000,-1.558,-10.554,1205,1525,1465,1503,1800,33,11.2,0,60,23.83,1.61,1,-,0,20,5
5.620,ev0/lm0,0.20,0.40,1.79,-0.13,0.59,0.25,88.4,0.014,0.496,0.1117,6.99,139,0.02,0,0,-1,0.000,0.000,-1.587,-10.774,1190,1524,1468,1503,1800,33,10.2,0,60,23.83,1.14,1,-,0,20,5
5.721,ev0/lm0,0.19,0.42,1.85,-0.11,0.55,0.35,88.4,0.018,0.525,0.1129,6.92,142,0.01,0,0,-1,0.000,0.000,-1.605,-11.068,1176,1519,1472,1503,1800,33,12.3,0,60,23.85,0.76,1,-,0,20,5
5.821,ev0/lm0,0.19,0.45,1.86,-0.09,0.52,0.21,88.4,0.019,0.543,0.1141,6.90,144,0.02,0,0,-1,0.000,0.000,-1.625,-11.290,1180,1512,1478,1503,1800,33,11.3,0,60,23.92,0.25,1,-,0,20,5
5.921,ev0/lm0,0.21,0.48,1.85,-0.07,0.49,0.01,88.4,0.017,0.540,0.1142,6.90,147,0.02,0,0,-1,0.000,0.000,-1.683,-11.481,1191,1499,1562,1503,1800,33,9.9,0,60,23.92,0.12,1,-,0,20,5
6.022,ev0/lm0,0.21,0.51,1.81,-0.07,0.47,-0.27,88.4,0.015,0.522,0.1139,6.88,149,0.02,0,0,-1,0.000,0.000,-1.712,-11.704,1211,1499,1555,1503,1800,33,12.0,0,60,23.99,0.24,1,-,0,20,5
6.122,ev0/lm0,0.22,0.49,1.79,-0.07,0.49,-0.41,88.4,0.010,0.378,0.1111,7.01,152,0.04,0,0,-1,0.000,0.000,-1.751,-12.355,1216,1499,1554,1502,1800,33,10.4,0,60,23.95,-0.70,1,-,0,20,5
6.223,ev0/lm0,0.24,0.48,1.79,-0.07,0.54,-0.41,88.4,0.008,0.254,0.1085,7.16,154,0.06,0,0,-1,0.000,0.000,-1.805,-12.989,1220,1498,1478,1502,1800,33,9.9,0,60,23.95,0.72,1,-,0,20,5
6.324,ev0/lm0,0.24,0.43,1.81,-0.07,0.62,-0.25,88.4,0.006,0.237,0.1095,7.16,157,0.06,0,0,-1,0.000,0.000,-1.848,-14.048,1214,1495,1465,1502,1800,33,11.9,0,60,23.89,2.21,1,-,0,20,5
6.424,ev0/lm0,0.25,0.44,1.83,-0.08,0.65,-0.07,88.4,0.006,0.343,0.1118,7.03,159,0.05,0,0,-1,0.000,0.000,-1.880,-14.534,1206,1497,1459,1502,1800,33,10.5,0,60,23.85,2.52,1,-,0,20,5
6.525,ev0/lm0,0.25,0.45,1.85,-0.10,0.64,0.05,88.4,0.006,0.425,0.1140,6.96,162,0.03,0,0,-1,0.000,0.000,-1.914,-15.048,1203,1501,1459,1501,1800,33,9.8,0,60,23.85,2.00,1,-,0,20,5
6.625,ev0/lm0,0.26,0.49,1.83,-0.11,0.61,0.04,88.5,0.006,0.482,0.1158,6.90,164,0.02,0,0,-1,0.000,0.000,-1.951,-15.270,1207,1504,1465,1501,1800,33,12.0,0,60,23.87,1.58,1,-,0,20,5
6.726,ev0/lm0,0.25,0.52,1.81,-0.13,0.57,-0.03,88.5,0.009,0.514,0.1174,6.88,167,0.02,0,0,-1,0.000,0.000,-1.964,-15.526,1208,1508,1471,1502,1800,33,10.5,0,60,23.87,1.24,1,-,0,20,5
6.826,ev0/lm0,0.24,0.56,1.79,-0.14,0.53,-0.07,88.5,0.010,0.519,0.1182,6.84,169,0.02,0,0,-1,0.000,0.000,-1.974,-15.743,1206,1512,1477,1502,1800,33,9.8,0,60,23.87,1.01,1,-,0,20,5
6.926,ev0/lm0,0.25,0.59,1.78,-0.14,0.50,-0.07,88.5,0.010,0.511,0.1185,6.76,172,0.01,0,0,-1,0.000,0.000,-2.026,-15.950,1204,1511,1481,1502,1800,33,12.1,0,60,23.87,1.00,1,-,0,20,5
7.027,ev0/lm0,0.23,0.62,1.78,-0.13,0.48,-0.05,88.5,0.013,0.504,0.1183,6.74,174,0.01,0,0,-1,0.000,0.000,-2.025,-16.121,1201,1501,1559,1502,1800,33,8.8,0,60,23.87,0.76,1,-,0,20,5
7.127,ev0/lm0,0.23,0.62,1.77,-0.13,0.47,-0.09,88.5,0.016,0.487,0.1179,6.86,177,0.03,0,0,-1,0.000,0.000,-2.037,-16.538,1201,1501,1559,1503,1800,33,9.9,0,60,23.87,-0.26,1,-,0,20,5
7.228,ev0/lm0,0.22,0.63,1.75,-0.13,0.51,-0.23,88.5,0.012,0.324,0.1140,6.92,179,0.04,0,0,-1,0.000,0.000,-2.056,-16.977,1206,1512,1481,1503,1800,33,12.2,0,60,23.87,0.37,1,-,0,20,5
7.329,ev0/lm0,0.23,0.58,1.73,-0.13,0.59,-0.26,88.5,0.011,0.224,0.1120,7.03,182,0.06,0,0,-1,0.000,0.000,-2.123,-18.021,1213,1510,1469,1502,1800,33,8.5,0,60,23.87,2.14,1,-,0,20,5
7.429,ev0/lm0,0.21,0.58,1.71,-0.13,0.64,-0.27,88.5,0.012,0.322,0.1150,6.92,184,0.05,0,0,-1,0.000,0.000,-2.115,-18.591,1219,1512,1464,1503,1800,33,7.9,0,60,23.87,2.30,1,-,0,20,5
7.530,ev0/lm0,0.13,0.59,1.69,-0.14,0.63,-0.25,87.5,0.017,0.425,0.1171,6.84,187,0.05,0,0,-1,0.000,0.000,-1.961,-19.193,1224,1526,1469,1502,1800,33,11.7,0,60,23.83,1.78,1,-,0,20,5
7.630,ev0/lm0,0.10,0.63,1.70,-0.13,0.61,-0.10,87.5,0.017,0.469,0.1185,6.76,189,0.02,0,0,-1,0.000,0.000,-1.930,-19.388,1214,1529,1471,1503,1800,33,10.2,0,60,23.82,1.45,1,-,0,20,5
7.731,ev0/lm0,0.09,0.67,1.73,-0.11,0.58,0.07,87.5,0.020,0.500,0.1196,6.70,192,0.01,0,0,-1,0.000,0.000,-1.952,-19.625,1194,1526,1472,1503,1800,33,9.7,0,60,23.82,0.93,1,-,0,20,5
7.831,ev0/lm0,0.08,0.69,1.77,-0.07,0.54,0.24,87.6,0.022,0.514,0.1201,6.70,194,0.03,0,0,-1,0.000,0.000,-1.941,-19.926,1174,1523,1475,1504,1800,33,13.0,0,60,23.82,0.71,1,-,0,20,5
7.932,ev0/lm0,0.10,0.72,1.78,-0.04,0.52,0.15,87.6,0.021,0.528,0.1207,6.65,197,0.02,0,0,-1,0.000,0.000,-2.003,-20.185,1175,1509,1478,1503,1800,33,11.3,0,60,23.89,0.39,1,-,0,20,5
8.032,ev0/lm0,0.11,0.75,1.79,-0.02,0.52,-0.05,87.6,0.020,0.526,0.1206,6.72,199,0.02,0,0,-1,0.000,0.000,-2.043,-20.391,1187,1505,1492,1503,1800,33,10.4,0,60,23.89,0.23,1,-,0,20,5
8.133,ev0/lm0,0.13,0.75,1.77,-0.01,0.52,-0.30,87.6,0.017,0.514,0.1203,6.68,202,0.03,0,0,-1,0.000,0.000,-2.080,-20.825,1207,1500,1492,1503,1800,33,12.2,0,60,23.94,0.23,1,-,0,20,5
8.233,ev0/lm0,0.14,0.76,1.74,0.00,0.52,-0.47,87.6,0.011,0.479,0.1192,6.74,204,0.04,0,0,-1,0.000,0.000,-2.118,-21.233,1222,1494,1492,1502,1800,33,11.3,0,60,23.92,0.34,1,-,0,20,5
8.334,ev0/lm0,0.17,0.74,1.73,0.00,0.53,-0.48,87.6,0.009,0.438,0.1181,6.80,207,0.05,0,0,-1,0.000,0.000,-2.178,-22.000,1228,1491,1491,1501,1800,33,9.5,0,60,23.92,1.01,1,-,0,20,5
8.434,ev0/lm0,0.18,0.74,1.72,-0.01,0.54,-0.38,87.6,0.006,0.410,0.1173,6.80,209,0.05,0,0,-1,0.000,0.000,-2.214,-22.533,1227,1492,1489,1501,1800,33,12.1,0,60,23.85,1.46,1,-,0,20,5
8.534,ev0/lm0,0.19,0.71,1.72,-0.04,0.54,-0.13,87.6,0.003,0.396,0.1166,6.82,212,0.05,0,0,-1,0.000,0.000,-2.253,-23.344,1213,1497,1488,1501,1800,33,11.1,0,60,23.78,1.78,1,-,0,20,5
8.635,ev0/lm0,0.19,0.71,1.74,-0.07,0.55,0.06,87.6,0.003,0.394,0.1164,6.86,214,0.04,0,0,-1,0.000,0.000,-2.279,-23.841,1204,1507,1487,1501,1800,33,10.2,0,56,23.78,1.81,1,-,0,20,5
8.736,ev0/lm0,0.19,0.68,1.73,-0.10,0.55,0.18,87.6,0.003,0.406,0.1163,6.84,217,0.04,0,0,-1,0.000,0.000,-2.295,-24.674,1193,1520,1486,1501,1800,33,11.3,0,56,23.78,1.65,1,-,0,20,5
8.836,ev0/lm0,0.17,0.68,1.71,-0.11,0.56,0.13,87.6,0.006,0.414,0.1161,6.86,219,0.04,0,0,-1,0.000,0.000,-2.285,-25.192,1195,1522,1486,1501,1800,33,10.8,0,56,23.83,1.56,1,-,0,20,5
8.937,ev0/lm0,0.16,0.67,1.69,-0.10,0.56,0.01,87.6,0.010,0.426,0.1159,6.84,222,0.04,0,0,-1,0.000,0.000,-2.283,-25.856,1201,1522,1486,1502,1800,33,9.7,0,56,23.83,1.36,1,-,0,20,5
9.037,ev0/lm0,0.15,0.69,1.69,-0.09,0.57,-0.10,87.7,0.013,0.428,0.1156,6.78,224,0.04,0,0,-1,0.000,0.000,-2.299,-26.254,1209,1518,1485,1502,1800,33,12.4,0,56,23.87,1.32,1,-,0,20,5
9.138,ev0/lm0,0.15,0.70,1.67,-0.07,0.57,-0.18,87.7,0.011,0.428,0.1153,6.78,227,0.03,0,0,-1,0.000,0.000,-2.319,-26.758,1215,1513,1484,1502,1800,33,10.9,0,56,23.85,1.32,1,-,0,20,5
9.239,ev0/lm0,0.16,0.72,1.65,-0.04,0.58,-0.19,87.7,0.013,0.425,0.1152,6.76,229,0.04,0,0,-1,0.000,0.000,-2.346,-27.116,1218,1504,1484,1502,1800,33,9.5,0,56,23.85,1.48,1,-,0,20,5
9.339,ev0/lm0,0.16,0.72,1.66,-0.01,0.58,-0.14,87.7,0.010,0.422,0.1151,6.76,232,0.04,0,0,-1,0.000,0.000,-2.371,-27.682,1215,1495,1483,1502,1800,33,11.8,0,56,23.82,1.55,1,-,0,20,5
9.439,ev0/lm0,0.17,0.73,1.67,0.01,0.57,0.00,86.7,0.009,0.424,0.1143,6.80,234,0.04,0,0,-1,0.000,0.000,-2.392,-28.114,1205,1487,1483,1498,1800,33,12.5,0,56,23.78,1.63,1,-,0,20,5
9.540,ev0/lm0,0.09,0.72,1.69,0.00,0.57,0.10,86.7,0.006,0.428,0.1138,6.80,237,0.09,0,0,-1,0.000,0.000,-2.218,-28.867,1198,1504,1483,1501,1800,33,9.5,0,56,23.78,1.63,1,-,0,20,5
9.640,ev0/lm0,0.08,0.72,1.70,-0.01,0.57,0.16,86.7,0.004,0.426,0.1135,6.84,239,0.05,0,0,-1,0.000,0.000,-2.206,-29.389,1194,1508,1484,1501,1800,33,12.1,0,56,23.79,1.67,1,-,0,20,5
9.741,ev0/lm0,0.08,0.69,1.70,-0.02,0.57,0.06,86.7,0.004,0.433,0.1129,6.84,242,0.04,0,0,-1,0.000,0.000,-2.225,-30.196,1198,1512,1484,1501,1800,33,10.0,0,56,23.82,1.51,1,-,0,20,5
9.842,ev0/lm0,0.08,0.70,1.68,-0.03,0.57,-0.05,86.7,0.006,0.436,0.1125,6.80,244,0.04,0,0,-1,0.000,0.000,-2.239,-30.691,1206,1513,1484,1501,1800,33,9.9,0,56,23.82,1.44,1,-,0,20,5
9.943,ev0/lm0,0.07,0.69,1.68,-0.03,0.58,-0.15,86.7,0.006,0.433,0.1120,6.82,247,0.04,0,0,-1,0.000,0.000,-2.240,-31.373,1215,1514,1484,1501,1800,33,11.8,0,56,23.84,1.50,1,-,0,20,5
10.043,ev0/lm0,0.08,0.70,1.67,-0.03,0.58,-0.16,86.7,0.006,0.426,0.1111,6.82,249,0.04,0,0,-1,0.000,0.000,-2.259,-31.826,1216,1513,1484,1501,1800,33,11.8,0,56,23.80,1.56,1,-,0,20,5
10.144,ev0/lm0,0.08,0.70,1.68,-0.02,0.58,-0.09,86.7,0.007,0.422,0.1104,6.80,252,0.03,0,0,-1,0.000,0.000,-2.277,-32.452,1214,1510,1484,1501,1800,33,9.8,0,56,23.80,1.76,1,-,0,20,5
10.244,ev0/lm0,0.08,0.71,1.71,-0.00,0.59,0.03,86.8,0.006,0.419,0.1095,6.82,254,0.04,0,0,-1,0.000,0.000,-2.287,-32.875,1204,1506,1481,1501,1800,33,10.8,0,56,23.77,1.72,1,-,0,20,5
