t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat
10.942,ev0,0.41,6.20,5.03,0.01,0.46,-0.17,87.3,-0.093,0.972,0.0234,7.18,14,0.19,0,259,-1,0.000,0.000,-1.447,-1.243,1236,1509,1502,1502,1800,33,12.2,0,57,23.24
11.042,ev0,0.41,6.25,5.03,0.01,0.47,-0.11,87.3,-0.101,0.965,0.0258,7.09,14,0.19,0,261,-1,0.000,0.000,-1.447,-1.243,1225,1510,1490,1502,1800,33,10.7,0,57,23.24
11.142,ev0,0.41,6.30,5.05,0.02,0.48,-0.08,86.3,-0.108,0.975,0.0231,6.99,14,0.19,0,264,-1,0.000,0.000,-1.447,-1.243,1227,1510,1478,1498,1800,33,11.0,0,57,23.24
11.243,ev0,0.42,6.34,5.01,0.02,0.48,-0.17,86.3,-0.119,0.997,0.0169,6.86,14,0.19,0,266,-1,0.000,0.000,-1.447,-1.243,1238,1510,1469,1498,1800,33,12.1,0,58,23.27
11.344,ev0,0.42,6.39,5.00,0.01,0.46,-0.22,86.3,0.524,0.782,0.0137,26.66,14,0.19,0,269,-1,0.000,0.000,-1.447,-1.243,1248,1510,1513,1498,1800,33,9.6,0,58,23.27
11.444,ev0,0.42,6.44,5.01,0.00,0.44,-0.21,86.3,0.528,0.807,0.0139,26.66,14,0.19,0,271,-1,0.000,0.000,-1.447,-1.243,1253,1511,1507,1498,1800,33,10.6,0,58,23.27
11.545,ev0,0.42,6.48,5.03,-0.00,0.44,-0.16,87.3,0.525,0.743,0.0138,26.97,14,0.19,0,274,-1,0.000,0.000,-1.447,-1.243,1255,1512,1498,1502,1800,33,12.0,0,58,23.24
11.645,ev0,0.42,6.53,5.03,0.00,0.44,-0.08,87.3,-0.149,1.003,0.0164,6.46,14,0.19,0,276,-1,0.000,0.000,-1.447,-1.243,1242,1513,1488,1502,1800,33,10.8,0,58,23.20
11.746,ev0,0.42,6.57,5.03,0.01,0.44,-0.01,87.3,0.528,0.731,0.0140,26.66,14,0.19,0,279,-1,0.000,0.000,-1.447,-1.243,1234,1513,1479,1502,1800,33,9.4,0,58,23.20
11.846,ev0,0.42,6.61,5.00,0.01,0.43,-0.02,86.3,0.528,0.757,0.0143,26.06,14,0.19,0,281,-1,0.000,0.000,-1.447,-1.243,1240,1513,1473,1499,1800,33,10.4,0,58,23.20
11.948,ev0,0.42,6.66,4.98,0.01,0.41,-0.05,86.3,0.527,0.800,0.0147,25.21,14,0.19,0,284,-1,0.000,0.000,-1.447,-1.243,1249,1513,1468,1499,1800,33,10.9,0,58,23.22
12.049,ev0,0.42,6.69,4.98,0.00,0.37,-0.05,86.4,0.527,0.812,0.0148,25.21,14,0.19,0,286,-1,0.000,0.000,-1.447,-1.243,1256,1513,1466,1499,1800,33,9.9,0,58,23.22
