t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat
12.149,ev0,0.42,6.73,5.03,0.01,0.33,0.06,86.4,0.528,0.831,0.0145,25.21,14,0.19,0,289,-1,0.000,0.000,-1.447,-1.243,1253,1513,1465,1499,1800,33,11.5,0,58,23.19
12.250,ev0,0.42,6.76,5.05,0.02,0.27,0.16,86.4,0.528,0.844,0.0141,24.94,14,0.19,0,291,-1,0.000,0.000,-1.447,-1.243,1251,1509,1514,1499,1800,33,10.5,0,57,23.15
12.350,ev0,0.43,6.78,5.07,0.03,0.22,0.20,86.4,0.528,0.850,0.0138,24.94,14,0.19,0,294,-1,0.000,0.000,-1.447,-1.243,1252,1508,1516,1499,1800,33,10.0,0,57,23.15
12.451,ev0,0.43,6.80,5.12,0.02,0.20,0.25,87.4,0.519,0.817,0.0149,25.77,14,0.19,0,296,-1,0.000,0.000,-1.447,-1.243,1244,1508,1514,1502,1800,33,12.4,0,57,22.96
12.551,ev0,0.43,6.82,5.25,0.04,0.18,1.26,86.4,0.510,0.822,0.0146,26.06,14,0.19,0,299,-1,0.000,0.000,-1.447,-1.243,1163,1510,1522,1499,1800,33,10.6,0,57,22.38
12.653,ev0,0.44,6.84,5.44,0.05,0.17,2.23,86.4,0.501,0.832,0.0142,26.66,14,0.19,0,301,-1,0.000,0.000,-1.447,-1.243,1039,1514,1550,1500,1800,33,9.5,0,57,22.38
12.753,ev0,0.44,6.86,5.60,0.07,0.16,2.57,86.4,0.490,0.849,0.0132,27.29,14,0.19,0,304,-1,0.000,0.000,-1.447,-1.243,1010,1491,1564,1500,1800,33,13.0,0,57,22.03
12.854,ev0,0.45,6.87,5.71,0.04,0.18,2.29,86.4,0.488,0.872,0.0077,27.61,14,0.19,0,306,-1,0.000,0.000,-1.447,-1.243,1010,1517,1525,1500,1800,33,10.4,0,57,22.60
12.954,ev0,0.45,6.89,5.79,0.01,0.20,1.70,86.4,0.479,0.896,0.0068,27.94,14,0.19,0,309,-1,0.000,0.000,-1.447,-1.243,1077,1518,1491,1500,1800,33,10.2,0,57,22.60
13.055,ev0,0.45,6.92,5.90,-0.00,0.23,0.78,86.4,0.470,0.914,0.0061,27.94,14,0.19,0,311,-1,0.000,0.000,-1.447,-1.243,1172,1513,1483,1499,1800,33,12.2,0,57,23.00
13.155,ev0,0.45,6.94,5.95,-0.02,0.26,-0.05,85.4,0.456,0.919,0.0060,28.28,14,0.19,0,314,-1,0.000,0.000,-1.447,-1.243,1236,1513,1480,1496,1800,33,10.1,0,57,23.29
13.255,ev0,0.45,6.97,6.00,-0.04,0.29,-0.46,85.5,0.446,0.921,0.0059,27.94,14,0.19,0,316,-1,0.000,0.000,-1.447,-1.243,1269,1515,1474,1496,1800,33,10.1,0,60,23.29
13.356,ev0,0.44,7.00,6.15,-0.06,0.32,-0.12,85.5,0.440,0.922,0.0060,27.94,14,0.19,0,319,-1,0.000,0.000,-1.447,-1.243,1244,1521,1461,1496,1800,33,12.5,0,60,23.10
13.457,ev0,0.43,7.03,6.34,-0.06,0.33,1.06,85.5,0.435,0.924,0.0059,28.28,14,0.19,0,321,-1,0.000,0.000,-1.447,-1.243,1154,1542,1416,1496,1800,33,9.9,0,60,22.80
13.558,ev0,0.43,7.07,6.78,-0.07,0.35,1.96,85.5,0.428,0.925,0.0059,28.28,14,0.19,0,324,-1,0.000,0.000,-1.447,-1.243,1053,1615,1290,1500,1800,33,8.8,0,60,22.80
13.658,ev0,0.42,7.10,6.85,-0.08,0.37,2.22,85.5,0.423,0.931,0.0057,28.63,14,0.19,0,326,-1,0.000,0.000,-1.447,-1.243,1035,1663,1226,1500,1800,33,12.9,0,60,22.65
13.759,ev0,0.41,7.14,6.84,-0.08,0.39,1.81,85.5,0.417,0.936,0.0055,28.63,14,0.19,0,329,-1,0.000,0.000,-1.447,-1.243,1053,1614,1402,1500,1800,33,10.5,0,60,23.06
13.859,ev0,0.40,7.18,6.79,-0.09,0.41,0.52,85.5,0.410,0.939,0.0054,28.63,14,0.19,0,331,-1,0.000,0.000,-1.447,-1.243,1188,1545,1449,1496,1800,33,10.3,0,60,23.06
13.960,ev0,0.39,7.22,6.54,-0.10,0.44,-0.79,84.5,0.406,0.942,0.0053,28.28,14,0.19,0,334,-1,0.000,0.000,-1.447,-1.243,1292,1529,1463,1492,1800,33,12.5,0,60,23.34
14.060,ev0,0.38,7.27,6.39,-0.12,0.47,-1.63,84.5,0.399,0.935,0.0056,28.28,14,0.19,0,336,-1,0.000,0.000,-1.447,-1.243,1354,1522,1469,1492,1800,33,11.5,0,60,23.51
14.161,ev1,0.37,7.32,6.30,-0.14,0.50,-1.83,84.5,0.392,0.917,0.0061,28.63,14,0.19,0,339,0,0.112,4.990,-1.447,-1.243,1372,1520,1471,1508,1800,33,9.9,0,60,23.51
14.262,ev1,0.35,7.37,6.30,-0.16,0.53,-1.37,84.5,0.385,0.900,0.0066,28.63,14,0.19,0,341,0,0.112,4.990,-1.447,-1.243,1342,1522,1467,1509,1800,33,14.1,0,60,23.25
14.362,ev1,0.34,7.42,6.25,-0.16,0.55,-1.11,84.5,0.382,0.887,0.0069,29.36,14,0.19,0,344,0,0.112,4.990,-1.447,-1.243,1326,1531,1472,1509,1800,33,11.2,0,60,23.17
14.463,ev1,0.32,7.48,6.21,-0.16,0.57,-0.88,84.6,0.380,0.872,0.0074,28.99,14,0.19,0,346,0,0.112,4.990,-1.447,-1.243,1311,1530,1468,1510,1800,33,9.9,0,60,23.17
14.564,ev1,0.30,7.54,5.97,-0.18,0.59,-0.95,84.6,0.379,0.858,0.0119,29.36,14,0.19,0,349,0,0.112,4.990,-1.447,-1.243,1318,1528,1468,1510,1800,33,12.2,0,60,23.11
14.664,ev1,0.29,7.60,5.76,-0.19,0.62,-1.03,84.6,0.374,0.849,0.0126,29.36,14,0.19,0,351,0,0.112,4.990,-1.447,-1.243,1326,1526,1467,1511,1800,33,11.2,0,60,23.30
14.766,ev1,0.27,7.66,5.60,-0.20,0.64,-1.49,84.6,0.367,0.835,0.0133,29.36,14,0.19,0,354,0,0.112,4.990,-1.447,-1.243,1363,1529,1478,1512,1800,33,9.5,0,60,23.30
14.866,ev1,0.24,7.73,5.27,-0.22,0.67,-2.42,84.6,0.360,0.814,0.0143,28.63,14,0.19,0,356,0,0.112,4.990,-1.447,-1.243,1433,1522,1480,1512,1800,33,11.9,0,60,23.51
14.967,ev1,0.22,7.80,4.95,-0.24,0.70,-3.21,84.6,0.352,0.787,0.0148,28.99,14,0.19,0,359,0,0.112,4.990,-1.447,-1.243,1450,1520,1480,1513,1800,33,11.0,0,60,23.65
15.067,ev1/lm1,1.81,8.38,4.70,-0.26,0.75,-3.52,83.6,0.342,0.726,0.0148,29.36,15,2.81,0,360,0,0.112,4.990,-5.608,-1.196,1450,1477,1484,1475,1800,33,9.7,0,60,23.65
15.168,ev1,1.78,8.46,4.55,-0.28,0.81,-3.51,83.6,-0.696,0.874,0.0406,6.76,15,2.81,0,363,0,0.112,4.990,-5.608,-1.196,1450,1475,1486,1476,1800,33,10.6,0,60,23.47
15.269,ev1,1.75,8.54,4.55,-0.31,0.87,-2.36,83.6,-0.701,0.839,0.0501,6.88,15,2.81,0,365,0,0.112,4.990,-5.608,-1.196,1428,1476,1482,1477,1800,33,10.2,0,60,23.42
15.369,ev1,1.72,8.63,4.61,-0.34,0.94,-1.51,83.6,-0.714,0.717,0.0592,7.25,15,2.81,0,368,0,0.112,4.990,-5.608,-1.196,1372,1470,1481,1478,1800,33,11.2,0,60,23.42
15.470,ev1,1.68,8.73,4.43,-0.36,1.00,-1.18,83.6,-0.719,0.621,0.0735,7.41,15,2.81,0,370,0,0.112,4.990,-5.608,-1.196,1355,1471,1476,1478,1800,33,13.2,0,60,22.86
15.570,ev1,1.64,8.83,4.19,-0.40,0.98,-1.06,84.6,-0.725,0.542,0.0764,7.58,15,2.81,0,373,0,0.112,4.990,-5.608,-1.196,1352,1473,1473,1483,1800,33,11.3,0,60,22.46
15.672,ev1,1.60,8.93,3.91,-0.44,0.95,-1.19,84.7,-0.727,0.475,0.0840,7.65,15,2.81,0,375,0,0.112,4.990,-5.608,-1.196,1367,1472,1477,1484,1800,33,10.3,0,60,22.46
15.772,ev1,1.55,9.02,3.37,-0.46,0.91,-3.87,84.7,-0.733,0.424,0.0941,7.86,15,2.81,0,378,0,0.112,4.990,-5.608,-1.196,1450,1480,1480,1485,1800,33,10.5,0,60,22.68
15.873,ev1,1.51,9.11,2.79,-0.48,0.92,-4.79,84.7,-0.744,0.342,0.1100,8.22,15,2.81,0,380,0,0.112,4.990,-5.608,-1.196,1450,1481,1513,1486,1800,33,12.1,0,60,23.04
15.973,ev1,1.46,9.20,1.95,-0.51,0.93,-5.94,83.7,-0.754,0.237,0.1141,8.62,15,2.81,0,383,0,0.112,4.990,-5.608,-1.196,1450,1484,1512,1484,1800,33,10.2,0,60,23.04
16.074,ev1,1.40,9.30,1.32,-0.54,0.95,-6.39,84.7,-0.761,-0.019,0.1185,8.92,15,2.81,0,385,0,0.112,4.990,-5.608,-1.196,1449,1488,1511,1489,1800,33,11.0,0,60,22.96
16.174,ev1,1.35,9.39,1.13,-0.57,0.93,-4.38,84.7,-0.765,-0.165,0.1038,9.13,15,2.81,0,388,0,0.112,4.990,-5.608,-1.196,1450,1497,1516,1491,1800,33,11.3,0,60,22.77
16.276,ev1,1.29,9.49,1.16,-0.60,0.93,-3.11,83.7,-0.772,-0.253,0.0877,9.47,15,2.81,0,390,0,0.112,4.990,-5.608,-1.196,1449,1501,1516,1489,1800,33,9.2,0,58,22.77
16.376,ev1,1.22,9.58,1.07,-0.64,0.95,-1.03,82.7,-0.794,-0.318,0.0765,10.69,15,2.81,0,393,0,0.112,4.990,-5.608,-1.196,1381,1505,1518,1487,1800,33,10.0,0,58,22.45
16.477,ev1,1.16,9.68,1.08,-0.69,0.97,0.29,82.7,-0.808,-0.333,0.0734,11.60,15,2.81,0,395,0,0.112,4.990,-5.608,-1.196,1287,1525,1534,1490,1800,33,11.0,0,58,22.19
16.577,ev1,1.08,9.78,0.46,-0.74,0.98,-2.47,82.7,-0.814,-0.315,0.0758,12.08,15,2.81,0,398,0,0.112,4.990,-5.608,-1.196,1450,1519,1520,1492,1800,33,10.2,0,58,22.19
16.678,ev1,1.01,9.88,-0.08,-0.79,1.00,-6.22,82.7,-0.815,-0.292,0.0796,12.21,15,2.81,0,400,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,11.4,0,58,22.57
16.778,ev1,0.93,9.98,-1.19,-0.81,1.03,-7.32,82.7,-0.821,-0.279,0.0816,12.67,15,2.81,0,403,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,11.2,0,58,22.91
16.879,ev1,0.84,10.09,-1.31,-0.82,1.06,-3.39,82.8,-0.826,-0.278,0.0831,13.10,15,2.81,0,405,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.3,0,58,22.91
16.979,ev1,0.76,10.19,-0.87,-0.82,1.09,-1.61,82.8,-0.830,-0.297,0.0786,13.56,15,2.81,0,408,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.6,0,58,23.13
17.079,ev1,0.68,10.30,-0.44,-0.83,1.12,2.20,82.8,-0.837,-0.336,0.0703,14.23,15,2.81,0,410,0,0.112,4.990,-5.608,-1.196,1127,1500,1500,1500,1800,33,10.8,0,58,23.39
17.180,ev1,0.59,10.41,0.06,-0.88,0.83,3.78,83.8,-0.839,-0.431,0.0493,14.50,15,2.81,0,413,0,0.112,4.990,-5.608,-1.196,1035,1721,1733,1500,1800,33,9.6,0,58,23.39
17.281,ev1,0.50,10.46,0.09,-0.88,0.37,1.48,83.8,-0.833,-0.400,0.0540,13.89,15,2.81,0,415,0,0.112,4.990,-5.608,-1.196,1197,1522,1573,1514,1800,33,9.8,0,58,23.03
17.382,ev1,0.41,10.50,-0.24,-0.87,0.39,-0.65,83.8,-0.844,-0.294,0.0716,15.16,15,2.81,0,418,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,12.2,0,58,23.27
17.484,ev1,0.33,10.54,-0.51,-0.87,0.42,-1.62,82.8,-0.849,-0.321,0.0668,15.78,15,2.81,0,420,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.0,0,58,23.50
17.584,ev1,0.24,10.58,-0.47,-0.88,0.46,-1.86,83.8,-0.851,-0.386,0.0469,16.00,15,2.81,0,423,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.7,0,58,23.50
17.686,ev1,0.15,10.63,-0.49,-0.87,0.48,-0.74,83.8,-0.841,-0.393,0.0500,14.77,15,2.81,0,425,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,11.3,0,58,23.27
17.786,ev1,0.06,10.68,-0.76,-0.87,0.51,-1.57,82.8,-0.846,-0.346,0.0509,15.36,15,2.81,0,428,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.2,0,58,23.48
17.887,ev1,-0.03,10.73,-0.86,-0.87,0.52,-1.88,83.8,-0.847,-0.372,0.0472,15.57,15,2.81,0,430,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,11.0,0,58,23.48
17.988,ev1,-0.11,10.78,-1.00,-0.83,0.46,-0.98,83.9,-0.841,-0.411,0.0496,14.77,15,2.81,0,433,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,11.5,0,58,23.22
18.088,ev1,-0.19,10.83,-1.08,-0.82,0.47,-1.36,82.9,-0.847,-0.364,0.0516,15.46,15,2.81,0,435,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.2,0,58,23.44
18.188,ev1,-0.28,10.88,-1.15,-0.83,0.50,-1.90,82.9,-0.840,-0.404,0.0501,14.68,15,2.81,0,438,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.7,0,58,23.44
18.289,ev1,-0.36,10.93,-1.21,-0.82,0.54,-2.15,83.9,-0.843,-0.369,0.0522,14.96,15,2.81,0,440,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,11.2,0,58,23.31
18.390,ev1,-0.44,10.98,-1.05,-0.78,0.55,0.36,83.9,-0.840,-0.382,0.0526,14.59,15,2.81,0,443,0,0.112,4.990,-5.608,-1.196,1250,1500,1500,1500,1800,33,10.7,0,50,23.55
18.490,ev1,-0.52,11.04,-0.51,-0.76,0.57,2.81,83.9,-0.837,-0.390,0.0547,14.23,15,2.81,0,445,0,0.112,4.990,-5.608,-1.196,1050,1500,1500,1500,1800,33,10.9,0,50,23.55
18.593,ev1,-0.59,11.09,-0.12,-0.69,0.46,3.15,83.9,-0.838,-0.381,0.0543,14.41,15,2.81,0,448,0,0.112,4.990,-5.608,-1.196,1007,1500,1500,1500,1800,33,10.0,0,50,23.72
18.693,ev1,-0.66,11.14,0.13,-0.67,0.41,3.07,83.9,-0.839,-0.386,0.0537,14.50,15,2.81,0,450,0,0.112,4.990,-5.608,-1.196,1040,1647,1750,1500,1800,33,10.6,0,50,23.84
18.794,ev1,-0.73,11.18,0.28,-0.67,0.40,2.60,83.9,-0.838,-0.386,0.0533,14.41,15,2.81,0,453,0,0.112,4.990,-5.608,-1.196,1090,1572,1644,1557,1800,33,11.2,0,50,23.84
18.895,ev1,-0.79,11.22,0.30,-0.67,0.43,2.23,83.9,-0.839,-0.386,0.0533,14.50,15,2.81,0,455,0,0.112,4.990,-5.608,-1.196,1135,1553,1604,1560,1800,33,12.0,0,50,23.94
18.995,ev1,-0.86,11.26,0.30,-0.67,0.43,1.92,83.9,-0.839,-0.386,0.0533,14.50,15,2.81,0,458,0,0.112,4.990,-5.608,-1.196,1165,1543,1585,1562,1800,33,10.6,0,50,24.03
19.096,ev1,-0.93,11.30,0.30,-0.67,0.42,1.65,83.9,-0.839,-0.386,0.0532,14.50,15,2.81,0,460,0,0.112,4.990,-5.608,-1.196,1185,1537,1573,1565,1800,33,10.7,0,50,24.03
19.196,ev1,-1.00,11.35,0.24,-0.67,0.42,1.35,84.0,-0.835,-0.386,0.0533,14.06,15,2.81,0,463,0,0.112,4.990,-5.608,-1.196,1209,1531,1563,1567,1800,33,12.1,0,50,24.08
19.296,ev1,-1.06,11.39,0.19,-0.67,0.42,1.09,84.0,-0.839,-0.386,0.0532,14.50,15,2.81,0,465,0,0.112,4.990,-5.608,-1.196,1229,1528,1556,1570,1800,33,10.8,0,50,24.15
19.397,ev1,-1.13,11.43,0.14,-0.67,0.42,0.87,84.0,-0.839,-0.386,0.0533,14.50,15,2.81,0,468,0,0.112,4.990,-5.608,-1.196,1246,1558,1500,1573,1800,33,10.5,0,45,24.15
19.499,ev1,-1.20,11.47,0.11,-0.67,0.42,0.70,84.0,-0.839,-0.386,0.0532,14.50,15,2.81,0,470,0,0.112,4.990,-5.608,-1.196,1260,1554,1499,1575,1800,33,12.0,0,45,24.16
19.599,ev1,-1.27,11.52,0.08,-0.67,0.42,0.56,84.0,-0.835,-0.386,0.0533,14.06,15,2.81,0,473,0,0.112,4.990,-5.608,-1.196,1272,1552,1498,1578,1800,33,10.6,0,45,24.20
19.700,ev1,-1.33,11.56,0.05,-0.67,0.42,0.45,84.0,-0.839,-0.386,0.0533,14.50,15,2.81,0,475,0,0.112,4.990,-5.608,-1.196,1281,1550,1498,1580,1800,33,10.7,0,45,24.20
19.801,ev1,-1.40,11.60,0.03,-0.67,0.42,0.36,84.0,-0.836,-0.386,0.0533,14.14,15,2.81,0,478,0,0.112,4.990,-5.608,-1.196,1288,1548,1497,1583,1800,33,12.3,0,45,24.23
19.902,ev1,-1.47,11.64,0.03,-0.67,0.42,0.31,84.0,-0.839,-0.386,0.0532,14.50,15,2.81,0,480,0,0.112,4.990,-5.608,-1.196,1292,1548,1501,1585,1800,33,10.7,0,45,24.23
