t,s,gate,x,y,z,vx,vy,vz,z_target,vz_ff,ax_des,ay_des,cos_tilt,wx,wy,a_z_cmd,thrust_cmd,roll,pitch,throttle,yaw,m_mean,m_min,m_max
0.182,0.00,0,0.215,-0.145,-0.226,0.000,0.000,0.000,-0.156,0.000,-0.82,1.17,1.000,-1.01,-3.42,0.00,0.00,1500,1500,1250,1500,
0.383,0.00,0,0.159,-0.215,-0.236,0.000,0.000,0.000,-0.095,0.000,-0.60,1.45,1.000,0.30,-0.49,0.00,0.00,1500,1500,1250,1500,
0.584,0.00,0,0.150,-0.242,-1.855,0.000,0.000,0.000,-1.644,0.000,-0.56,1.56,1.000,0.03,-0.40,0.00,0.00,1500,1500,1250,1500,
0.787,0.00,0,0.170,-0.241,-3.160,0.000,0.000,0.000,-2.877,0.000,-0.64,1.55,1.000,0.12,-0.31,0.00,0.00,1500,1500,1250,1500,
0.988,0.00,0,0.190,-0.225,-0.670,0.000,0.000,0.000,-0.320,0.000,-0.72,1.49,1.000,-0.12,-0.33,0.00,0.00,1500,1500,1250,1500,
1.189,0.00,0,0.215,-0.112,0.902,0.000,0.000,0.000,1.252,0.000,-0.82,1.04,1.000,-0.45,-0.44,0.00,0.00,1500,1500,1250,1500,
1.391,0.00,0,0.230,0.015,1.615,0.000,0.000,0.000,1.940,0.000,-0.88,0.53,1.000,0.63,-0.02,0.00,0.00,1500,1500,1250,1500,
1.592,0.00,0,0.237,0.175,2.041,0.000,0.000,0.000,2.295,0.000,-0.91,-0.11,1.000,-0.10,-0.03,0.00,0.00,1500,1500,1250,1500,
1.794,0.00,0,0.252,0.342,2.379,0.003,0.022,2.757,2.562,0.000,-0.98,-0.86,1.000,0.31,0.52,-9.37,0.44,1289,1337,1025,1500,
1.996,0.00,0,0.247,0.531,2.713,0.002,0.048,2.591,2.826,0.000,-0.95,-1.72,0.996,-23.37,29.29,-9.33,0.48,1299,1218,1041,1500,
2.198,0.00,0,0.144,0.687,3.085,-0.242,-0.227,1.980,3.127,0.000,0.43,-1.25,0.897,-7.87,26.67,-7.51,2.56,1560,1322,1047,1500,
2.399,0.00,0,0.086,0.633,3.204,-0.313,-0.290,0.095,3.204,0.000,0.95,-0.78,0.899,25.19,3.02,-0.35,10.53,1535,1469,1222,1519,
2.599,0.00,0,0.027,0.650,3.216,-0.268,-0.561,-0.422,3.209,0.000,1.01,0.23,0.982,1.90,-15.81,1.66,11.68,1532,1506,1261,1521,
2.801,0.00,0,-0.041,0.966,3.452,-0.172,-0.700,0.181,3.374,0.000,0.89,-0.47,0.996,-0.14,-9.13,-1.40,8.45,1538,1479,1201,1520,
3.002,0.00,0,0.056,1.127,3.062,-0.048,-0.708,-0.316,2.913,0.000,0.01,-1.09,0.997,-0.37,-0.82,-0.05,9.79,1500,1460,1228,1514,
3.205,0.00,0,0.102,1.225,2.668,0.008,-0.738,-0.895,2.548,0.000,-0.40,-1.36,0.998,-2.34,1.57,2.50,12.34,1489,1461,1278,1509,
3.406,0.00,0,0.240,1.280,2.493,0.017,-0.837,-0.632,2.443,0.000,-0.99,-1.18,0.997,-2.67,0.19,2.07,11.91,1471,1464,1270,1505,
3.619,0.00,0,0.306,1.305,2.335,-0.046,-0.937,-0.250,2.360,0.000,-1.00,-0.88,0.997,-2.78,-0.37,1.22,11.06,1468,1471,1253,1503,
3.821,0.00,0,0.408,1.378,2.232,-0.139,-0.971,-0.092,2.328,0.000,-1.04,-1.04,0.997,-1.78,-0.61,1.23,11.07,1467,1466,1254,1499,
4.022,0.00,0,0.417,1.479,2.104,-0.264,-0.981,-0.033,2.248,0.000,-0.57,-1.40,0.997,-0.23,1.05,1.44,11.28,1483,1455,1258,1499,
4.223,0.00,0,0.381,1.555,2.058,-0.380,-1.089,0.139,2.180,0.000,0.03,-1.27,0.996,0.68,1.22,0.56,10.41,1502,1456,1240,1500,
4.424,0.00,0,0.283,1.585,2.069,-0.415,-1.130,0.241,2.120,0.000,0.57,-1.23,0.997,1.62,0.45,-0.47,9.37,1523,1454,1220,1504,
4.625,0.00,0,0.192,1.617,2.137,-0.383,-1.186,0.196,2.118,0.000,0.80,-1.14,0.996,3.51,0.51,-0.92,8.92,1533,1455,1212,1507,
4.827,0.00,0,0.045,1.669,2.191,-0.324,-1.235,-0.040,2.101,0.000,1.16,-1.15,0.995,3.11,0.54,-0.62,9.24,1546,1458,1218,1509,
5.028,0.00,0,0.106,1.730,2.243,-0.189,-1.263,-0.202,2.121,0.000,0.37,-1.28,0.994,1.36,-0.45,-0.28,9.59,1516,1453,1224,1507,
5.229,0.00,0,0.161,1.781,2.289,-0.079,-1.298,-0.234,2.187,0.000,-0.29,-1.34,0.995,-3.39,1.50,0.02,9.88,1491,1451,1230,1505,
5.430,0.00,0,0.137,1.800,2.279,-0.073,-1.362,-0.240,2.173,0.000,-0.22,-1.16,0.996,-3.07,0.54,0.00,9.85,1494,1458,1229,1502,
5.632,0.00,0,0.207,1.818,2.285,-0.079,-1.405,-0.201,2.200,0.000,-0.47,-1.06,0.997,0.02,-0.91,0.02,9.86,1485,1461,1229,1500,
5.833,0.00,0,0.259,1.843,2.213,-0.107,-1.470,-0.282,2.161,0.000,-0.57,-0.90,0.997,-0.96,0.03,0.64,10.48,1482,1468,1241,1498,
6.034,0.00,0,0.278,1.865,2.208,-0.159,-1.509,-0.135,2.183,0.000,-0.44,-0.84,0.998,-0.10,-0.59,0.29,10.12,1486,1470,1234,1497,
6.235,0.00,0,0.264,1.884,2.162,-0.227,-1.522,-0.074,2.160,0.000,-0.11,-0.86,0.998,-0.52,-0.93,0.25,10.08,1498,1469,1233,1498,
6.436,0.00,0,0.316,1.902,2.068,-0.224,-1.532,-0.176,2.073,0.000,-0.33,-0.89,0.999,0.72,-0.58,0.73,10.55,1490,1469,1243,1499,
6.637,0.00,0,0.277,1.923,2.071,-0.231,-1.551,-0.069,2.056,0.000,-0.14,-0.90,0.999,-1.13,-0.61,0.11,9.94,1496,1468,1231,1501,
6.838,0.00,0,0.223,1.965,2.087,-0.264,-1.588,0.024,2.057,0.000,0.20,-0.92,0.999,-0.05,0.42,-0.39,9.44,1509,1466,1221,1499,
7.040,0.00,0,0.188,2.012,2.096,-0.252,-1.604,-0.088,2.032,0.000,0.30,-1.04,0.998,-0.10,0.84,-0.25,9.57,1513,1462,1224,1501,
7.241,0.00,0,0.097,2.070,2.140,-0.236,-1.633,-0.129,2.063,0.000,0.60,-1.16,0.998,4.19,0.65,-0.22,9.61,1524,1458,1225,1504,
7.442,0.00,0,0.069,2.126,2.172,-0.189,-1.663,-0.133,2.124,0.000,0.52,-1.26,0.997,0.09,1.34,0.05,9.89,1521,1456,1230,1506,
7.643,0.00,0,0.101,2.185,2.167,-0.102,-1.713,-0.175,2.131,0.000,0.04,-1.30,0.996,-0.96,0.30,0.33,10.17,1504,1455,1236,1505,
7.845,0.00,0,0.190,2.228,2.162,-0.029,-1.777,-0.126,2.135,0.000,-0.61,-1.21,0.997,-2.36,-0.03,0.21,10.05,1481,1456,1233,1501,
8.045,0.00,0,0.260,2.280,2.109,-0.003,-1.805,-0.147,2.107,0.000,-0.99,-1.31,0.997,-2.48,-0.37,0.52,10.36,1468,1453,1240,1499,
8.246,0.00,0,0.309,2.327,2.033,-0.080,-1.869,-0.206,2.068,0.000,-0.88,-1.24,0.997,-0.30,0.33,1.08,10.93,1473,1458,1251,1497,
8.447,0.00,0,0.293,2.378,2.008,-0.189,-1.948,-0.051,2.048,0.000,-0.38,-1.13,0.997,0.40,0.61,0.52,10.37,1489,1460,1239,1497,
8.649,0.00,0,0.245,2.405,1.999,-0.262,-1.974,0.096,2.013,0.000,0.11,-1.14,0.997,1.22,0.59,-0.30,9.53,1506,1458,1223,1499,
8.850,0.00,0,0.170,2.433,1.997,-0.275,-2.019,0.010,1.966,0.000,0.46,-1.07,0.997,1.61,0.07,-0.36,9.47,1520,1461,1222,1503,
9.051,0.00,0,0.107,2.467,1.980,-0.266,-2.048,-0.184,1.888,0.000,0.68,-1.09,0.997,2.46,-0.03,-0.14,9.70,1527,1461,1226,1505,
9.252,0.00,0,0.081,2.489,1.943,-0.222,-2.081,-0.283,1.879,0.000,0.60,-1.04,0.996,1.69,0.84,0.49,10.34,1523,1465,1239,1506,
9.453,0.00,0,0.012,2.517,1.954,-0.169,-2.119,-0.199,1.902,0.000,0.67,-1.01,0.997,0.63,-1.12,0.26,10.11,1526,1466,1234,1506,
9.653,0.00,0,0.049,2.533,1.944,-0.083,-2.175,-0.112,1.890,0.000,0.18,-0.84,0.997,-0.86,-0.19,-0.11,9.73,1509,1469,1226,1504,
9.856,0.00,0,0.108,2.449,1.912,-0.024,-2.208,-0.171,1.867,0.000,-0.29,-0.37,0.998,-1.78,0.05,0.20,10.03,1490,1486,1232,1502,
10.057,0.00,0,0.527,2.569,1.925,0.057,-2.238,-0.181,1.925,0.000,-2.30,-0.73,0.999,-2.37,-1.55,0.64,10.46,1424,1470,1246,1484,
10.258,0.00,0,0.503,2.627,1.951,-0.053,-2.209,-0.043,1.951,0.000,-1.76,-1.08,0.996,-5.69,4.10,0.09,9.94,1440,1457,1234,1485,
10.459,0.00,0,0.528,2.814,1.996,-0.250,-2.244,0.090,1.996,0.000,-1.07,-1.69,0.992,0.31,1.97,-0.44,9.44,1463,1434,1223,1488,
10.660,0.00,0,0.498,2.942,1.990,-0.395,-2.327,-0.024,1.990,0.000,-0.37,-1.87,0.992,2.72,3.68,0.02,9.91,1489,1432,1232,1493,
10.861,0.00,0,0.033,3.044,1.903,-0.575,-2.447,-0.219,1.903,0.000,2.20,-1.80,0.993,2.09,0.07,0.80,10.69,1575,1444,1251,1514,
11.062,0.00,0,-0.259,3.031,1.884,-0.603,-2.558,-0.089,1.884,0.000,3.49,-1.30,0.991,11.97,0.31,0.28,10.18,1621,1461,1246,1528,
11.263,0.00,0,-0.240,2.917,1.941,-0.321,-2.650,0.170,1.941,0.000,2.28,-0.48,0.982,9.41,-1.13,-0.76,9.22,1589,1486,1218,1523,
11.465,0.00,0,-0.185,2.862,1.921,0.005,-2.661,-0.003,1.921,0.000,0.76,-0.22,0.986,-2.11,-1.33,-0.07,9.88,1528,1494,1227,1516,
11.665,0.00,0,-0.064,2.809,1.870,0.232,-2.615,-0.218,1.870,0.000,-0.63,-0.19,0.995,-6.21,-2.32,0.79,10.65,1479,1492,1244,1507,
11.866,0.00,0,0.342,2.758,1.917,0.385,-2.541,-0.011,1.917,0.000,-2.87,-0.28,0.999,-6.30,0.94,-0.03,9.78,1399,1481,1235,1489,
12.067,0.00,0,0.674,2.807,1.983,0.320,-2.472,0.149,1.983,0.000,-3.94,-0.75,0.989,-13.60,1.15,-0.68,9.24,1357,1461,1231,1474,
12.269,0.00,0,0.621,2.880,2.014,-0.111,-2.459,0.154,2.014,0.000,-2.00,-1.09,0.977,-3.98,3.25,-0.70,9.33,1425,1454,1219,1483,
12.469,0.00,0,0.696,2.994,1.938,-0.413,-2.489,-0.142,1.938,0.000,-1.09,-1.43,0.983,4.71,2.30,0.49,10.48,1464,1450,1240,1483,
12.670,0.00,0,0.531,3.018,1.866,-0.674,-2.608,-0.243,1.866,0.000,0.61,-1.05,0.993,7.94,-1.12,0.89,10.78,1521,1465,1247,1494,
12.871,0.00,0,0.279,2.964,1.913,-0.762,-2.695,0.017,1.913,0.000,1.97,-0.49,0.997,5.65,-2.16,-0.15,9.69,1572,1484,1229,1506,
13.072,0.00,0,-0.381,2.932,1.872,-0.781,-2.694,-0.014,1.872,0.000,4.69,-0.36,0.989,8.78,-1.73,-0.02,9.89,1660,1491,1248,1536,
13.273,0.00,0,-0.395,2.892,1.851,-0.330,-2.712,0.032,1.851,0.000,2.94,-0.13,0.973,-0.31,-3.04,-0.21,9.87,1606,1501,1232,1529,
13.473,0.00,0,-0.321,2.905,1.864,0.097,-2.665,0.044,1.864,0.000,0.94,-0.37,0.979,-1.78,0.23,-0.26,9.76,1536,1489,1224,1523,
13.675,0.00,0,-0.069,2.842,1.914,0.372,-2.624,0.015,1.914,0.000,-1.17,-0.28,0.995,-6.42,1.62,-0.14,9.71,1458,1486,1226,1507,
13.877,0.00,0,0.280,2.869,1.942,0.442,-2.580,-0.054,1.942,0.000,-2.85,-0.57,0.999,-7.75,0.73,0.14,9.95,1403,1470,1238,1488,
14.078,0.00,0,0.653,2.890,1.999,0.296,-2.553,0.053,1.999,0.000,-3.76,-0.76,0.988,-10.00,2.53,-0.29,9.63,1368,1462,1236,1475,
14.279,0.00,0,0.720,2.987,2.040,-0.106,-2.581,0.140,2.040,0.000,-2.42,-1.04,0.977,-8.20,0.63,-0.64,9.38,1411,1455,1222,1475,
14.479,0.00,0,0.639,3.059,2.037,-0.446,-2.611,0.012,2.037,0.000,-0.74,-1.21,0.984,5.99,2.39,-0.13,9.84,1474,1455,1227,1486,
14.680,0.00,0,0.400,3.073,1.998,-0.685,-2.699,-0.121,1.998,0.000,1.18,-0.91,0.993,6.16,1.76,0.40,10.28,1542,1469,1238,1501,
14.881,0.00,0,0.179,3.109,1.975,-0.738,-2.773,-0.109,1.975,0.000,2.28,-0.76,0.997,9.37,-1.80,0.36,10.20,1579,1475,1240,1511,
15.082,0.00,0,-0.018,3.117,1.979,-0.603,-2.817,0.012,1.979,0.000,2.52,-0.61,0.992,8.46,0.75,-0.13,9.76,1592,1481,1232,1517,
15.283,0.00,0,-0.281,3.065,1.992,-0.363,-2.823,0.079,1.992,0.000,2.61,-0.38,0.987,3.33,-0.09,-0.40,9.54,1598,1491,1227,1526,
15.483,0.00,0,-0.266,3.051,1.912,-0.070,-2.819,-0.126,1.912,0.000,1.39,-0.34,0.986,3.86,-2.83,0.42,10.38,1549,1492,1238,1521,
15.685,0.00,0,-0.046,3.038,1.866,0.217,-2.809,-0.177,1.866,0.000,-0.65,-0.33,0.993,-4.38,0.19,0.63,10.51,1479,1487,1240,1508,
15.886,0.00,0,0.241,3.056,1.884,0.364,-2.798,-0.054,1.884,0.000,-2.38,-0.44,0.999,-9.70,0.14,0.13,9.95,1418,1477,1236,1494,
16.087,0.00,0,0.351,3.130,1.895,0.204,-2.783,0.008,1.895,0.000,-2.18,-0.80,0.994,-9.56,0.31,-0.11,9.76,1424,1465,1231,1489,
16.289,0.00,0,0.472,3.217,1.917,-0.040,-2.782,0.041,1.917,0.000,-1.69,-1.15,0.991,-0.21,1.33,-0.24,9.66,1441,1454,1227,1487,
16.490,0.00,0,0.481,3.315,1.912,-0.288,-2.826,-0.051,1.912,0.000,-0.73,-1.37,0.990,-0.65,2.58,0.12,10.03,1476,1450,1232,1490,
16.691,0.00,0,0.432,3.382,1.896,-0.454,-2.884,-0.130,1.896,0.000,0.13,-1.40,0.994,2.30,0.63,0.44,10.31,1507,1452,1238,1492,
16.892,0.00,0,0.285,3.372,1.912,-0.564,-3.000,-0.017,1.912,0.000,1.15,-0.90,0.995,4.31,1.19,-0.01,9.85,1543,1469,1230,1503,
17.093,0.00,0,0.140,3.292,1.909,-0.527,-3.073,-0.011,1.909,0.000,1.59,-0.29,0.996,5.45,-2.90,-0.04,9.82,1558,1492,1229,1510,
17.294,0.00,0,0.072,3.240,1.879,-0.387,-3.062,-0.104,1.879,0.000,1.30,-0.12,0.995,4.03,-2.84,0.34,10.20,1546,1498,1236,1510,
17.496,0.00,0,0.038,3.222,1.869,-0.223,-3.023,-0.080,1.869,0.000,0.78,-0.21,0.996,-0.10,-0.51,0.24,10.09,1528,1494,1233,1512,
17.697,0.00,0,0.164,3.241,1.777,-0.061,-2.978,-0.184,1.777,0.000,-0.37,-0.46,0.998,-3.05,-0.77,0.65,10.49,1488,1483,1241,1502,
