t,s,gate,x,y,z,vx,vy,vz,z_target,vz_ff,ax_des,ay_des,cos_tilt,wx,wy,a_z_cmd,thrust_cmd,roll,pitch,throttle,yaw,m_mean,m_min,m_max
0.182,0.00,0,0.556,-0.124,-0.269,0.000,0.000,0.000,-0.198,0.000,-2.19,1.09,1.000,-2.64,-3.26,0.00,0.00,1500,1500,1250,1500,
0.384,0.00,0,0.476,-0.196,-0.469,0.000,0.000,0.000,-0.327,0.000,-1.87,1.37,1.000,0.23,-0.73,0.00,0.00,1500,1500,1250,1500,
0.585,0.00,0,0.449,-0.217,-0.488,0.000,0.000,0.000,-0.277,0.000,-1.76,1.46,1.000,-0.58,0.31,0.00,0.00,1500,1500,1250,1500,
0.786,0.00,0,0.452,-0.185,-0.080,0.001,0.027,0.165,0.202,0.000,-1.78,1.22,1.000,-0.26,-0.47,0.00,0.00,1500,1500,1250,1500,
0.986,0.00,0,0.454,-0.116,0.656,-0.004,0.096,2.183,1.006,0.000,-1.76,0.67,0.999,-4.22,-3.09,-5.56,4.26,1359,1549,1111,1497,
1.187,0.00,0,0.489,0.201,1.024,-0.128,0.217,1.166,1.374,0.000,-1.41,-1.08,0.982,-11.24,-2.48,-1.45,8.51,1441,1453,1203,1496,
1.388,0.00,0,0.392,0.547,1.082,-0.295,0.267,0.059,1.432,0.000,-0.35,-2.66,0.992,8.15,7.10,3.01,12.93,1490,1427,1292,1503,
1.589,0.00,0,0.299,0.637,1.266,-0.450,0.115,0.527,1.616,0.000,0.64,-2.42,0.993,5.52,4.31,1.17,11.06,1521,1422,1256,1506,
1.790,0.00,0,0.063,0.567,1.286,-0.502,-0.091,0.751,1.636,0.000,1.79,-1.32,0.991,4.85,1.59,0.31,10.21,1563,1454,1239,1513,
1.991,0.00,0,-0.096,0.547,1.207,-0.339,-0.227,0.564,1.557,0.000,1.78,-0.69,0.991,3.44,-3.46,1.10,11.00,1558,1478,1252,1517,
2.191,0.00,0,-0.242,0.574,1.189,-0.136,-0.275,0.519,1.539,0.000,1.55,-0.60,0.993,1.03,-2.23,1.31,11.20,1550,1482,1256,1518,
2.393,0.00,0,-0.227,0.582,1.262,0.117,-0.238,0.662,1.591,0.000,0.48,-0.79,0.995,-0.87,-0.52,0.59,10.45,1518,1474,1240,1514,
2.594,0.00,0,-0.120,0.575,1.327,0.276,-0.242,0.737,1.617,0.000,-0.58,-0.74,0.997,-4.45,0.51,-0.03,9.80,1480,1472,1228,1511,
2.795,0.00,0,-0.072,0.518,1.365,0.242,-0.270,0.521,1.590,0.000,-0.64,-0.40,0.999,-5.10,-0.82,0.27,10.09,1478,1485,1233,1506,
2.996,0.00,0,0.050,0.436,1.510,0.183,-0.258,0.483,1.681,0.000,-0.89,-0.12,0.999,-1.47,-1.26,-0.04,9.78,1468,1494,1228,1502,
3.197,0.00,0,0.088,0.404,1.666,0.070,-0.241,0.494,1.789,0.000,-0.59,-0.06,0.999,-0.54,-1.48,-0.51,9.31,1477,1496,1218,1501,
3.398,0.00,0,0.085,0.406,1.707,-0.011,-0.145,0.231,1.786,0.000,-0.25,-0.45,0.999,1.12,0.59,0.15,9.97,1492,1483,1231,1501,
3.598,0.00,0,0.062,0.410,1.819,-0.072,-0.068,0.173,1.879,0.000,0.08,-0.78,0.999,1.48,1.62,0.22,10.04,1504,1473,1233,1502,
