t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat
2.493,ev0/lm0,0.25,1.09,-0.30,-0.23,0.32,-3.20,91.8,0.042,-0.150,0.1598,5.66,12,0.13,0,51,-1,0.000,0.000,-1.816,3.120,1250,1500,1500,1500,1800,33,10.7,0,60,22.90
2.593,ev0/lm0,0.31,1.23,0.26,-0.14,0.29,2.23,91.8,0.048,-0.140,0.1660,5.70,14,0.11,0,51,-1,0.000,0.000,-1.972,4.206,1126,1504,1623,1512,1800,33,10.9,0,60,22.90
2.694,ev0,0.33,1.30,0.84,-0.12,0.27,2.71,91.8,0.048,-0.101,0.1720,5.67,15,0.09,0,53,-1,0.000,0.000,-2.045,4.628,1073,1503,1688,1500,1800,33,11.9,0,60,22.97
2.794,ev0,0.32,1.33,1.19,-0.12,0.28,2.26,91.8,0.038,-0.233,0.1794,5.62,15,0.09,0,55,-1,0.000,0.000,-2.045,4.628,1125,1503,1624,1512,1800,33,10.3,0,60,23.32
2.895,ev0,0.31,1.36,1.38,-0.12,0.33,1.56,91.8,0.033,-0.525,0.1583,5.34,15,0.09,0,58,-1,0.000,0.000,-2.045,4.628,1189,1504,1579,1512,1800,33,11.0,0,60,23.32
2.995,ev0,0.30,1.40,1.42,-0.13,0.42,0.81,90.8,0.024,-0.521,0.1626,5.28,15,0.09,0,60,-1,0.000,0.000,-2.045,4.628,1247,1503,1557,1509,1800,33,12.1,0,60,23.44
3.096,ev0,0.28,1.44,1.44,-0.14,0.52,0.36,90.8,0.017,-0.481,0.1722,5.22,15,0.09,0,63,-1,0.000,0.000,-2.045,4.628,1280,1507,1502,1510,1800,33,10.3,0,60,23.37
3.196,ev0,0.27,1.50,1.48,-0.14,0.60,0.24,90.8,0.016,-0.433,0.1863,5.15,15,0.09,0,65,-1,0.000,0.000,-2.045,4.628,1290,1505,1493,1510,1800,33,10.7,0,60,23.37
3.296,ev0,0.26,1.57,1.56,-0.12,0.65,0.45,90.8,0.015,-0.318,0.2066,5.12,15,0.09,0,68,-1,0.000,0.000,-2.045,4.628,1275,1510,1494,1511,1800,33,12.1,0,60,23.20
3.397,ev0,0.24,1.63,1.61,-0.11,0.68,0.63,90.8,0.017,-0.267,0.2268,5.00,15,0.09,0,70,-1,0.000,0.000,-2.045,4.628,1261,1508,1491,1512,1800,33,10.3,0,60,23.11
3.497,ev0,0.23,1.70,1.63,-0.10,0.69,0.72,90.8,0.016,-0.246,0.2397,4.85,15,0.09,0,73,-1,0.000,0.000,-2.045,4.628,1255,1506,1490,1512,1800,33,12.2,0,60,23.11
3.598,ev0,0.22,1.77,1.63,-0.09,0.68,0.73,89.8,0.009,-0.228,0.2530,4.72,15,0.09,0,75,-1,0.000,0.000,-2.045,4.628,1255,1512,1496,1509,1800,33,12.2,0,60,23.11
3.698,ev0,0.22,1.84,1.62,-0.07,0.67,0.66,89.9,-0.005,-0.207,0.2681,4.57,15,0.09,0,78,-1,0.000,0.000,-2.045,4.628,1261,1508,1498,1509,1800,33,9.9,0,60,23.11
3.798,ev0,0.21,1.90,1.60,-0.06,0.64,0.57,89.9,-0.016,-0.201,0.2800,4.43,15,0.09,0,80,-1,0.000,0.000,-2.045,4.628,1268,1506,1501,1510,1800,33,10.9,0,60,23.11
3.899,ev0,0.20,1.97,1.54,-0.06,0.61,0.45,88.9,-0.027,-0.204,0.2827,4.32,15,0.09,0,83,-1,0.000,0.000,-2.045,4.628,1278,1506,1504,1507,1800,33,12.2,0,60,23.08
4.000,ev0,0.20,2.03,1.49,-0.06,0.60,0.40,88.9,-0.037,-0.199,0.2926,4.19,15,0.09,0,85,-1,0.000,0.000,-2.045,4.628,1282,1506,1506,1507,1800,33,10.7,0,60,23.04
4.100,ev0,0.19,2.09,1.46,-0.06,0.58,0.40,88.9,-0.045,-0.189,0.3103,4.05,15,0.09,0,88,-1,0.000,0.000,-2.045,4.628,1283,1510,1513,1507,1800,33,10.6,0,60,23.04
4.200,ev0,0.19,2.14,1.47,-0.05,0.55,0.49,88.9,-0.055,-0.179,0.3287,3.91,15,0.09,0,90,-1,0.000,0.000,-2.045,4.628,1276,1509,1516,1508,1800,33,12.2,0,60,22.99
4.301,ev0,0.18,2.20,1.52,-0.04,0.54,0.62,88.9,-0.028,-0.225,0.3562,3.43,15,0.09,0,93,-1,0.000,0.000,-2.045,4.628,1266,1508,1517,1508,1800,33,12.0,0,60,22.96
4.401,ev0,0.18,2.25,1.59,-0.03,0.55,0.74,87.9,-0.047,-0.182,0.3785,3.33,15,0.09,0,95,-1,0.000,0.000,-2.045,4.628,1257,1507,1518,1505,1800,33,9.5,0,60,22.96
4.502,ev0,0.32,2.48,1.67,0.01,0.56,0.80,87.9,-0.062,-0.117,0.4091,3.26,16,0.37,0,97,-1,0.000,0.000,-2.303,6.324,1253,1485,1520,1500,1800,33,11.9,0,60,22.98
4.602,ev0,0.32,2.54,1.73,0.00,0.56,0.80,87.9,-0.084,-0.086,0.4601,3.12,16,0.37,0,99,-1,0.000,0.000,-2.303,6.324,1253,1487,1524,1500,1800,33,10.4,0,60,23.01
4.703,ev0,0.32,2.59,1.80,-0.01,0.57,0.80,87.9,-0.094,-0.017,0.5154,3.05,16,0.37,0,102,-1,0.000,0.000,-2.303,6.324,1254,1490,1523,1500,1800,33,9.3,0,60,23.01
4.803,ev0,0.32,2.65,1.87,-0.04,0.59,0.81,87.9,-0.108,0.083,0.5542,2.96,16,0.37,0,104,-1,0.000,0.000,-2.303,6.324,1253,1495,1520,1500,1800,33,12.2,0,60,23.03
4.903,ev0/lm0,0.54,2.89,1.95,-0.00,0.62,0.81,88.0,-0.114,0.214,0.5624,2.92,17,0.48,0,106,-1,0.000,0.000,-2.714,7.980,1254,1463,1520,1491,1800,33,10.9,0,60,23.03
5.004,ev0,0.54,2.96,2.04,-0.02,0.65,0.82,88.0,-0.124,0.310,0.5649,2.87,17,0.48,0,108,-1,0.000,0.000,-2.714,7.980,1252,1469,1520,1491,1800,33,10.4,0,60,23.03
5.104,ev0/lm0,0.75,3.46,2.18,0.01,0.67,0.91,88.0,-0.135,0.407,0.3828,2.77,20,0.20,0,108,-1,0.000,0.000,-3.143,12.142,1245,1442,1498,1479,1800,33,12.0,0,60,23.04
5.205,ev0/lm0,0.89,3.82,2.30,-0.03,0.69,0.93,89.0,-0.175,0.578,0.3674,2.49,22,0.28,0,108,-1,0.000,0.000,-3.438,14.846,1239,1440,1497,1473,1800,33,10.3,0,60,23.06
5.306,ev0/lm0,0.79,4.20,2.41,-0.13,0.68,0.92,90.0,-0.161,0.742,0.3692,2.37,25,0.19,0,108,-1,0.000,0.000,-3.325,17.900,1233,1472,1534,1481,1800,33,9.9,0,60,23.06
5.407,ev0/lm0,0.73,4.43,2.55,-0.23,0.67,0.93,90.0,-0.122,0.878,0.3484,2.33,27,0.13,0,108,-1,0.000,0.000,-3.297,19.521,1225,1507,1544,1483,1800,33,12.3,0,60,23.09
5.507,ev0/lm0,0.61,4.66,2.66,-0.32,0.69,0.87,91.0,-0.087,0.972,0.3785,2.27,30,0.10,0,108,-1,0.000,0.000,-3.159,21.217,1225,1532,1541,1494,1800,33,10.2,0,58,23.14
5.608,ev0/lm0,0.62,4.81,2.77,-0.36,0.71,0.79,91.0,-0.047,1.161,0.3725,2.20,32,0.07,0,108,-1,0.000,0.000,-3.228,21.970,1226,1558,1527,1493,1800,33,9.4,0,58,23.14
5.708,ev0/lm0,0.55,4.98,2.91,-0.36,0.74,0.74,91.0,-0.021,1.374,0.3924,2.08,35,0.06,0,108,-1,0.000,0.000,-3.185,22.922,1224,1559,1527,1498,1800,33,12.1,0,58,23.20
5.809,ev0/lm0,0.53,5.12,3.02,-0.33,0.76,0.66,91.0,0.011,1.544,0.4160,1.93,37,0.06,0,108,-1,0.000,0.000,-3.209,23.543,1224,1560,1524,1500,1800,33,10.0,0,58,23.21
5.909,ev0/lm0,0.52,5.29,3.13,-0.27,0.78,0.59,91.0,0.036,1.664,0.4474,1.81,40,0.05,0,108,-1,0.000,0.000,-3.243,24.417,1222,1562,1520,1501,1800,33,10.0,0,58,23.21
6.009,ev0/lm0,0.51,5.40,3.21,-0.19,0.79,0.48,91.0,0.036,1.667,0.3956,1.81,42,0.03,0,108,-1,0.000,0.000,-3.278,24.718,1225,1536,1554,1505,1800,33,12.1,0,58,23.25
6.110,ev0/lm0,0.53,5.50,3.25,-0.10,0.81,0.32,91.1,0.036,1.658,0.3473,1.81,45,0.01,0,108,-1,0.000,0.000,-3.324,24.888,1222,1486,1440,1507,1800,33,9.9,0,58,23.25
6.210,ev0/lm0,0.52,5.57,3.29,-0.03,0.85,0.19,91.1,0.036,1.631,0.3067,1.81,47,0.01,0,108,-1,0.000,0.000,-3.327,24.824,1226,1482,1439,1507,1800,33,9.5,0,58,23.25
6.311,ev0/lm0,0.52,5.63,3.38,0.02,0.90,0.19,91.1,0.036,1.711,0.2530,1.81,50,0.02,0,108,-1,0.000,0.000,-3.315,24.482,1220,1481,1437,1507,1800,33,12.1,0,58,23.27
6.411,ev0,0.52,5.72,3.45,0.01,0.85,0.17,90.1,0.036,2.561,0.0906,1.81,50,0.02,0,110,-1,0.000,0.000,-3.315,24.482,1215,1476,1438,1503,1800,33,9.5,0,58,23.27
6.512,ev0,0.49,5.77,3.52,-0.01,0.77,0.12,90.1,0.173,0.622,0.0545,10.22,51,0.06,0,112,-1,0.000,0.000,-3.273,24.262,1223,1486,1439,1503,1800,33,8.8,0,60,23.27
6.612,ev0,0.49,5.85,3.57,-0.03,0.69,0.00,90.1,0.170,0.683,0.0570,10.04,51,0.06,0,114,-1,0.000,0.000,-3.273,24.262,1238,1490,1441,1503,1800,33,12.1,0,60,23.30
6.712,ev0,0.49,5.91,3.59,-0.05,0.59,-0.08,90.1,0.173,0.735,0.0603,9.87,51,0.06,0,117,-1,0.000,0.000,-3.273,24.262,1250,1494,1444,1503,1800,33,9.8,0,60,23.27
6.813,ev0,0.48,5.96,3.61,-0.07,0.48,-0.09,90.1,0.179,0.747,0.0599,9.79,51,0.06,0,119,-1,0.000,0.000,-3.273,24.262,1255,1503,1496,1503,1800,33,9.9,0,60,23.27
6.913,ev0,0.47,6.00,3.69,-0.10,0.38,0.05,90.1,0.179,0.744,0.0613,9.54,51,0.06,0,122,-1,0.000,0.000,-3.273,24.262,1250,1508,1502,1503,1800,33,12.9,0,60,23.21
7.014,ev0,0.46,6.04,3.76,-0.09,0.32,0.20,90.1,0.184,0.656,0.0618,9.62,51,0.06,0,124,-1,0.000,0.000,-3.273,24.262,1244,1508,1503,1503,1800,33,11.2,0,60,23.16
7.114,ev0,0.46,6.07,3.81,-0.08,0.28,0.30,90.1,0.192,0.593,0.0615,9.70,51,0.06,0,127,-1,0.000,0.000,-3.273,24.262,1243,1510,1502,1503,1800,33,10.6,0,60,23.16
7.215,ev0,0.45,6.10,3.77,-0.09,0.26,0.24,90.1,0.192,0.565,0.0623,9.54,51,0.06,0,129,-1,0.000,0.000,-3.273,24.262,1254,1511,1499,1503,1800,33,12.2,0,60,23.14
7.315,ev0,0.44,6.12,3.74,-0.08,0.25,0.18,90.2,0.192,0.560,0.0633,9.35,51,0.06,0,132,-1,0.000,0.000,-3.273,24.262,1266,1512,1496,1503,1800,33,11.5,0,60,23.11
7.416,ev0,0.43,6.14,3.72,-0.07,0.23,0.16,90.2,0.195,0.567,0.0642,9.35,51,0.06,0,134,-1,0.000,0.000,-3.273,24.262,1274,1512,1494,1503,1800,33,9.7,0,60,23.11
7.516,ev0,0.42,6.17,3.66,-0.06,0.21,0.11,90.2,0.197,0.582,0.0655,9.28,51,0.06,0,137,-1,0.000,0.000,-3.273,24.262,1284,1511,1493,1504,1800,33,12.1,0,60,23.06
7.617,ev0,0.42,6.19,3.65,-0.04,0.20,0.19,90.2,0.199,0.603,0.0668,9.17,51,0.06,0,139,-1,0.000,0.000,-3.273,24.262,1284,1510,1491,1504,1800,33,10.8,0,60,22.99
7.717,ev0,0.42,6.21,3.66,-0.02,0.18,0.31,90.2,0.201,0.626,0.0680,9.10,51,0.06,0,142,-1,0.000,0.000,-3.273,24.262,1281,1511,1532,1504,1800,33,9.6,0,60,22.99
7.818,ev0,0.41,6.22,3.76,-0.00,0.16,0.55,89.2,0.198,0.661,0.0695,8.95,51,0.06,0,144,-1,0.000,0.000,-3.273,24.262,1259,1509,1534,1500,1800,33,11.8,0,60,22.95
7.918,ev0,0.41,6.24,3.85,-0.00,0.16,0.69,89.2,0.195,0.631,0.0693,8.92,51,0.06,0,147,-1,0.000,0.000,-3.273,24.262,1241,1510,1534,1500,1800,33,12.0,0,60,22.92
8.019,ev0,0.41,6.26,3.91,0.01,0.20,0.74,89.2,0.195,0.596,0.0691,8.95,51,0.06,0,149,-1,0.000,0.000,-3.273,24.262,1231,1509,1526,1500,1800,33,9.9,0,60,22.92
8.119,ev0,0.42,6.28,3.96,0.03,0.26,0.74,89.2,0.197,0.599,0.0697,8.99,51,0.06,0,152,-1,0.000,0.000,-3.273,24.262,1225,1506,1513,1500,1800,33,11.9,0,60,22.97
8.220,ev0,0.42,6.31,4.01,0.06,0.30,0.64,89.2,0.197,0.632,0.0711,8.99,51,0.06,0,154,-1,0.000,0.000,-3.273,24.262,1226,1501,1501,1500,1800,33,11.6,0,60,23.04
8.320,ev0,0.43,6.34,4.04,0.08,0.33,0.50,89.2,0.199,0.697,0.0740,8.89,51,0.06,0,157,-1,0.000,0.000,-3.273,24.262,1232,1496,1490,1500,1800,33,9.6,0,60,23.04
8.420,ev0,0.44,6.38,4.13,0.09,0.35,0.43,89.2,0.198,0.749,0.0704,8.69,51,0.06,0,159,-1,0.000,0.000,-3.273,24.262,1233,1493,1480,1500,1800,33,12.3,0,60,23.09
8.521,ev0,0.45,6.41,4.22,0.08,0.35,0.38,89.3,0.199,0.818,0.0639,8.69,51,0.06,0,162,-1,0.000,0.000,-3.273,24.262,1232,1493,1471,1500,1800,33,10.5,0,60,23.11
8.621,ev0,0.45,6.45,4.28,0.07,0.34,0.33,89.3,0.200,0.897,0.0361,8.59,51,0.06,0,164,-1,0.000,0.000,-3.273,24.262,1230,1496,1518,1500,1800,33,9.7,0,60,23.11
8.722,ev0,0.46,6.48,4.40,0.05,0.32,0.37,89.3,0.201,0.971,0.0338,8.43,51,0.06,0,167,-1,0.000,0.000,-3.273,24.262,1221,1497,1515,1500,1800,33,11.7,0,60,23.13
8.822,ev0,0.46,6.51,4.50,0.03,0.31,0.33,89.3,0.202,0.919,0.0361,8.46,51,0.06,0,169,-1,0.000,0.000,-3.273,24.262,1217,1499,1510,1500,1800,33,10.4,0,60,23.16
8.923,ev0,0.47,6.54,4.58,0.01,0.33,0.26,89.3,0.202,0.897,0.0375,8.40,51,0.06,0,172,-1,0.000,0.000,-3.273,24.262,1217,1502,1500,1500,1800,33,9.5,0,60,23.16
9.025,ev0,0.47,6.58,4.63,-0.01,0.35,0.14,89.3,0.205,0.908,0.0376,8.34,51,0.06,0,174,-1,0.000,0.000,-3.273,24.262,1221,1505,1489,1500,1800,33,10.6,0,60,23.20
9.125,ev0,0.46,6.61,4.64,-0.01,0.37,-0.03,89.3,0.210,0.936,0.0368,8.22,51,0.06,0,177,-1,0.000,0.000,-3.273,24.262,1231,1506,1479,1500,1800,33,10.7,0,60,23.23
9.226,ev0,0.46,6.65,4.63,-0.01,0.38,-0.31,89.3,0.213,0.968,0.0360,8.14,51,0.06,0,179,-1,0.000,0.000,-3.273,24.262,1252,1506,1472,1501,1800,33,9.8,0,60,23.23
9.326,ev0,0.46,6.69,4.61,-0.02,0.40,-0.70,89.3,0.211,0.947,0.0376,8.05,51,0.06,0,182,-1,0.000,0.000,-3.273,24.262,1285,1505,1467,1501,1800,33,10.9,0,60,23.44
9.426,ev0,0.46,6.73,4.49,-0.03,0.42,-1.49,89.3,0.211,0.931,0.0391,8.00,51,0.06,0,184,-1,0.000,0.000,-3.273,24.262,1348,1506,1467,1501,1800,33,10.8,0,60,23.58
9.527,ev0,0.46,6.78,4.33,-0.04,0.45,-2.19,89.3,0.209,0.882,0.0425,7.92,51,0.06,0,187,-1,0.000,0.000,-3.273,24.262,1403,1507,1493,1501,1800,33,10.6,0,60,23.58
9.627,ev0,0.45,6.82,4.20,-0.07,0.48,-2.50,89.3,0.209,0.810,0.0763,7.86,51,0.06,0,189,-1,0.000,0.000,-3.273,24.262,1431,1509,1486,1501,1800,33,11.0,0,60,23.70
9.728,ev0,0.44,6.87,4.11,-0.12,0.51,-1.89,89.4,0.225,0.731,0.0867,7.73,51,0.06,0,192,-1,0.000,0.000,-3.273,24.262,1393,1515,1477,1501,1800,33,11.4,0,60,23.02
9.828,ev0,0.43,6.92,4.12,-0.11,0.51,-1.10,90.4,0.234,0.662,0.0960,7.71,51,0.06,0,194,-1,0.000,0.000,-3.273,24.262,1343,1518,1466,1504,1800,33,10.0,0,60,23.02
9.929,ev0,0.42,6.97,4.28,-0.08,0.48,-0.15,90.4,0.241,0.640,0.1016,7.63,51,0.06,0,197,-1,0.000,0.000,-3.273,24.262,1280,1520,1454,1504,1800,33,10.9,0,60,22.73
10.029,ev0,0.41,7.02,4.42,-0.05,0.45,0.57,90.4,0.235,0.624,0.1024,7.46,51,0.06,0,199,-1,0.000,0.000,-3.273,24.262,1230,1521,1441,1504,1800,33,11.1,0,60,22.89
10.130,ev0,0.41,7.06,4.01,-0.05,0.45,-0.92,89.4,0.226,0.579,0.1045,7.46,51,0.06,0,202,-1,0.000,0.000,-3.273,24.262,1348,1512,1464,1501,1800,33,9.9,0,60,22.89
10.230,ev0,0.40,7.11,3.53,-0.07,0.47,-2.15,89.4,0.220,0.533,0.1054,7.36,51,0.06,0,204,-1,0.000,0.000,-3.273,24.262,1442,1509,1473,1501,1800,33,11.1,0,60,23.21
10.331,ev0,0.39,7.16,3.10,-0.08,0.49,-3.07,89.4,0.218,0.447,0.1078,7.32,51,0.06,0,207,-1,0.000,0.000,-3.273,24.262,1450,1502,1528,1499,1800,33,11.1,0,60,23.09
10.431,ev0,0.39,7.21,2.81,-0.07,0.50,-2.95,89.4,0.220,0.375,0.1094,7.25,51,0.06,0,209,-1,0.000,0.000,-3.273,24.262,1450,1517,1523,1499,1800,33,9.4,0,60,23.09
10.532,ev0,0.38,7.26,2.89,-0.06,0.49,-1.86,89.4,0.221,0.325,0.1103,7.27,51,0.06,0,212,-1,0.000,0.000,-3.273,24.262,1439,1502,1529,1499,1800,33,10.3,0,60,22.73
10.632,ev1,0.37,7.31,2.91,-0.05,0.47,-0.83,88.4,0.215,0.283,0.1118,7.09,51,0.06,0,214,0,0.112,1.627,-3.273,24.262,1370,1501,1536,1522,1800,33,11.3,0,60,22.54
10.734,ev1,0.37,7.35,2.82,-0.03,0.46,-0.28,88.4,0.218,0.263,0.1133,7.18,51,0.06,0,217,0,0.112,1.627,-3.273,24.262,1330,1501,1541,1522,1800,33,9.4,0,60,22.54
10.835,ev1,0.37,7.40,2.61,-0.01,0.45,-0.09,88.5,0.216,0.260,0.1156,7.11,51,0.06,0,219,0,0.112,1.627,-3.273,24.262,1318,1501,1543,1522,1800,33,10.6,0,60,22.50
10.935,ev1,0.21,7.76,2.43,-0.01,0.45,-0.89,88.5,0.213,0.261,0.1175,7.05,52,0.58,0,221,0,0.112,1.627,-2.799,26.993,1375,1504,1535,1527,1800,33,11.0,0,60,22.76
11.036,ev1,0.21,7.80,2.29,-0.02,0.46,-1.19,88.5,0.207,0.253,0.1196,6.92,52,0.58,0,223,0,0.112,1.627,-2.799,26.993,1397,1504,1533,1527,1800,33,11.3,0,60,22.95
11.136,ev1,0.21,7.85,2.15,-0.03,0.46,-1.50,88.5,0.203,0.244,0.1214,6.86,52,0.58,0,226,0,0.112,1.627,-2.799,26.993,1419,1504,1531,1527,1800,33,11.0,0,60,22.95
11.237,ev1,0.21,7.90,2.10,-0.02,0.47,-1.63,87.5,0.204,0.226,0.1229,6.88,52,0.58,0,228,0,0.112,1.627,-2.799,26.993,1429,1503,1530,1524,1800,33,11.2,0,60,23.09
11.337,ev1,0.20,7.95,2.06,-0.03,0.48,-1.74,87.5,0.202,0.193,0.1250,6.82,52,0.58,0,231,0,0.112,1.627,-2.799,26.993,1437,1503,1529,1524,1800,33,10.5,0,60,23.19
11.438,ev1,0.20,8.00,1.98,-0.03,0.49,-1.88,87.5,0.196,0.150,0.1274,6.72,52,0.58,0,233,0,0.112,1.627,-2.799,26.993,1448,1503,1528,1524,1800,33,11.3,0,60,23.19
11.538,ev1,0.20,8.05,1.90,-0.04,0.51,-2.00,87.5,0.192,0.094,0.1287,6.63,52,0.58,0,236,0,0.112,1.627,-2.799,26.993,1450,1524,1516,1525,1800,33,11.0,0,60,23.28
11.639,ev1,0.19,8.10,1.81,-0.03,0.52,-2.21,87.5,0.199,0.031,0.1308,6.68,52,0.58,0,238,0,0.112,1.627,-2.799,26.993,1450,1523,1517,1525,1800,33,10.2,0,60,23.40
11.739,ev1,0.19,8.15,1.67,-0.03,0.53,-2.37,87.5,0.195,-0.053,0.1323,6.51,52,0.58,0,241,0,0.112,1.627,-2.799,26.993,1450,1524,1515,1525,1800,33,10.5,0,60,23.40
11.840,ev1,0.19,8.20,1.54,-0.03,0.55,-2.10,87.5,0.199,-0.139,0.1339,6.50,52,0.58,0,243,0,0.112,1.627,-2.799,26.993,1450,1524,1514,1525,1800,33,11.2,0,60,23.04
11.941,ev1,0.18,8.26,1.48,-0.03,0.53,-1.46,87.5,0.197,-0.210,0.1361,6.44,52,0.58,0,246,0,0.112,1.627,-2.799,26.993,1419,1525,1518,1526,1800,33,10.1,0,60,22.83
