t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat,el_deg,vert_live,commit_why,alt_gated,alt_rejected,cam_rej
2.896,ev0/lm0,-0.01,0.47,1.44,0.20,-0.28,0.48,87.0,0.019,0.297,0.1108,6.88,73,0.02,0,0,-1,0.000,0.000,-0.548,5.704,1232,1474,1492,1504,1800,33,10.9,0,60,23.25,3.32,1,-,0,11,4
2.996,ev0/lm0,0.05,0.44,1.51,0.18,-0.26,0.48,87.0,0.012,0.300,0.1106,6.90,75,0.04,0,0,-1,0.000,0.000,-0.634,5.677,1228,1468,1494,1502,1800,33,11.2,0,60,23.25,2.65,1,-,0,11,4
3.097,ev0/lm0,0.08,0.42,1.57,0.13,-0.25,0.47,87.0,0.006,0.289,0.1104,6.82,78,0.02,0,0,-1,0.000,0.000,-0.658,5.739,1224,1471,1496,1501,1800,33,10.6,0,60,23.25,2.41,1,-,0,11,4
3.197,ev0/lm0,0.09,0.40,1.67,0.07,-0.24,0.49,87.0,0.006,0.292,0.1104,6.82,80,0.01,0,0,-1,0.000,0.000,-0.661,5.860,1218,1477,1496,1501,1800,33,10.5,0,60,23.25,2.05,1,-,0,11,4
3.297,ev0/lm0,0.08,0.41,1.70,0.02,-0.20,0.37,87.0,0.006,0.292,0.1102,6.82,83,0.01,0,0,-1,0.000,0.000,-0.640,6.100,1224,1487,1490,1501,1800,33,11.2,0,60,23.30,1.65,1,-,0,11,4
3.398,ev0/lm0,0.08,0.41,1.71,-0.01,-0.15,0.23,87.0,0.005,0.307,0.1106,6.84,85,0.01,0,0,-1,0.000,0.000,-0.640,6.251,1231,1492,1483,1501,1800,33,10.0,0,60,23.32,1.27,1,-,0,11,4
3.498,ev0/lm0,0.08,0.41,1.73,-0.04,-0.10,0.14,87.0,0.006,0.322,0.1110,6.86,88,0.01,0,0,-1,0.000,0.000,-0.639,6.417,1236,1496,1476,1501,1800,33,10.8,0,60,23.32,1.10,1,-,0,11,4
3.598,ev0/lm0,0.06,0.41,1.82,-0.07,-0.07,0.17,87.0,0.008,0.356,0.1123,6.84,90,0.01,0,0,-1,0.000,0.000,-0.605,6.471,1233,1504,1473,1502,1800,33,11.2,0,60,23.30,1.00,1,-,0,11,4
3.699,ev0/lm0,0.04,0.41,1.88,-0.10,-0.05,0.24,87.0,0.012,0.396,0.1134,6.86,93,0.01,0,0,-1,0.000,0.000,-0.575,6.565,1223,1513,1468,1503,1800,33,10.7,0,60,23.28,0.42,1,-,0,11,4
3.799,ev0/lm0,0.03,0.42,1.90,-0.12,-0.04,0.23,87.0,0.015,0.431,0.1161,6.77,95,0.01,0,0,-1,0.000,0.000,-0.566,6.697,1219,1518,1465,1503,1800,33,11.1,0,60,23.28,0.09,1,-,0,11,4
3.900,ev0/lm0,0.01,0.47,1.91,-0.13,-0.05,0.14,86.0,0.020,0.461,0.1126,6.69,98,0.03,0,0,-1,0.000,0.000,-0.555,7.152,1224,1522,1461,1500,1800,33,11.4,0,60,23.30,-0.15,1,-,0,11,4
4.000,ev0/lm0,-0.08,0.51,1.92,-0.15,-0.07,0.05,86.0,0.024,0.493,0.1100,6.60,100,0.06,0,0,-1,0.000,0.000,-0.374,7.603,1228,1539,1460,1503,1800,33,10.3,0,60,23.30,-0.52,1,-,0,11,4
4.101,ev0/lm0,-0.13,0.58,1.94,-0.15,-0.11,-0.01,86.0,0.027,0.521,0.1076,6.52,103,0.05,0,0,-1,0.000,0.000,-0.298,8.343,1231,1545,1456,1504,1800,33,11.2,0,60,23.30,-0.79,1,-,0,11,4
4.202,ev0/lm0,-0.14,0.63,1.99,-0.12,-0.14,-0.00,86.0,0.033,0.532,0.1057,6.45,105,0.05,0,0,-1,0.000,0.000,-0.289,8.897,1229,1543,1454,1505,1800,33,11.4,0,60,23.30,-0.79,1,-,0,11,4
4.302,ev0/lm0,-0.13,0.70,2.02,-0.07,-0.17,0.00,86.0,0.037,0.550,0.1042,6.35,108,0.05,0,0,-1,0.000,0.000,-0.299,9.826,1227,1536,1446,1505,1800,33,10.6,0,60,23.28,-1.03,1,-,0,11,4
4.403,ev0/lm0,-0.13,0.74,2.04,-0.01,-0.20,-0.01,86.0,0.037,0.564,0.1026,6.32,110,0.05,0,0,-1,0.000,0.000,-0.314,10.406,1227,1526,1444,1505,1800,33,10.8,0,60,23.28,-1.06,1,-,0,11,4
4.504,ev0/lm0,-0.08,0.78,2.00,0.06,-0.23,-0.11,86.0,0.031,0.581,0.1002,6.35,113,0.05,0,0,-1,0.000,0.000,-0.391,11.069,1237,1509,1444,1503,1800,33,11.3,0,60,23.28,-0.82,1,-,0,11,4
4.604,ev0/lm0,-0.05,0.79,1.97,0.12,-0.27,-0.18,86.0,0.024,0.603,0.0974,6.39,115,0.03,0,0,-1,0.000,0.000,-0.437,11.418,1241,1495,1447,1502,1800,33,10.1,0,60,23.27,-1.01,1,-,0,11,4
4.705,ev0/lm0,0.00,0.79,1.96,0.16,-0.31,-0.19,86.0,0.017,0.619,0.0959,6.43,118,0.02,0,0,-1,0.000,0.000,-0.508,11.743,1239,1482,1452,1501,1800,33,11.3,0,60,23.27,-1.17,1,-,0,11,4
4.805,ev0/lm0,0.03,0.77,2.00,0.16,-0.38,-0.13,86.0,0.006,0.618,0.0953,6.52,120,0.01,0,0,-1,0.000,0.000,-0.524,11.827,1233,1477,1464,1500,1800,33,11.1,0,60,23.22,-1.22,1,-,0,11,4
4.905,ev0/lm0,0.07,0.71,2.02,0.15,-0.43,-0.05,86.0,-0.005,0.594,0.0970,6.62,123,0.02,0,0,-1,0.000,0.000,-0.583,11.711,1227,1471,1477,1499,1800,33,10.4,0,60,23.22,-1.17,1,-,0,11,4
5.006,ev0/lm0,0.08,0.64,2.04,0.11,-0.44,-0.01,86.0,-0.012,0.539,0.1011,6.77,125,0.03,0,0,-1,0.000,0.000,-0.589,11.473,1238,1495,1560,1498,1800,33,11.6,0,60,23.22,-0.68,1,-,0,11,4
5.106,ev0/lm0,0.09,0.56,2.04,0.07,-0.39,-0.03,86.0,-0.014,0.442,0.1120,6.84,128,0.02,0,0,-1,0.000,0.000,-0.598,11.054,1236,1496,1561,1498,1800,33,9.6,0,60,23.20,-2.68,1,-,0,11,4
5.207,ev0/lm0,0.09,0.48,2.05,0.05,-0.28,0.00,86.0,-0.010,0.276,0.1068,7.03,130,0.04,0,0,-1,0.000,0.000,-0.576,10.596,1232,1496,1562,1498,1800,33,8.8,0,60,23.18,-1.29,1,-,0,11,4
5.307,ev0/lm0,0.08,0.41,2.10,0.05,-0.14,0.08,86.0,-0.010,0.186,0.1043,7.03,133,0.03,0,0,-1,0.000,0.000,-0.553,10.066,1231,1497,1562,1498,1800,33,11.3,0,60,23.18,-0.79,1,-,0,11,4
5.408,ev0/lm0,0.07,0.37,2.08,0.04,0.00,0.04,86.0,-0.008,0.144,0.1037,7.03,135,0.03,0,0,-1,0.000,0.000,-0.519,9.746,1239,1498,1560,1498,1800,33,11.4,0,60,23.20,-0.46,1,-,0,11,4
5.508,ev0/lm0,0.07,0.33,2.07,0.02,0.13,-0.01,86.0,-0.009,0.114,0.1034,7.09,138,0.03,0,0,-1,0.000,0.000,-0.535,9.322,1246,1498,1558,1498,1800,33,9.9,0,60,23.18,-0.21,1,-,0,11,4
5.609,ev0/lm0,0.07,0.33,2.08,0.01,0.26,-0.01,86.0,-0.011,0.096,0.1041,7.05,140,0.02,0,0,-1,0.000,0.000,-0.531,9.109,1248,1498,1557,1498,1800,33,10.7,0,60,23.18,0.04,1,-,0,11,4
5.709,ev0/lm0,0.07,0.34,2.07,0.01,0.39,0.02,86.0,-0.011,0.089,0.1048,7.05,143,0.01,0,0,-1,0.000,0.000,-0.536,8.817,1248,1499,1557,1498,1800,33,11.1,0,60,23.15,0.21,1,-,0,11,4
5.810,ev0/lm0,0.09,0.38,2.06,0.01,0.54,0.05,86.0,-0.013,0.090,0.1058,6.98,145,0.02,0,0,-1,0.000,0.000,-0.574,8.755,1242,1499,1490,1498,1800,33,10.7,0,60,23.12,0.17,1,-,0,11,4
5.910,ev0/lm0,0.11,0.43,2.07,0.00,0.67,0.11,86.0,-0.016,0.115,0.1102,6.90,148,0.01,0,0,-1,0.000,0.000,-0.622,8.650,1240,1501,1473,1497,1800,33,10.5,0,60,23.12,1.16,1,-,0,11,4
6.011,ev0/lm0,0.12,0.48,2.09,-0.03,0.72,0.23,86.0,-0.018,0.239,0.1137,6.86,150,0.02,0,0,-1,0.000,0.000,-0.642,8.491,1234,1508,1466,1497,1800,33,11.1,0,60,23.12,0.63,1,-,0,11,4
6.111,ev0/lm0,0.12,0.57,2.11,-0.04,0.73,0.23,86.0,-0.016,0.389,0.1198,6.69,153,0.02,0,0,-1,0.000,0.000,-0.650,8.638,1227,1511,1464,1497,1800,33,10.3,0,60,23.12,-1.01,1,-,0,11,4
6.212,ev0/lm0,0.12,0.68,2.10,-0.04,0.71,0.16,86.0,-0.011,0.463,0.1192,6.52,155,0.03,0,0,-1,0.000,0.000,-0.665,8.995,1226,1509,1466,1497,1800,33,11.1,0,60,23.12,-1.26,1,-,0,11,4
6.313,ev0/lm0,0.09,0.79,2.09,-0.04,0.69,0.06,86.0,-0.005,0.514,0.1146,6.46,158,0.02,0,0,-1,0.000,0.000,-0.601,9.347,1228,1512,1470,1498,1800,33,12.4,0,60,23.15,-1.88,1,-,0,11,4
6.413,ev0/lm0,0.09,0.87,2.10,-0.04,0.67,-0.02,86.0,-0.007,0.550,0.1123,6.35,160,0.02,0,0,-1,0.000,0.000,-0.594,9.520,1228,1512,1473,1498,1800,33,10.5,0,60,23.17,-2.42,1,-,0,11,4
6.513,ev0/lm0,0.09,0.96,2.12,-0.04,0.64,-0.07,86.0,-0.003,0.565,0.1118,6.34,163,0.01,0,0,-1,0.000,0.000,-0.613,9.730,1227,1514,1484,1498,1800,33,10.7,0,60,23.17,-2.78,1,-,0,11,4
6.614,ev0/lm0,0.10,1.04,2.16,-0.05,0.61,-0.09,86.0,-0.005,0.585,0.1122,6.20,165,0.01,0,0,-1,0.000,0.000,-0.639,9.921,1221,1515,1488,1498,1800,33,12.2,0,60,23.18,-3.33,1,-,0,11,4
6.715,ev0/lm0,0.13,1.13,2.17,-0.04,0.58,-0.14,86.0,-0.007,0.583,0.1144,6.11,168,0.03,0,0,-1,0.000,0.000,-0.691,10.205,1218,1510,1492,1498,1800,33,10.4,0,60,23.22,-3.70,1,-,0,11,4
6.815,ev0/lm0,0.13,1.20,2.18,-0.03,0.56,-0.21,86.0,-0.006,0.565,0.1184,6.06,170,0.00,0,0,-1,0.000,0.000,-0.709,10.307,1221,1511,1502,1498,1800,33,10.5,0,60,23.22,-3.98,1,-,0,11,4
6.916,ev0/lm0,0.13,1.26,2.21,-0.01,0.57,-0.26,86.0,-0.006,0.543,0.1229,6.06,173,0.00,0,0,-1,0.000,0.000,-0.714,10.382,1222,1505,1501,1498,1800,33,12.0,0,60,23.23,-4.06,1,-,0,11,4
7.016,ev0/lm0,0.13,1.33,2.24,-0.00,0.58,-0.26,86.0,-0.008,0.517,0.1288,5.98,175,0.01,0,0,-1,0.000,0.000,-0.714,10.466,1222,1503,1499,1498,1800,33,10.2,0,60,23.25,-4.04,1,-,0,11,4
7.116,ev0/lm0,0.14,1.39,2.28,0.00,0.60,-0.26,86.0,-0.009,0.510,0.1326,5.91,178,0.01,0,0,-1,0.000,0.000,-0.734,10.538,1222,1500,1497,1498,1800,33,10.9,0,60,23.25,-4.08,1,-,0,11,4
7.217,ev0/lm0,0.16,1.45,2.30,0.00,0.63,-0.30,87.0,-0.012,0.504,0.1357,5.81,180,0.03,0,0,-1,0.000,0.000,-0.782,10.556,1227,1500,1499,1501,1800,33,11.8,0,60,23.25,-3.95,1,-,0,11,4
7.317,ev0/lm0,0.28,1.53,2.30,0.03,0.65,-0.34,87.0,-0.016,0.497,0.1395,5.74,183,0.05,0,0,-1,0.000,0.000,-1.021,10.733,1232,1477,1496,1497,1800,33,10.4,0,60,23.25,-3.78,1,-,0,11,4
7.418,ev0/lm0,0.31,1.60,2.28,0.03,0.67,-0.38,87.0,-0.020,0.485,0.1443,5.67,185,0.01,0,0,-1,0.000,0.000,-1.068,10.771,1239,1474,1493,1496,1800,33,10.7,0,60,23.25,-3.49,1,-,0,11,4
7.519,ev0/lm0,0.34,1.68,2.26,0.02,0.69,-0.41,87.0,-0.030,0.469,0.1483,5.57,188,0.03,0,0,-1,0.000,0.000,-1.133,10.887,1247,1474,1495,1495,1800,33,11.6,0,60,23.22,-2.96,1,-,0,11,4
7.620,ev0/lm0,0.36,1.76,2.26,-0.02,0.68,-0.37,87.0,-0.033,0.463,0.1518,5.48,190,0.01,0,0,-1,0.000,0.000,-1.163,10.998,1246,1481,1494,1494,1800,33,10.9,0,60,23.18,-2.71,1,-,0,11,4
7.721,ev0/lm0,0.35,1.86,2.26,-0.07,0.68,-0.27,87.0,-0.032,0.453,0.1568,5.38,193,0.02,0,0,-1,0.000,0.000,-1.159,11.274,1241,1491,1494,1495,1800,33,9.8,0,60,23.18,-2.48,1,-,0,11,4
7.822,ev0/lm0,0.34,1.94,2.27,-0.12,0.68,-0.16,87.0,-0.030,0.451,0.1605,5.32,195,0.01,0,0,-1,0.000,0.000,-1.153,11.385,1233,1508,1500,1495,1800,33,12.6,0,60,23.15,-2.34,1,-,0,11,4
7.922,ev0/lm0,0.32,2.02,2.26,-0.16,0.67,-0.14,87.0,-0.024,0.447,0.1652,5.26,198,0.01,0,0,-1,0.000,0.000,-1.140,11.517,1230,1518,1502,1496,1800,33,10.2,0,60,23.15,-2.51,1,-,0,11,4
8.023,ev0/lm0,0.29,2.09,2.23,-0.19,0.67,-0.16,87.0,-0.013,0.442,0.1705,5.23,200,0.01,0,0,-1,0.000,0.000,-1.122,11.570,1231,1524,1502,1497,1800,33,10.1,0,60,23.15,-2.57,1,-,0,11,4
8.124,ev0/lm0,0.25,2.17,2.19,-0.20,0.69,-0.20,87.0,-0.002,0.442,0.1766,5.14,203,0.01,0,0,-1,0.000,0.000,-1.071,11.608,1234,1540,1509,1499,1800,33,12.2,0,60,23.15,-2.67,1,-,0,11,4
8.224,ev0/lm0,0.21,2.24,2.16,-0.16,0.71,-0.24,87.0,0.004,0.439,0.1822,5.05,205,0.01,0,0,-1,0.000,0.000,-1.038,11.657,1234,1533,1506,1500,1800,33,10.5,0,60,23.15,-2.81,1,-,0,11,4
8.324,ev0/lm0,0.20,2.32,2.14,-0.11,0.73,-0.24,87.0,0.010,0.422,0.1893,4.96,208,0.01,0,0,-1,0.000,0.000,-1.028,11.743,1235,1523,1502,1501,1800,33,10.0,0,60,23.15,-2.63,1,-,0,11,4
8.425,ev0/lm0,0.19,2.41,2.11,-0.06,0.74,-0.23,87.0,0.014,0.412,0.1955,4.88,210,0.01,0,0,-1,0.000,0.000,-1.035,11.882,1237,1519,1505,1502,1800,33,11.9,0,60,23.15,-2.41,1,-,0,11,4
8.525,ev0/lm0,0.20,2.50,2.10,-0.03,0.74,-0.22,87.0,0.011,0.418,0.2014,4.80,213,0.01,0,0,-1,0.000,0.000,-1.053,11.983,1236,1511,1504,1502,1800,33,10.0,0,60,23.13,-2.43,1,-,0,11,4
8.626,ev0/lm0,0.22,2.58,2.10,0.01,0.74,-0.19,87.0,0.006,0.419,0.2082,4.69,215,0.02,0,0,-1,0.000,0.000,-1.096,12.085,1232,1500,1503,1501,1800,33,9.8,0,60,23.13,-2.55,1,-,0,11,4
8.726,ev0/lm0,0.25,2.66,2.12,0.06,0.77,-0.12,87.0,0.000,0.415,0.2160,4.62,218,0.01,0,0,-1,0.000,0.000,-1.146,12.187,1227,1488,1504,1500,1800,33,11.7,0,60,23.13,-2.44,1,-,0,11,4
8.826,ev0/lm0,0.29,2.75,2.12,0.06,0.76,-0.12,87.0,-0.007,0.408,0.2238,4.52,220,0.04,0,0,-1,0.000,0.000,-1.217,12.319,1228,1481,1506,1498,1800,33,10.6,0,60,23.15,-2.27,1,-,0,11,4
8.927,ev0/lm0,0.31,2.84,2.10,0.05,0.75,-0.16,87.0,-0.014,0.390,0.2335,4.42,223,0.02,0,0,-1,0.000,0.000,-1.234,12.468,1235,1484,1506,1498,1800,33,10.3,0,60,23.15,-1.95,1,-,0,11,4
9.027,ev0/lm0,0.34,2.94,2.04,0.03,0.76,-0.28,87.0,-0.017,0.379,0.2442,4.29,225,0.02,0,0,-1,0.000,0.000,-1.275,12.644,1245,1486,1509,1497,1800,33,12.2,0,60,23.15,-1.79,1,-,0,11,4
9.128,ev0/lm0,0.34,3.05,1.98,0.02,0.79,-0.34,87.0,-0.018,0.372,0.2553,4.17,228,0.02,0,0,-1,0.000,0.000,-1.273,12.959,1250,1488,1505,1497,1800,33,10.0,0,60,23.11,-1.72,1,-,0,11,4
9.228,ev0/lm0,0.37,3.15,1.94,0.01,0.80,-0.34,88.0,-0.014,0.362,0.2675,4.06,230,0.06,0,0,-1,0.000,0.000,-1.329,13.192,1252,1486,1504,1499,1800,33,10.1,0,60,23.11,-1.59,1,-,0,11,4
9.329,ev0/lm0,0.44,3.28,1.94,-0.02,0.77,-0.23,88.0,-0.029,0.400,0.2776,3.80,233,0.06,0,0,-1,0.000,0.000,-1.453,13.714,1242,1484,1511,1496,1800,33,12.3,0,60,23.08,-2.30,1,-,0,11,4
9.429,ev0/lm0,0.51,3.44,1.95,-0.03,0.76,-0.13,88.0,-0.019,0.392,0.2904,3.73,235,0.06,0,0,-1,0.000,0.000,-1.590,14.520,1252,1477,1511,1492,1800,33,10.6,0,60,23.06,-2.39,0,-,0,11,5
9.529,ev0/lm0,0.37,3.62,1.95,-0.11,0.75,-0.06,88.0,0.011,0.214,0.3083,3.18,238,0.15,0,0,-1,0.000,0.000,-1.352,15.457,1245,1510,1518,1499,1800,33,10.3,0,60,23.06,1.74,0,size,0,11,7
9.630,ev0/lm0,0.26,3.78,1.96,-0.18,0.74,0.01,88.0,0.023,0.207,0.3203,3.20,240,0.06,0,0,-1,0.000,0.000,-1.167,16.315,1241,1542,1529,1506,1800,33,12.1,0,60,23.04,1.72,0,size,0,11,7
9.730,ev0/lm0,0.30,3.95,1.95,-0.18,0.75,0.01,88.0,0.018,0.203,0.2372,3.16,243,0.04,0,0,-1,0.000,0.000,-1.266,17.217,1240,1531,1525,1504,1800,33,10.9,0,60,23.03,1.39,0,size,0,11,7
9.831,ev0/lm0,0.26,4.04,1.92,-0.16,0.77,-0.01,88.0,0.036,0.204,0.2454,3.26,245,0.01,0,0,-1,0.000,0.000,-1.217,17.375,1243,1540,1529,1507,1800,33,10.1,0,60,23.03,0.69,0,size,0,11,7
9.931,ev0/lm0,0.28,4.13,1.90,-0.09,0.81,-0.02,88.0,0.024,0.190,0.2554,3.20,248,0.04,0,0,-1,0.000,0.000,-1.272,17.406,1242,1526,1521,1506,1800,33,12.5,0,60,23.03,0.74,0,size,0,11,7
10.032,ev0/lm0,0.27,4.21,1.90,-0.05,0.83,0.02,87.0,0.031,0.185,0.2659,3.14,250,0.06,0,0,-1,0.000,0.000,-1.270,17.432,1239,1519,1519,1504,1800,33,10.3,0,60,23.03,0.86,0,size,0,11,7
10.132,ev0/lm0,0.26,4.30,1.93,-0.01,0.85,0.07,87.0,0.024,0.192,0.2642,3.00,253,0.04,0,0,-1,0.000,0.000,-1.262,17.498,1235,1518,1522,1505,1800,33,9.5,0,60,23.03,0.92,0,size,0,11,7
10.232,ev0/lm0,0.25,4.40,1.96,0.03,0.89,0.12,87.0,0.024,0.201,0.2766,2.89,255,0.01,0,0,-1,0.000,0.000,-1.240,17.549,1231,1514,1517,1506,1800,33,12.2,0,59,23.03,0.89,0,size,0,11,7
