t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat,el_deg,vert_live,commit_why,alt_gated,alt_rejected,cam_rej
2.397,ev0,-0.34,0.73,-2.60,0.54,-0.59,-6.07,92.0,0.139,-0.015,0.0914,6.79,54,0.06,0,6,-1,0.000,0.000,-0.787,8.799,1449,1487,1501,1532,1800,33,11.5,0,60,22.60,13.11,1,-,0,40,6
2.498,ev0,-0.27,0.68,-1.20,0.68,-0.46,3.54,91.0,0.110,0.010,0.0871,6.88,54,0.06,0,9,-1,0.000,0.000,-0.787,8.799,1032,1205,1454,1500,1800,33,11.5,0,60,22.45,11.50,1,-,0,41,6
2.598,ev0/lm0,-0.07,0.58,0.17,0.76,-0.29,6.67,91.0,0.091,0.061,0.0893,6.92,56,0.13,0,9,-1,0.000,0.000,-1.092,8.322,1056,1128,1442,1500,1800,33,10.5,0,60,22.45,10.53,1,-,0,41,6
2.699,ev0/lm0,0.09,0.57,1.06,0.69,-0.20,6.57,91.0,0.094,0.282,0.0908,6.48,59,0.05,0,9,-1,0.000,0.000,-1.282,8.471,1056,1130,1419,1500,1800,33,10.9,0,60,22.82,8.25,1,-,0,41,6
2.800,ev0/lm0,0.11,0.64,1.57,0.61,-0.14,7.12,91.0,0.068,0.386,0.0901,6.11,61,0.09,0,9,-1,0.000,0.000,-1.176,9.299,1056,1141,1364,1500,1800,33,10.4,0,60,23.13,6.41,1,-,0,41,6
2.901,ev0/lm0,0.18,0.84,1.70,0.54,-0.09,2.41,92.0,0.040,0.494,0.0875,5.89,64,0.12,0,9,-1,0.000,0.000,-1.178,11.380,1129,1258,1336,1516,1800,33,10.8,0,60,23.13,5.77,1,-,0,41,6
3.001,ev0/lm0,0.17,0.97,1.78,0.40,-0.06,1.39,94.0,0.025,0.657,0.0663,5.73,66,0.14,0,9,-1,0.000,0.000,-1.043,12.705,1200,1387,1374,1524,1800,33,11.5,0,60,23.39,5.11,1,-,0,41,6
3.102,ev0/lm0,0.07,1.11,1.80,0.12,-0.08,0.65,95.0,0.067,0.765,0.0541,6.03,69,0.16,0,9,-1,0.000,0.000,-0.766,14.049,1252,1464,1386,1531,1800,33,10.7,0,59,23.34,5.40,1,-,0,41,6
3.202,ev0/lm0,-0.08,1.11,1.84,-0.15,-0.15,0.20,95.0,0.110,0.771,0.0546,6.20,71,0.15,0,9,-1,0.000,0.000,-0.458,14.006,1288,1519,1406,1536,1800,33,10.7,0,59,23.34,5.55,1,-,0,41,6
3.303,ev0/lm0,-0.18,1.10,1.95,-0.42,-0.29,0.29,94.0,0.136,0.743,0.0599,6.23,74,0.03,0,9,-1,0.000,0.000,-0.306,14.015,1277,1568,1418,1535,1800,33,10.6,0,59,23.25,4.90,1,-,0,41,6
3.404,ev0/lm0,-0.34,0.94,2.02,-0.60,-0.46,0.51,93.0,0.195,0.625,0.0680,7.54,76,0.28,0,9,-1,0.000,0.000,-0.106,12.706,1261,1619,1452,1536,1800,33,9.7,0,59,23.15,6.32,1,-,0,41,7
3.505,ev0/lm0,-0.65,0.61,2.02,-0.66,-0.57,0.65,92.0,0.229,0.531,0.0784,7.97,78,0.32,0,9,-1,0.000,0.000,0.383,9.710,1268,1666,1507,1541,1800,33,12.8,0,59,23.15,5.70,1,-,0,41,7
3.606,ev0/lm0,-0.97,0.23,1.98,-0.54,-0.56,0.65,91.0,0.242,0.432,0.0779,7.86,81,0.17,0,9,-1,0.000,0.000,0.833,6.116,1275,1690,1553,1544,1800,33,12.3,0,59,23.13,3.47,1,-,0,41,7
3.707,ev0/lm0,-1.14,0.09,1.93,-0.32,-0.48,0.63,91.0,0.239,0.207,0.0721,7.62,83,0.13,0,9,-1,0.000,0.000,1.089,4.930,1270,1689,1563,1548,1800,33,10.2,0,59,23.08,4.03,1,-,0,41,7
3.808,ev0/lm0,-1.28,0.01,1.89,-0.02,-0.30,0.62,90.0,0.216,-0.025,0.0672,7.62,86,0.06,0,9,-1,0.000,0.000,1.363,4.280,1266,1668,1554,1548,1800,33,11.3,0,59,23.08,4.96,1,-,0,41,7
3.909,ev0/lm0,-1.40,0.00,1.87,0.33,-0.05,0.64,90.0,0.193,-0.131,0.0652,7.60,88,0.10,0,9,-1,0.000,0.000,1.685,4.014,1261,1639,1525,1551,1800,33,11.8,0,59,23.06,5.86,1,-,0,41,7
4.009,ev0/lm0,-1.34,-0.03,1.84,0.72,0.17,0.59,89.0,0.170,-0.175,0.0639,7.67,91,0.06,0,9,-1,0.000,0.000,1.636,3.682,1259,1580,1502,1545,1800,33,10.0,0,59,23.06,6.91,1,-,0,41,7
4.110,ev0/lm0,-1.29,-0.06,1.80,1.04,0.34,0.54,87.0,0.149,-0.124,0.0623,7.92,93,0.09,0,9,-1,0.000,0.000,1.713,2.997,1259,1534,1485,1537,1800,33,10.1,0,50,23.06,8.12,1,-,0,41,7
4.210,ev0/lm0,-1.18,-0.19,1.81,1.30,0.46,0.57,86.0,0.128,-0.021,0.0618,8.20,96,0.14,0,9,-1,0.000,0.000,1.634,1.293,1256,1488,1483,1530,1800,33,12.6,0,50,23.06,7.93,1,-,0,41,7
4.311,ev0/lm0,-1.00,-0.33,1.84,1.47,0.56,0.60,85.0,0.104,0.101,0.0612,8.71,98,0.19,0,9,-1,0.000,0.000,1.428,-0.565,1257,1442,1484,1521,1800,33,9.9,0,50,23.05,6.81,1,-,0,41,7
4.411,ev0/lm0,-0.92,-0.61,1.87,1.52,0.62,0.65,84.0,0.081,0.181,0.0617,9.21,101,0.22,0,9,-1,0.000,0.000,1.456,-4.290,1256,1423,1509,1514,1800,33,11.0,0,50,23.05,6.48,1,-,0,41,7
4.512,ev0/lm0,-0.77,-0.78,1.93,1.48,0.66,0.75,84.0,0.048,0.218,0.0618,9.28,103,0.19,0,9,-1,0.000,0.000,1.366,-6.854,1250,1405,1526,1510,1800,33,12.3,0,50,23.05,5.58,1,-,0,41,7
4.613,ev0/lm0,-0.56,-0.98,2.00,1.41,0.73,0.81,83.0,0.031,0.197,0.0618,8.95,106,0.12,0,9,-1,0.000,0.000,1.083,-9.657,1246,1380,1539,1501,1800,33,9.8,0,50,23.05,5.33,1,-,0,41,7
4.714,ev0/lm0,-0.51,-0.97,2.06,1.25,0.87,0.83,83.0,0.013,0.144,0.0617,8.54,108,0.08,0,9,-1,0.000,0.000,1.267,-10.503,1235,1391,1523,1500,1800,33,10.9,0,50,23.05,4.76,1,-,0,41,7
4.815,ev0/lm0,-0.40,-0.90,2.11,1.09,1.02,0.79,83.0,0.006,0.119,0.0616,8.26,111,0.00,0,9,-1,0.000,0.000,1.290,-10.746,1235,1404,1491,1497,1800,33,12.5,0,50,23.08,4.70,1,-,0,41,7
4.916,ev0/lm0,-0.33,-0.78,2.16,0.91,1.17,0.75,83.0,0.003,0.144,0.0620,8.17,113,0.03,0,9,-1,0.000,0.000,1.363,-10.717,1239,1426,1457,1496,1800,33,10.5,0,50,23.12,4.87,1,-,0,41,7
5.016,ev0/lm0,-0.37,-0.65,2.23,0.71,1.27,0.72,84.0,0.000,0.231,0.0636,8.06,116,0.08,0,9,-1,0.000,0.000,1.637,-10.741,1245,1462,1431,1501,1800,33,11.0,0,50,23.12,5.28,1,-,0,41,7
5.117,ev0/lm0,-0.31,-0.53,2.33,0.54,1.30,0.73,84.0,0.000,0.368,0.0659,8.06,118,0.02,0,9,-1,0.000,0.000,1.646,-10.917,1239,1479,1411,1499,1800,33,12.1,0,47,23.12,4.28,1,-,0,41,7
5.217,ev0/lm0,-0.41,-0.45,2.43,0.38,1.28,0.76,84.0,0.004,0.507,0.0692,8.09,121,0.10,0,9,-1,0.000,0.000,1.989,-11.541,1232,1516,1403,1502,1800,33,9.6,0,47,23.12,3.00,1,-,0,41,7
5.317,ev0/lm0,-0.50,-0.39,2.51,0.27,1.21,0.77,84.0,0.020,0.614,0.0599,8.32,123,0.10,0,9,-1,0.000,0.000,2.249,-12.355,1226,1547,1405,1505,1800,33,10.6,0,47,23.12,2.83,1,-,0,41,7
5.418,ev0/lm0,-0.60,-0.40,2.57,0.20,1.10,0.72,84.0,,,,,125,0.14,0,9,-1,0.000,0.000,2.515,-13.771,1223,1571,1424,1507,1800,33,11.7,0,47,23.15,,0,,0,41,8
5.518,ev0/lm0,-0.73,-0.53,2.65,0.19,1.00,0.64,84.0,0.066,0.787,0.0401,8.68,128,0.16,0,9,-1,0.000,0.000,2.799,-16.416,1222,1589,1460,1510,1800,33,10.7,0,47,23.19,-0.17,1,-,0,41,8
5.619,ev0/lm0,-0.81,-0.57,2.75,0.23,0.92,0.58,84.0,0.095,0.776,0.0402,8.61,130,0.15,0,9,-1,0.000,0.000,3.002,-17.964,1221,1593,1478,1512,1800,33,10.5,0,47,23.19,-1.45,1,-,0,41,8
5.719,ev0/lm0,-0.96,-0.63,2.83,0.30,0.88,0.49,84.0,0.113,0.713,0.0413,8.54,133,0.11,0,9,-1,0.000,0.000,3.375,-19.831,1223,1604,1495,1515,1800,33,12.4,0,47,23.22,-2.02,1,-,0,41,8
5.820,ev0/lm0,-1.05,-0.60,2.90,0.38,0.88,0.41,84.0,0.127,0.640,0.0591,8.36,135,0.12,0,9,-1,0.000,0.000,3.652,-20.683,1224,1605,1492,1518,1800,33,11.0,0,47,23.25,-2.28,1,-,0,41,8
5.920,ev0/lm0,-1.16,-0.58,2.97,0.49,0.90,0.34,84.0,0.135,0.571,0.0656,8.29,138,0.07,0,9,-1,0.000,0.000,3.977,-21.594,1223,1606,1485,1520,1800,33,9.3,0,47,23.25,-2.33,1,-,0,41,8
6.020,ev0/lm0,-1.15,-0.53,3.06,0.65,0.92,0.34,83.0,0.131,0.546,0.0670,8.29,140,0.05,0,9,-1,0.000,0.000,4.066,-22.172,1214,1585,1473,1517,1800,33,13.0,0,47,23.25,-2.18,1,-,0,42,8
6.121,ev0/lm0,-1.19,-0.50,3.13,0.79,0.94,0.29,82.0,0.117,0.551,0.0666,8.23,143,0.05,0,9,-1,0.000,0.000,4.311,-23.017,1210,1571,1462,1514,1800,33,11.3,0,51,23.27,-2.00,1,-,0,42,8
6.221,ev0/lm0,-1.16,-0.45,3.19,0.93,0.96,0.20,82.0,0.100,0.574,0.0643,8.29,145,0.06,0,9,-1,0.000,0.000,4.439,-23.584,1210,1547,1448,1514,1800,33,10.3,0,51,23.27,-1.95,1,-,0,42,8
6.322,ev0/lm0,-1.13,-0.46,3.21,1.03,0.96,0.02,81.0,0.085,0.601,0.0612,8.36,148,0.10,0,9,-1,0.000,0.000,4.539,-24.813,1226,1524,1452,1510,1800,33,11.8,0,51,23.29,-1.51,1,-,0,42,8
6.422,ev0/lm0,-1.03,-0.47,3.22,1.12,0.96,-0.14,81.0,0.066,0.646,0.0417,8.54,150,0.09,0,9,-1,0.000,0.000,4.527,-25.897,1240,1496,1452,1507,1800,33,10.0,0,51,23.31,-1.45,1,-,0,42,8
6.523,ev0/lm0,-0.93,-0.59,3.23,1.20,0.94,-0.22,81.0,0.046,0.669,0.0408,8.58,153,0.11,0,9,-1,0.000,0.000,4.467,-28.088,1244,1470,1467,1504,1800,33,9.8,0,51,23.31,-1.63,1,-,0,42,8
6.623,ev0/lm0,-0.84,-0.62,3.23,1.22,0.91,-0.18,81.0,0.028,0.671,0.0413,8.68,155,0.11,0,9,-1,0.000,0.000,4.483,-29.428,1241,1452,1474,1502,1800,33,12.1,0,51,23.24,-1.66,1,-,0,42,9
6.724,ev0/lm0,-0.75,-0.67,3.22,1.20,0.89,-0.10,81.0,0.006,0.650,0.0417,8.71,157,0.10,0,9,-1,0.000,0.000,4.503,-30.868,1235,1439,1480,1499,1800,33,10.3,0,51,23.20,-1.64,1,-,0,42,9
6.825,ev0/lm0,-0.70,-0.74,3.19,1.14,0.90,-0.07,81.0,-0.007,0.619,0.0585,8.58,160,0.10,0,9,-1,0.000,0.000,4.619,-32.602,1233,1440,1488,1498,1800,33,9.8,0,51,23.20,-1.65,1,-,0,42,9
6.925,ev0/lm0,-0.65,-0.69,3.18,1.05,0.94,-0.06,81.0,-0.018,0.583,0.0620,8.32,162,0.07,0,9,-1,0.000,0.000,4.743,-33.168,1232,1447,1477,1497,1800,33,12.4,0,51,23.20,-1.55,1,-,0,42,10
7.025,ev0/lm0,-0.61,-0.62,3.17,0.96,1.00,-0.09,81.0,-0.023,0.571,0.0646,8.11,164,0.05,0,9,-1,0.000,0.000,4.889,-33.518,1233,1457,1460,1496,1800,33,10.0,0,51,23.19,-1.69,1,-,0,42,10
7.126,ev0/lm0,-0.61,-0.53,3.15,0.86,1.05,-0.13,81.0,-0.025,0.562,0.0656,8.06,167,0.06,0,9,-1,0.000,0.000,5.092,-33.781,1236,1475,1444,1496,1800,33,9.5,0,52,23.19,-1.70,1,-,0,42,10
7.226,ev0/lm0,-0.61,-0.45,3.14,0.75,1.07,-0.16,81.0,-0.021,0.558,0.0650,8.09,169,0.07,0,9,-1,0.000,0.000,5.269,-34.159,1245,1493,1434,1497,1800,33,12.3,0,52,23.19,-0.69,1,-,0,42,10
7.327,ev0/lm0,-0.70,-0.44,3.11,0.71,1.10,-0.63,81.0,-0.006,0.562,0.0633,8.36,172,0.13,0,9,-1,0.000,0.000,5.638,-35.406,1278,1510,1441,1499,1800,33,10.1,0,52,23.37,-1.83,1,-,0,42,10
7.427,ev0/lm0,-0.71,-0.42,3.07,0.69,1.14,-1.18,81.0,-0.003,0.524,0.0686,8.29,174,0.12,0,9,-1,0.000,0.000,5.800,-36.482,1319,1512,1445,1499,1800,33,10.0,0,52,23.37,-1.52,1,-,0,42,10
7.527,ev0/lm0,-0.77,-0.48,2.87,0.65,1.18,-2.03,81.0,0.008,0.508,0.0713,8.54,177,0.14,0,9,-1,0.000,0.000,6.038,-38.388,1380,1517,1458,1501,1800,33,12.0,0,52,23.51,-1.45,1,-,0,42,10
7.628,ev0/lm0,-0.79,-0.49,2.71,0.63,1.21,-2.66,80.0,0.013,0.436,0.0685,8.68,179,0.13,0,9,-1,0.000,0.000,6.199,-39.928,1431,1519,1463,1498,1800,33,10.5,0,52,23.63,-0.14,1,-,0,42,10
7.728,ev0/lm0,-1.07,-0.40,2.60,0.55,1.27,-2.68,80.0,0.053,0.339,0.0701,7.35,182,0.28,0,9,-1,0.000,0.000,6.983,-40.965,1441,1544,1458,1505,1800,33,9.5,0,52,23.63,2.10,1,-,0,42,11
7.829,ev0/lm0,-1.15,-0.16,2.41,0.53,1.34,-2.65,79.0,0.048,0.272,0.0696,7.49,184,0.14,0,9,-1,0.000,0.000,7.347,-40.252,1449,1555,1441,1505,1800,33,11.9,0,52,23.66,3.50,1,-,0,42,11
7.930,ev0,-1.18,0.02,2.28,0.53,1.54,-2.47,75.0,-0.039,0.210,0.0711,7.67,185,0.15,0,11,-1,0.000,0.000,7.550,-40.105,1446,1569,1420,1493,1800,33,10.7,0,52,22.82,6.81,1,-,0,42,12
8.030,ev0,-1.13,0.19,2.18,0.48,1.67,-1.83,74.0,-0.084,0.171,0.0735,7.67,185,0.15,0,13,-1,0.000,0.000,7.550,-40.105,1415,1584,1393,1489,1800,33,9.9,0,52,22.82,9.34,1,-,0,42,12
8.131,ev0,-1.10,0.35,2.41,0.02,1.65,-0.25,80.0,-0.019,0.210,0.0728,7.47,185,0.15,0,16,-1,0.000,0.000,7.550,-40.105,1329,1651,1340,1510,1800,33,12.0,0,53,22.15,13.34,1,-,0,44,13
8.232,ev0,-1.11,0.51,2.69,-0.16,1.57,0.32,82.0,0.122,0.267,0.0728,7.32,185,0.15,0,18,-1,0.000,0.000,7.550,-40.105,1310,1690,1315,1519,1800,33,10.0,0,53,21.49,7.17,1,-,0,46,13
8.332,ev0,-1.13,0.67,2.48,-0.21,1.60,0.35,75.0,0.002,-0.051,0.0699,8.06,185,0.15,0,20,-1,0.000,0.000,7.550,-40.105,1320,1718,1326,1496,1800,33,10.1,0,53,21.49,13.37,1,-,0,48,14
8.432,ev0,-1.16,0.84,2.03,-0.38,1.81,-0.62,80.0,0.059,-0.196,0.0716,8.03,185,0.15,0,23,-1,0.000,0.000,7.550,-40.105,1397,1675,1327,1515,1800,33,11.6,0,53,20.68,11.72,1,-,0,50,14
8.533,ev0,-1.20,1.03,1.54,-0.43,1.89,-2.85,103.0,,,,,185,0.15,0,23,-1,0.000,0.000,7.550,-40.105,1507,1563,1319,1598,1800,33,9.5,0,53,21.13,,0,,0,50,18
8.634,ev0,-1.24,1.22,1.16,-0.35,1.69,-2.97,137.0,,,,,185,0.15,0,24,-1,0.000,0.000,7.550,-40.105,1506,1440,1319,1720,1800,33,10.0,0,53,21.13,,0,,0,50,20
8.734,ev0,-1.25,1.36,0.72,0.13,1.35,-3.39,172.0,0.153,0.103,0.0074,5.46,185,0.15,0,26,-1,0.000,0.000,7.550,-40.105,1494,1352,1413,1843,1800,33,12.6,0,53,21.59,10.87,0,-,0,51,21
8.835,ev0,-1.22,1.50,0.46,0.51,1.37,-3.13,-169.0,,,,,185,0.15,0,28,-1,0.000,0.000,7.550,-40.105,1494,1330,1489,1900,1800,33,11.2,0,53,21.18,,0,,0,51,22
8.935,ev0,-1.14,1.64,0.36,0.85,1.38,-2.47,-158.0,,,,,185,0.15,0,28,-1,0.000,0.000,7.550,-40.105,1483,1325,1548,1900,1800,33,10.1,0,53,21.18,,0,,0,51,27
9.036,ev0,-1.05,1.77,0.47,0.87,1.27,-1.42,-152.0,,,,,185,0.15,0,29,-1,0.000,0.000,7.550,-40.105,1419,1295,1586,1900,1800,33,11.9,0,53,21.37,,0,,0,51,30
9.137,ev0,-0.97,1.90,0.55,0.86,1.16,-1.28,-155.0,0.574,-0.746,0.0041,24.00,185,0.15,0,31,-1,0.000,0.000,7.550,-40.105,1408,1285,1583,1900,1800,33,11.1,0,46,21.86,10.25,0,-,0,51,32
9.237,ev0,-0.88,2.01,0.59,0.88,1.08,-1.25,-158.0,,,,,185,0.15,0,32,-1,0.000,0.000,7.550,-40.105,1408,1281,1581,1900,1800,33,10.1,0,46,21.86,,0,,0,51,35
9.338,ev0,-0.79,2.11,0.44,0.95,1.01,-1.49,-163.0,,,,,185,0.15,0,34,-1,0.000,0.000,7.550,-40.105,1423,1287,1572,1900,1800,33,11.7,0,46,21.96,,0,,0,51,37
9.438,ev0,-0.69,2.20,0.44,0.97,0.87,-1.21,-169.0,0.341,-0.201,0.0034,26.86,185,0.15,0,36,-1,0.000,0.000,7.550,-40.105,1405,1274,1561,1898,1800,33,10.0,0,46,22.19,9.23,0,-,0,51,39
9.540,ev0,-0.59,2.28,0.50,0.90,0.73,-1.04,-175.0,,,,,185,0.15,0,36,-1,0.000,0.000,7.550,-40.105,1393,1265,1542,1874,1800,33,10.1,0,46,22.19,,0,,0,51,42
9.642,ev0,-0.51,2.35,0.46,0.78,0.64,-1.11,177.0,,,,,185,0.15,0,37,-1,0.000,0.000,7.550,-40.105,1396,1267,1508,1844,1800,33,12.0,0,46,22.38,,0,,0,51,45
9.742,ev0,-0.44,2.42,0.44,0.68,0.71,-0.92,171.0,,,,,185,0.15,0,39,-1,0.000,0.000,7.550,-40.105,1392,1250,1482,1820,1800,33,11.3,0,46,22.55,,0,,0,51,46
9.843,ev0,-0.37,2.50,0.43,0.62,0.77,-0.92,172.0,0.702,-0.249,0.0046,5.15,185,0.15,0,41,-1,0.000,0.000,7.550,-40.105,1398,1242,1485,1822,1800,33,9.6,0,46,22.55,9.67,0,-,0,51,47
9.944,ev0,-0.31,2.58,0.42,0.65,0.85,-1.02,177.0,0.705,-0.094,0.0073,5.50,185,0.15,0,42,-1,0.000,0.000,7.550,-40.105,1411,1237,1511,1837,1800,33,11.8,0,46,22.67,11.71,0,-,0,51,49
10.044,ev0,-0.24,2.68,0.42,0.77,1.07,-0.82,177.0,0.738,0.075,0.0065,5.75,185,0.15,0,44,-1,0.000,0.000,7.550,-40.105,1320,1464,1522,1835,1800,33,9.4,0,46,22.72,11.48,0,-,0,51,49
10.145,ev0,-0.15,2.79,0.41,1.00,1.08,-1.00,-180.0,0.760,0.786,0.0170,6.21,185,0.15,0,47,-1,0.000,0.000,7.550,-40.105,1333,1476,1532,1842,1800,33,12.1,0,35,22.72,16.56,0,width_clipped,0,51,49
10.246,ev0,-0.02,2.90,0.24,1.44,1.06,-1.78,140.0,,,,,185,0.15,0,47,-1,0.000,0.000,7.550,-40.105,1389,1494,1533,1698,1800,33,12.0,0,35,23.01,,0,,0,51,51
10.347,ev0,0.07,2.90,0.22,0.48,-0.66,0.77,176.0,,,,,185,0.15,0,47,-1,0.000,0.000,7.550,-40.105,1199,1548,1443,1819,1800,33,10.9,0,35,23.25,,0,,0,51,51
10.447,ev0,0.07,2.77,0.28,0.09,-1.38,1.06,172.0,,,,,185,0.15,0,47,-1,0.000,0.000,7.550,-40.105,1177,1582,1473,1805,1800,33,9.7,0,35,23.25,,0,,0,51,51
10.548,ev0,0.11,2.63,0.31,0.38,-1.39,1.03,155.0,,,,,185,0.15,0,47,-1,0.000,0.000,7.550,-40.105,1179,1580,1471,1743,1800,33,10.7,0,35,23.40,,0,,0,51,51
