t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat
2.392,ev0/lm0,0.20,0.30,0.74,-0.25,-0.15,-0.24,89.2,0.059,0.412,0.1050,7.09,55,0.02,0,5,-1,0.000,0.000,-1.443,1.721,1279,1505,1550,1506,1800,33,11.3,0,60,23.18
2.492,ev0/lm0,0.09,0.26,0.69,-0.24,-0.15,-0.17,89.3,0.056,0.367,0.1031,7.14,58,0.02,0,5,-1,0.000,0.000,-1.252,1.398,1277,1508,1550,1509,1800,33,9.8,0,60,23.18
2.592,ev0/lm0,0.09,0.21,0.62,-0.21,-0.12,-0.10,89.3,0.053,0.250,0.1007,7.29,60,0.04,0,5,-1,0.000,0.000,-1.295,1.070,1270,1507,1551,1509,1800,33,10.0,0,60,23.11
2.693,ev0/lm0,0.10,0.14,0.58,-0.16,-0.04,0.01,89.3,0.050,0.161,0.0990,7.34,63,0.04,0,5,-1,0.000,0.000,-1.377,0.448,1265,1505,1553,1508,1800,33,10.9,0,60,23.08
2.793,ev0/lm0,0.11,0.10,0.55,-0.13,0.07,0.09,89.3,0.045,0.124,0.0988,7.39,65,0.04,0,5,-1,0.000,0.000,-1.451,0.049,1260,1504,1554,1508,1800,33,9.6,0,60,23.08
2.894,ev0/lm0,0.14,0.05,0.51,-0.11,0.18,0.14,89.3,0.042,0.097,0.0985,7.39,68,0.04,0,5,-1,0.000,0.000,-1.551,-0.520,1258,1502,1555,1507,1800,33,11.1,0,60,23.06
2.994,ev0/lm0,0.15,0.05,0.52,-0.08,0.29,0.21,89.3,0.042,0.089,0.0993,7.46,70,0.02,0,5,-1,0.000,0.000,-1.592,-0.812,1253,1501,1556,1507,1800,33,11.1,0,60,23.06
3.094,ev0/lm0,0.06,0.05,0.54,-0.10,0.40,0.26,88.3,0.037,0.085,0.1002,7.36,73,0.07,0,5,-1,0.000,0.000,-1.411,-1.178,1246,1506,1558,1506,1800,33,9.6,0,60,23.06
3.195,ev0/lm0,0.05,0.07,0.55,-0.11,0.51,0.26,88.3,0.037,0.081,0.1014,7.32,75,0.03,0,5,-1,0.000,0.000,-1.418,-1.465,1243,1524,1467,1506,1800,33,10.6,0,60,23.06
3.295,ev0/lm0,0.07,0.08,0.57,-0.10,0.61,0.26,88.3,0.035,0.082,0.1027,7.39,78,0.03,0,5,-1,0.000,0.000,-1.498,-1.854,1244,1517,1453,1506,1800,33,11.2,0,60,23.08
3.396,ev0/lm0,0.08,0.14,0.60,-0.08,0.65,0.25,88.3,0.030,0.239,0.1060,7.11,80,0.01,0,5,-1,0.000,0.000,-1.541,-1.892,1251,1511,1449,1505,1800,33,10.0,0,60,23.08
3.496,ev0/lm0,0.12,0.24,0.61,-0.05,0.62,0.24,88.3,0.028,0.401,0.1128,6.92,83,0.05,0,5,-1,0.000,0.000,-1.627,-1.527,1247,1499,1450,1505,1800,33,10.1,0,60,23.07
3.597,ev0/lm0,0.15,0.34,0.68,-0.02,0.57,0.29,88.3,0.026,0.504,0.1173,6.80,85,0.04,0,5,-1,0.000,0.000,-1.690,-1.128,1236,1489,1455,1504,1800,33,12.9,0,60,23.07
3.698,ev0/lm0,0.07,0.47,0.76,-0.03,0.51,0.35,87.4,0.022,0.568,0.1210,6.70,88,0.08,0,5,-1,0.000,0.000,-1.529,-0.442,1225,1506,1476,1503,1800,33,10.2,0,60,23.10
3.798,ev0/lm0,0.09,0.56,0.84,-0.05,0.44,0.38,87.4,0.017,0.601,0.1253,6.53,90,0.05,0,5,-1,0.000,0.000,-1.568,0.002,1219,1503,1566,1503,1800,33,10.7,0,60,23.10
3.898,ev0/lm0,0.12,0.65,0.86,-0.06,0.43,0.19,87.4,0.013,0.478,0.1227,6.57,93,0.03,0,5,-1,0.000,0.000,-1.630,0.504,1227,1503,1564,1502,1800,33,13.2,0,60,23.13
3.999,ev0/lm0,0.13,0.69,0.87,-0.07,0.48,0.06,87.4,0.007,0.329,0.1210,6.65,95,0.02,0,5,-1,0.000,0.000,-1.681,0.466,1232,1502,1562,1502,1800,33,10.1,0,60,23.17
4.100,ev0/lm0,0.17,0.72,0.90,-0.06,0.55,-0.01,87.4,0.003,0.265,0.1217,6.68,98,0.03,0,5,-1,0.000,0.000,-1.776,0.196,1229,1501,1478,1501,1800,33,10.9,0,60,23.17
4.201,ev0/lm0,0.17,0.75,0.99,-0.08,0.61,0.04,87.4,0.002,0.297,0.1262,6.63,100,0.02,0,5,-1,0.000,0.000,-1.799,-0.002,1231,1503,1470,1501,1800,33,11.7,0,60,23.17
4.302,ev0/lm0,0.18,0.82,1.03,-0.08,0.62,0.02,87.4,0.002,0.436,0.1314,6.44,103,0.01,0,5,-1,0.000,0.000,-1.845,0.071,1234,1499,1469,1500,1800,33,10.5,0,60,23.20
4.402,ev0/lm0,0.18,0.90,1.01,-0.08,0.59,-0.10,87.4,0.001,0.514,0.1361,6.29,105,0.02,0,5,-1,0.000,0.000,-1.857,0.238,1240,1505,1482,1501,1800,33,11.4,0,60,23.20
4.503,ev0/lm0,0.19,1.00,1.03,-0.08,0.55,-0.14,87.4,0.003,0.558,0.1410,6.20,108,0.02,0,5,-1,0.000,0.000,-1.897,0.678,1238,1501,1487,1500,1800,33,11.0,0,60,23.18
4.603,ev0/lm0,0.19,1.08,1.05,-0.09,0.51,-0.11,87.4,0.000,0.556,0.1438,6.10,110,0.02,0,5,-1,0.000,0.000,-1.909,0.940,1233,1501,1491,1501,1800,33,9.9,0,60,23.17
4.704,ev0/lm0,0.20,1.15,1.11,-0.10,0.49,-0.03,87.4,0.003,0.546,0.1454,6.12,113,0.01,0,5,-1,0.000,0.000,-1.929,1.161,1231,1502,1562,1501,1800,33,11.1,0,60,23.17
4.804,ev0/lm0,0.22,1.22,1.09,-0.10,0.48,-0.09,87.5,-0.001,0.504,0.1468,6.07,115,0.03,0,5,-1,0.000,0.000,-1.992,1.338,1233,1501,1562,1500,1800,33,11.3,0,60,23.17
4.904,ev0/lm0,0.24,1.26,1.07,-0.09,0.51,-0.14,87.5,-0.008,0.347,0.1446,6.09,118,0.03,0,5,-1,0.000,0.000,-2.057,1.291,1234,1500,1498,1499,1800,33,10.2,0,60,23.17
5.005,ev0/lm0,0.26,1.29,1.06,-0.08,0.58,-0.15,87.5,-0.011,0.281,0.1469,6.07,120,0.03,0,5,-1,0.000,0.000,-2.120,1.058,1241,1495,1490,1499,1800,33,11.0,0,60,23.17
5.105,ev0/lm0,0.26,1.34,1.09,-0.08,0.61,-0.12,87.5,-0.010,0.362,0.1524,5.99,123,0.01,0,5,-1,0.000,0.000,-2.153,0.911,1245,1494,1485,1499,1800,33,11.2,0,60,23.17
5.206,ev0/lm0,0.28,1.41,1.09,-0.10,0.61,-0.11,87.5,-0.013,0.415,0.1574,5.84,125,0.03,0,5,-1,0.000,0.000,-2.202,1.053,1250,1500,1492,1498,1800,33,10.6,0,60,23.15
5.306,ev0/lm0,0.29,1.49,1.04,-0.11,0.59,-0.17,87.5,-0.015,0.439,0.1620,5.76,128,0.01,0,5,-1,0.000,0.000,-2.248,1.260,1254,1500,1494,1498,1800,33,11.3,0,60,23.15
5.406,ev0/lm0,0.29,1.56,0.99,-0.13,0.58,-0.18,87.5,-0.015,0.439,0.1659,5.66,130,0.01,0,5,-1,0.000,0.000,-2.267,1.370,1257,1500,1495,1498,1800,33,11.1,0,60,23.10
5.507,ev0/lm0,0.30,1.64,0.97,-0.13,0.56,-0.15,87.5,-0.015,0.439,0.1700,5.62,133,0.01,0,5,-1,0.000,0.000,-2.309,1.576,1255,1506,1503,1498,1800,33,10.5,0,60,23.07
5.607,ev0/lm0,0.30,1.71,0.96,-0.13,0.55,-0.08,87.5,-0.020,0.436,0.1746,5.50,135,0.02,0,5,-1,0.000,0.000,-2.346,1.728,1250,1504,1504,1498,1800,33,11.1,0,60,23.07
5.708,ev0/lm0,0.31,1.79,0.97,-0.13,0.54,-0.00,87.5,-0.017,0.425,0.1784,5.47,138,0.01,0,5,-1,0.000,0.000,-2.386,1.917,1241,1501,1505,1498,1800,33,9.8,0,60,23.03
5.809,ev0/lm0,0.36,1.85,0.99,-0.12,0.53,0.05,88.5,-0.019,0.412,0.1830,5.39,140,0.09,0,5,-1,0.000,0.000,-2.511,2.002,1238,1492,1504,1500,1800,33,9.0,0,60,23.03
5.909,ev0/lm0,0.44,1.92,0.98,-0.11,0.52,0.06,88.5,-0.022,0.410,0.1878,5.34,143,0.01,0,5,-1,0.000,0.000,-2.692,2.180,1237,1487,1510,1497,1800,33,12.1,0,60,23.03
6.010,ev0/lm0,0.43,1.98,0.97,-0.12,0.52,-0.01,88.6,-0.025,0.407,0.1932,5.25,145,0.02,0,5,-1,0.000,0.000,-2.704,2.316,1243,1488,1509,1497,1800,33,10.7,0,60,23.07
6.110,ev0/lm0,0.45,2.06,0.96,-0.14,0.53,-0.06,88.6,-0.027,0.397,0.1978,5.17,148,0.02,0,5,-1,0.000,0.000,-2.766,2.564,1247,1486,1506,1496,1800,33,10.4,0,60,23.05
6.211,ev0/lm0,0.45,2.13,0.95,-0.16,0.54,-0.09,88.6,-0.030,0.393,0.2024,5.11,150,0.02,0,5,-1,0.000,0.000,-2.799,2.693,1249,1488,1503,1496,1800,33,11.3,0,60,23.05
6.311,ev0/lm0,0.45,2.21,0.96,-0.19,0.55,-0.07,88.6,-0.026,0.397,0.2091,5.00,153,0.02,0,5,-1,0.000,0.000,-2.837,2.924,1248,1502,1508,1496,1800,33,11.7,0,60,23.03
6.412,ev0/lm0,0.44,2.28,0.97,-0.23,0.56,-0.03,88.6,-0.022,0.401,0.2154,4.95,155,0.01,0,5,-1,0.000,0.000,-2.860,3.075,1243,1506,1505,1497,1800,33,10.3,0,60,23.04
6.512,ev0/lm0,0.44,2.36,0.99,-0.24,0.57,0.01,88.6,-0.022,0.421,0.2226,4.88,158,0.02,0,5,-1,0.000,0.000,-2.895,3.356,1237,1506,1502,1497,1800,33,10.7,0,60,23.04
6.613,ev0/lm0,0.43,2.44,1.00,-0.24,0.58,0.03,88.6,-0.019,0.438,0.2310,4.78,160,0.02,0,5,-1,0.000,0.000,-2.925,3.524,1232,1517,1511,1498,1800,33,12.0,0,60,23.04
6.713,ev0/lm0,0.42,2.52,1.03,-0.24,0.58,0.04,88.6,-0.016,0.438,0.2376,4.74,163,0.01,0,5,-1,0.000,0.000,-2.949,3.751,1228,1514,1510,1498,1800,33,10.3,0,60,23.06
6.814,ev0/lm0,0.42,2.60,1.09,-0.23,0.58,0.06,88.6,-0.015,0.431,0.2447,4.66,165,0.03,0,5,-1,0.000,0.000,-2.994,3.934,1226,1508,1509,1498,1800,33,11.6,0,60,23.06
6.914,ev0/lm0,0.43,2.69,1.10,-0.20,0.60,-0.01,88.6,-0.019,0.436,0.2524,4.53,168,0.03,0,5,-1,0.000,0.000,-3.056,4.241,1229,1511,1515,1498,1800,33,12.0,0,60,23.10
7.014,ev0/lm0,0.47,2.79,1.10,-0.19,0.60,-0.10,88.6,-0.034,0.456,0.2611,4.31,170,0.03,0,5,-1,0.000,0.000,-3.182,4.663,1235,1497,1511,1496,1800,33,10.5,0,60,23.13
7.115,ev0/lm0,0.55,2.98,1.09,-0.16,0.62,-0.18,88.6,-0.069,0.490,0.2721,3.94,173,0.10,0,5,-1,0.000,0.000,-3.366,5.909,1234,1486,1513,1492,1800,33,11.7,0,60,23.13
7.215,ev0/lm0,0.70,3.18,1.07,-0.11,0.64,-0.24,88.7,-0.039,0.428,0.2823,4.14,175,0.17,0,5,-1,0.000,0.000,-3.660,7.140,1238,1462,1514,1485,1800,33,12.1,0,60,23.11
7.316,ev0/lm0,0.74,3.39,1.04,-0.11,0.66,-0.28,89.7,-0.097,0.517,0.2940,3.60,178,0.07,0,5,-1,0.000,0.000,-3.770,8.527,1235,1459,1517,1486,1800,33,10.3,0,60,23.11
7.417,ev0/lm0,0.72,3.52,1.02,-0.16,0.67,-0.33,89.7,-0.094,0.475,0.3065,3.57,180,0.05,0,5,-1,0.000,0.000,-3.768,9.155,1235,1467,1511,1487,1800,33,11.2,0,60,23.11
7.517,ev0/lm0,0.67,3.63,1.03,-0.22,0.68,-0.31,89.7,-0.087,0.440,0.3204,3.51,183,0.05,0,5,-1,0.000,0.000,-3.726,9.567,1240,1480,1506,1489,1800,33,12.2,0,60,23.11
7.618,ev0/lm0,0.73,3.73,1.00,-0.25,0.70,-0.35,90.7,-0.080,0.431,0.3312,3.46,185,0.08,0,5,-1,0.000,0.000,-3.881,9.860,1248,1488,1506,1489,1800,33,10.4,0,60,23.10
7.718,ev0/lm0,0.62,3.79,0.94,-0.32,0.72,-0.41,90.7,-0.037,0.356,0.3466,3.62,188,0.08,0,5,-1,0.000,0.000,-3.724,9.753,1259,1510,1505,1495,1800,33,10.8,0,60,23.10
7.819,ev0/lm0,0.63,3.87,0.98,-0.35,0.72,-0.29,90.7,-0.028,0.364,0.3604,3.54,190,0.02,0,5,-1,0.000,0.000,-3.809,9.779,1254,1509,1501,1494,1800,33,10.5,0,60,23.06
7.919,ev0/lm0,0.51,3.89,1.01,-0.39,0.73,-0.17,90.7,0.013,0.319,0.3766,3.62,193,0.05,0,5,-1,0.000,0.000,-3.653,9.272,1252,1527,1504,1501,1800,33,11.3,0,60,23.03
8.020,ev0/lm0,0.43,3.92,1.02,-0.40,0.73,-0.09,90.7,0.022,0.325,0.3931,3.51,195,0.04,0,5,-1,0.000,0.000,-3.583,8.819,1254,1550,1519,1506,1800,33,9.5,0,60,23.03
8.120,ev0/lm0,0.44,3.95,0.98,-0.36,0.73,-0.11,90.7,0.031,0.299,0.4112,3.43,198,0.02,0,5,-1,0.000,0.000,-3.664,8.464,1260,1540,1517,1506,1800,33,11.8,0,60,23.01
8.221,ev0/lm0,0.42,4.02,0.95,-0.30,0.74,-0.08,90.7,0.062,0.299,0.4366,3.15,200,0.02,0,5,-1,0.000,0.000,-3.705,8.349,1262,1530,1516,1506,1800,33,10.7,0,60,22.99
8.321,ev0/lm0,0.39,4.14,0.94,-0.24,0.75,-0.03,90.7,0.045,0.275,0.4618,3.06,203,0.04,0,5,-1,0.000,0.000,-3.684,8.807,1261,1522,1515,1509,1800,33,9.4,0,60,22.99
8.422,ev0/lm0,0.39,4.23,0.91,-0.18,0.78,0.01,90.8,0.055,0.233,0.4874,3.10,205,0.01,0,5,-1,0.000,0.000,-3.725,8.923,1264,1521,1519,1509,1800,33,11.6,0,60,22.97
8.522,ev0/lm0,0.45,4.32,0.92,-0.12,0.79,0.08,90.8,0.021,0.249,0.5153,2.95,208,0.03,0,5,-1,0.000,0.000,-3.865,9.085,1257,1502,1518,1505,1800,33,10.9,0,60,22.95
8.623,ev0/lm0,0.47,4.40,0.94,-0.07,0.81,0.16,89.8,0.009,0.243,0.5452,2.91,210,0.03,0,5,-1,0.000,0.000,-3.916,9.084,1252,1493,1517,1500,1800,33,9.6,0,60,22.95
8.723,ev0/lm0,0.46,4.48,0.94,-0.07,0.83,0.19,89.8,0.000,0.247,0.5755,2.86,213,0.02,0,5,-1,0.000,0.000,-3.905,9.031,1249,1500,1521,1501,1800,33,12.0,0,60,22.94
8.824,ev0/lm0,0.48,4.56,0.94,-0.07,0.85,0.17,89.8,-0.012,0.083,0.6113,2.76,215,0.01,0,5,-1,0.000,0.000,-3.952,9.003,1251,1495,1518,1500,1800,33,10.6,0,60,22.94
8.924,ev0/lm0,0.51,4.65,0.92,-0.06,0.88,0.14,89.8,-0.023,0.083,0.6376,2.64,218,0.02,0,5,-1,0.000,0.000,-4.017,9.048,1260,1490,1514,1497,1800,33,9.9,0,60,22.94
9.025,ev0/lm0,0.55,4.76,0.90,-0.04,0.90,0.10,89.8,-0.051,0.083,0.6534,2.48,220,0.02,0,5,-1,0.000,0.000,-4.100,9.224,1270,1488,1518,1494,1800,33,12.2,0,60,22.94
9.126,ev0/lm0,0.62,4.88,0.92,-0.04,0.91,0.16,90.8,-0.065,0.083,0.6721,2.34,223,0.06,0,5,-1,0.000,0.000,-4.219,9.514,1272,1480,1518,1492,1800,33,9.7,0,60,22.92
9.226,ev0/lm0,0.64,5.00,0.97,-0.06,0.92,0.27,90.8,-0.068,0.083,0.7027,2.25,225,0.01,0,5,-1,0.000,0.000,-4.276,9.707,1270,1483,1526,1489,1800,33,9.9,0,60,22.92
9.326,ev0/lm0,0.63,5.11,1.06,-0.10,0.94,0.44,90.8,-0.070,0.083,0.7472,2.15,228,0.01,0,5,-1,0.000,0.000,-4.278,9.939,1262,1488,1522,1490,1800,33,12.2,0,60,22.89
9.427,ev0/lm0,0.64,5.23,1.14,-0.13,0.95,0.57,90.8,-0.072,0.083,0.4175,2.03,230,0.02,0,5,-1,0.000,0.000,-4.304,10.099,1256,1497,1533,1489,1800,33,10.4,0,60,22.87
9.527,ev0/lm0,0.58,5.33,1.23,-0.17,0.96,0.66,90.8,-0.049,0.083,0.3988,1.98,233,0.03,0,5,-1,0.000,0.000,-4.245,10.233,1245,1506,1533,1503,1800,33,9.8,0,60,22.87
9.628,ev0/lm0,0.54,5.43,1.31,-0.21,0.97,0.73,90.9,-0.017,0.083,0.3954,1.91,235,0.02,0,5,-1,0.000,0.000,-4.193,10.230,1238,1527,1548,1505,1800,33,12.2,0,59,22.89
9.728,ev0/lm0,0.48,5.52,1.34,-0.23,0.99,0.63,90.9,0.010,0.083,0.3481,1.86,238,0.02,0,5,-1,0.000,0.000,-4.146,10.144,1241,1534,1545,1505,1800,33,10.5,0,59,22.92
9.828,ev0/lm0,0.44,5.61,1.32,-0.22,1.02,0.49,90.9,0.036,0.083,0.3684,1.81,240,0.02,0,5,-1,0.000,0.000,-4.116,10.015,1246,1534,1541,1505,1800,33,9.9,0,59,22.92
9.929,ev0/lm0,0.45,5.67,1.38,-0.18,1.05,0.46,90.9,0.036,0.083,0.3504,1.81,243,0.04,0,5,-1,0.000,0.000,-4.164,9.576,1242,1538,1546,1506,1800,33,11.8,0,59,22.95
10.029,ev0/lm0,0.45,5.73,1.43,-0.15,1.09,0.46,90.9,0.036,0.083,0.3032,1.81,245,0.04,0,5,-1,0.000,0.000,-4.195,9.165,1243,1530,1548,1506,1800,33,10.3,0,59,22.95
10.130,ev0/lm0,0.45,5.76,1.49,-0.10,1.12,0.47,90.9,0.036,0.083,0.3004,1.81,248,0.05,0,5,-1,0.000,0.000,-4.219,8.348,1239,1524,1545,1506,1800,33,10.1,0,59,22.95
10.230,ev0/lm0,0.45,5.81,1.54,-0.05,1.16,0.48,90.9,0.036,0.083,0.2875,1.81,250,0.06,0,5,-1,0.000,0.000,-4.238,7.715,1236,1517,1542,1506,1800,33,12.1,0,59,22.95
10.332,ev0/lm0,0.46,5.82,1.59,-0.03,1.20,0.46,90.9,0.036,0.083,0.2544,1.81,253,0.06,0,5,-1,0.000,0.000,-4.256,6.671,1237,1513,1536,1506,1800,33,12.0,0,59,22.98
10.433,ev0,0.46,5.95,1.65,-0.02,1.23,0.44,89.9,0.036,-2.033,0.2511,1.81,253,0.06,0,7,-1,0.000,0.000,-4.256,6.671,1241,1513,1537,1503,1800,33,10.4,0,59,22.98
10.534,ev0,0.45,6.07,1.68,-0.02,1.26,0.39,89.9,0.036,-1.919,0.3221,1.81,253,0.06,0,10,-1,0.000,0.000,-4.256,6.671,1252,1512,1532,1503,1800,33,12.0,0,59,22.98
10.634,ev0,0.45,6.20,1.77,-0.02,1.27,0.44,89.9,0.036,-1.617,0.5015,1.81,253,0.06,0,12,-1,0.000,0.000,-4.256,6.671,1251,1512,1535,1502,1800,33,11.4,0,49,22.96
10.734,ev0,0.50,6.19,1.84,1.34,-0.24,-0.05,91.9,0.036,-1.281,0.6174,1.81,254,0.13,0,14,-1,0.000,0.000,-4.257,5.926,1292,1510,1546,1509,1800,33,10.0,0,49,22.96
10.835,ev0,0.78,5.96,1.95,3.73,-2.34,0.19,98.0,-0.952,-0.681,0.0003,154.62,255,0.12,0,15,-1,0.000,0.000,-4.251,5.231,1273,1533,1539,1530,1800,33,11.8,0,49,22.61
10.935,ev0,1.16,5.72,1.98,3.72,-2.43,-0.43,170.0,0.735,-0.274,0.0431,6.02,255,0.12,0,18,-1,0.000,0.000,-4.251,5.231,1313,1540,1483,1782,1800,33,11.1,0,49,22.89
11.036,ev0,1.04,5.44,1.95,3.76,-1.93,-1.12,-97.0,0.030,1.200,0.0060,12.60,256,0.82,0,19,-1,0.000,0.000,-3.414,4.112,1358,1487,1465,1900,1800,33,10.0,0,49,22.89
11.136,ev0,1.41,5.29,1.77,3.61,-1.13,-2.05,-103.0,-0.647,0.182,0.0164,16.11,256,0.82,0,21,-1,0.000,0.000,-3.414,4.112,1419,1498,1469,1900,1800,33,11.8,0,49,22.01
11.236,ev0,1.67,5.17,1.73,2.02,-1.34,-1.49,-143.0,,,,,256,0.82,0,23,-1,0.000,0.000,-3.414,4.112,1373,1512,1467,1842,1800,33,11.2,0,49,21.53
11.337,ev0,1.83,5.02,1.82,1.46,-1.61,-0.34,-168.0,0.783,0.083,0.2299,7.16,256,0.82,0,25,-1,0.000,0.000,-3.414,4.112,1284,1525,1458,1749,1800,33,10.1,0,49,21.53
11.437,ev0,1.98,4.84,1.75,1.69,-1.99,-0.08,179.0,0.570,0.083,0.4281,3.88,256,0.82,0,28,-1,0.000,0.000,-3.414,4.112,1264,1538,1538,1701,1800,33,12.0,0,49,21.56
11.538,ev0,2.20,4.56,1.43,2.51,-3.30,-0.51,175.0,0.539,0.083,0.3633,3.65,256,0.82,0,30,-1,0.000,0.000,-3.414,4.112,1302,1532,1533,1685,1800,33,11.3,0,49,21.16
11.638,ev0,2.48,4.18,1.20,2.86,-3.82,-0.93,174.0,0.952,0.265,0.0392,21.48,256,0.82,0,33,-1,0.000,0.000,-3.414,4.112,1338,1527,1529,1679,1800,33,9.9,0,60,21.16
