t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat
11.739,ev0,2.77,3.80,1.18,2.78,-3.90,-1.21,-178.0,,,,,256,0.82,0,35,-1,0.000,0.000,-3.414,4.112,1362,1529,1522,1706,1800,33,11.8,0,60,21.44
11.839,ev0,3.01,3.36,1.66,2.12,-4.59,1.28,-173.0,,,,,256,0.82,0,36,-1,0.000,0.000,-3.414,4.112,1171,1581,1540,1725,1800,33,11.5,0,60,20.75
11.940,ev0,3.20,2.88,2.03,1.94,-4.83,1.94,-170.0,0.981,-0.869,0.0013,46.39,256,0.82,0,38,-1,0.000,0.000,-3.414,4.112,1106,1632,1551,1739,1800,33,9.8,0,60,20.75
12.040,ev0,3.40,2.39,1.19,1.93,-4.87,-1.28,-161.9,-0.857,-0.661,0.0011,22.96,256,0.82,0,40,-1,0.000,0.000,-3.414,4.112,1370,1535,1508,1770,1800,33,12.1,0,60,21.51
12.141,ev0,3.59,1.90,0.67,1.92,-4.88,-2.73,-156.9,-0.740,-0.350,0.0038,10.79,256,0.82,0,43,-1,0.000,0.000,-3.414,4.112,1450,1528,1503,1790,1800,33,11.0,0,60,22.14
12.241,ev0,3.78,1.41,0.34,1.90,-4.89,-3.71,-151.9,-0.581,-0.113,0.0034,11.71,256,0.82,0,45,-1,0.000,0.000,-3.414,4.112,1450,1528,1501,1810,1800,33,10.1,0,60,22.14
12.342,ev0,3.97,0.92,-0.02,1.89,-4.90,-2.21,-146.9,-0.287,0.151,0.0026,14.50,256,0.82,0,48,-1,0.000,0.000,-3.414,4.112,1450,1528,1498,1829,1800,33,11.1,0,60,22.59
12.442,ev0,4.16,0.43,-0.07,1.89,-4.92,-2.21,-140.9,-0.121,0.190,0.0028,16.69,256,0.82,0,50,-1,0.000,0.000,-3.414,4.112,1450,1528,1495,1852,1800,33,10.1,0,60,22.94
12.543,ev0,4.37,-0.06,-0.13,2.18,-4.82,-2.48,-135.9,,,,,256,0.82,0,52,-1,0.000,0.000,-3.414,4.112,1450,1527,1493,1871,1800,33,9.7,0,60,22.94
12.643,ev0,4.61,-0.54,-0.27,2.68,-4.67,-2.65,-136.9,,,,,256,0.82,0,52,-1,0.000,0.000,-3.414,4.112,1450,1528,1494,1868,1800,33,12.3,0,52,23.21
12.743,ev0,4.89,-0.96,-0.38,2.87,-3.82,-2.32,-138.9,0.610,-0.842,0.0008,57.98,256,0.82,0,54,-1,0.000,0.000,-3.414,4.112,1450,1528,1496,1860,1800,33,11.5,0,52,23.40
12.844,ev0,5.19,-1.31,-0.45,2.92,-3.61,-2.11,-140.9,-0.078,-0.749,0.0022,19.01,256,0.82,0,57,-1,0.000,0.000,-3.414,4.112,1449,1528,1497,1851,1800,33,9.1,0,52,23.40
12.945,ev0,5.48,-1.69,-0.46,2.80,-3.81,-1.80,-139.9,-0.128,-0.715,0.0023,20.71,256,0.82,0,59,-1,0.000,0.000,-3.414,4.112,1431,1530,1496,1853,1800,33,11.0,0,52,23.54
13.045,ev0,5.75,-2.07,-0.44,2.74,-3.70,-1.32,-139.9,0.288,-0.863,0.0012,59.47,256,0.82,0,62,-1,0.000,0.000,-3.414,4.112,1397,1533,1496,1852,1800,33,11.8,0,52,23.64
13.146,ev0,6.03,-2.44,-0.40,2.71,-3.61,-0.99,-139.9,0.292,-0.857,0.0010,59.47,256,0.82,0,64,-1,0.000,0.000,-3.414,4.112,1373,1535,1496,1851,1800,33,11.1,0,52,23.64
13.246,ev0,6.30,-2.79,-0.36,2.68,-3.50,-0.77,-139.8,-0.112,-0.956,0.0025,19.66,256,0.82,0,67,-1,0.000,0.000,-3.414,4.112,1358,1537,1496,1850,1800,33,10.6,0,52,23.73
13.346,ev0,6.57,-3.14,-0.36,2.66,-3.54,-0.66,-139.8,-0.131,-0.969,0.0013,26.36,256,0.82,0,69,-1,0.000,0.000,-3.414,4.112,1351,1538,1496,1849,1800,33,11.2,0,52,23.80
13.447,ev0,6.83,-3.50,-0.36,2.64,-3.54,-0.57,-139.8,-0.146,-0.974,0.0009,30.12,256,0.82,0,72,-1,0.000,0.000,-3.414,4.112,1344,1539,1496,1848,1800,33,9.8,0,52,23.80
13.547,ev0,7.10,-3.85,-0.36,2.62,-3.51,-0.46,-139.8,-0.140,-0.946,0.0013,31.77,256,0.82,0,74,-1,0.000,0.000,-3.414,4.112,1337,1540,1496,1847,1800,33,11.0,0,52,23.85
13.648,ev0,7.36,-4.21,-0.35,2.62,-3.51,-0.36,-139.8,0.287,-0.824,0.0008,62.68,256,0.82,0,77,-1,0.000,0.000,-3.414,4.112,1330,1541,1496,1847,1800,33,11.1,0,50,23.89
13.748,ev0,7.62,-4.56,-0.33,2.62,-3.51,-0.26,-139.8,-0.146,-0.940,0.0010,31.77,256,0.82,0,79,-1,0.000,0.000,-3.414,4.112,1323,1542,1496,1846,1800,33,9.7,0,50,23.89
13.849,ev0,7.88,-4.91,-0.28,2.62,-3.53,-0.14,-139.8,0.285,-0.818,0.0009,61.03,256,0.82,0,82,-1,0.000,0.000,-3.414,4.112,1315,1543,1495,1846,1800,33,10.7,0,50,23.92
13.949,ev0,8.15,-5.27,-0.24,2.61,-3.53,-0.05,-139.8,-0.146,-0.946,0.0009,32.67,256,0.82,0,84,-1,0.000,0.000,-3.414,4.112,1309,1544,1495,1845,1800,33,11.4,0,50,23.95
14.050,ev0,8.41,-5.62,-0.23,2.61,-3.52,-0.01,-139.8,-0.154,-0.954,0.0008,36.81,256,0.82,0,87,-1,0.000,0.000,-3.414,4.112,1306,1545,1495,1844,1800,33,9.9,0,50,23.95
14.150,ev0,8.67,-5.97,-0.25,2.61,-3.51,-0.03,-139.8,-0.156,-0.958,0.0008,35.14,256,0.82,0,89,-1,0.000,0.000,-3.414,4.112,1308,1544,1495,1844,1800,33,11.2,0,50,23.97
14.250,ev0,8.93,-6.33,-0.24,2.61,-3.51,0.02,-139.8,0.287,-0.822,0.0008,66.27,256,0.82,0,92,-1,0.000,0.000,-3.414,4.112,1305,1545,1495,1844,1800,33,11.3,0,50,23.99
14.351,ev0,9.20,-6.68,-0.21,2.61,-3.50,0.07,-139.8,0.284,-0.831,0.0009,59.47,256,0.82,0,94,-1,0.000,0.000,-3.414,4.112,1301,1545,1495,1843,1800,33,10.3,0,50,23.99
14.451,ev0,9.46,-7.03,-0.20,2.60,-3.50,0.10,-139.7,0.285,-0.824,0.0008,61.03,256,0.82,0,97,-1,0.000,0.000,-3.414,4.112,1299,1546,1495,1843,1800,33,10.8,0,50,23.99
14.552,ev0,9.72,-7.38,-0.18,2.60,-3.50,0.12,-139.7,0.285,-0.825,0.0008,61.03,256,0.82,0,99,-1,0.000,0.000,-3.414,4.112,1298,1546,1495,1842,1800,33,11.5,0,50,24.01
14.652,ev0,9.98,-7.73,-0.18,2.60,-3.50,0.13,-139.7,0.287,-0.825,0.0007,66.27,256,0.82,0,102,-1,0.000,0.000,-3.414,4.112,1298,1546,1495,1842,1800,33,9.9,0,52,24.01
14.753,ev0,10.24,-8.09,-0.17,2.60,-3.50,0.14,-139.7,0.285,-0.826,0.0008,61.03,256,0.82,0,104,-1,0.000,0.000,-3.414,4.112,1298,1546,1495,1842,1800,33,9.9,0,52,24.01
14.853,ev0,10.50,-8.44,-0.17,2.60,-3.49,0.14,-139.7,0.285,-0.828,0.0008,61.03,256,0.82,0,107,-1,0.000,0.000,-3.414,4.112,1298,1546,1495,1841,1800,33,11.3,0,52,24.02
14.954,ev0,10.76,-8.79,-0.18,2.60,-3.49,0.12,-139.7,0.545,-0.761,0.0008,64.43,256,0.82,0,109,-1,0.000,0.000,-3.414,4.112,1299,1546,1496,1841,1800,33,9.2,0,52,24.02
15.054,ev0,11.02,-9.14,-0.22,2.59,-3.49,0.07,-139.7,0.542,-0.767,0.0009,57.98,256,0.82,0,112,-1,0.000,0.000,-3.414,4.112,1304,1545,1496,1841,1800,33,9.7,0,52,24.04
15.155,ev0,11.28,-9.49,-0.21,2.59,-3.49,0.10,-139.7,0.542,-0.767,0.0008,57.98,256,0.82,0,114,-1,0.000,0.000,-3.414,4.112,1302,1545,1496,1841,1800,33,11.1,0,52,24.04
15.255,ev0,11.54,-9.84,-0.19,2.59,-3.48,0.13,-139.7,0.542,-0.767,0.0009,53.94,256,0.82,0,117,-1,0.000,0.000,-3.414,4.112,1300,1546,1496,1840,1800,33,10.2,0,52,24.06
15.356,ev0,11.80,-10.19,-0.18,2.58,-3.48,0.14,-139.7,0.285,-0.838,0.0008,61.03,256,0.82,0,119,-1,0.000,0.000,-3.414,4.112,1299,1546,1496,1840,1800,33,10.5,0,52,24.06
15.456,ev0,12.06,-10.54,-0.21,2.58,-3.48,0.09,-139.7,0.285,-0.824,0.0007,61.03,256,0.82,0,122,-1,0.000,0.000,-3.414,4.112,1303,1545,1496,1840,1800,33,11.2,0,52,24.04
15.557,ev0,12.32,-10.89,-0.23,2.58,-3.48,0.08,-139.7,0.545,-0.765,0.0009,59.47,256,0.82,0,124,-1,0.000,0.000,-3.414,4.112,1305,1545,1496,1840,1800,33,10.5,0,52,24.06
15.657,ev0,12.58,-11.24,-0.20,2.58,-3.48,0.12,-139.6,0.283,-0.829,0.0008,57.98,256,0.82,0,127,-1,0.000,0.000,-3.414,4.112,1302,1545,1496,1839,1800,33,10.9,0,52,24.06
15.758,ev0,12.84,-11.59,-0.23,2.58,-3.47,0.09,-139.6,0.543,-0.768,0.0009,59.47,256,0.82,0,129,-1,0.000,0.000,-3.414,4.112,1304,1545,1496,1839,1800,33,11.3,0,52,24.06
15.858,ev0,13.10,-11.94,-0.23,2.58,-3.47,0.08,-139.6,0.543,-0.769,0.0009,59.47,256,0.82,0,132,-1,0.000,0.000,-3.414,4.112,1305,1545,1496,1839,1800,33,9.8,0,52,24.08
15.959,ev0,13.36,-12.28,-0.21,2.57,-3.47,0.13,-139.6,0.277,-0.831,0.0008,48.32,256,0.82,0,134,-1,0.000,0.000,-3.414,4.112,1302,1545,1496,1839,1800,33,11.1,0,52,24.08
16.059,ev0,13.62,-12.63,-0.19,2.57,-3.46,0.15,-139.6,0.542,-0.767,0.0009,52.71,256,0.82,0,137,-1,0.000,0.000,-3.414,4.112,1301,1546,1496,1839,1800,33,11.2,0,52,24.08
16.160,ev0,13.88,-12.98,-0.18,2.57,-3.46,0.16,-140.6,0.544,-0.768,0.0011,61.03,256,0.82,0,139,-1,0.000,0.000,-3.414,4.112,1300,1546,1497,1835,1800,33,10.4,0,52,24.08
16.260,ev0,14.13,-13.33,-0.17,2.57,-3.46,0.17,-140.6,0.543,-0.768,0.0009,62.68,256,0.82,0,142,-1,0.000,0.000,-3.414,4.112,1300,1546,1497,1835,1800,33,10.5,0,52,24.08
16.360,ev0,14.39,-13.67,-0.17,2.57,-3.46,0.16,-140.6,0.544,-0.769,0.0009,57.98,256,0.82,0,144,-1,0.000,0.000,-3.414,4.112,1301,1546,1497,1835,1800,33,11.5,0,52,24.08
16.461,ev0,14.65,-14.02,-0.17,2.57,-3.45,0.16,-140.6,0.544,-0.769,0.0009,57.98,256,0.82,0,147,-1,0.000,0.000,-3.414,4.112,1301,1546,1497,1834,1800,33,10.5,0,52,24.08
16.561,ev0,14.91,-14.37,-0.17,2.56,-3.45,0.16,-140.6,0.444,-0.835,0.0009,57.98,256,0.82,0,149,-1,0.000,0.000,-3.414,4.112,1302,1545,1497,1834,1800,33,10.6,0,52,24.08
16.662,ev0,15.17,-14.71,-0.17,2.56,-3.45,0.15,-140.6,0.447,-0.842,0.0010,52.71,256,0.82,0,152,-1,0.000,0.000,-3.414,4.112,1303,1545,1497,1834,1800,33,11.3,0,51,24.09
16.762,ev0,15.42,-15.06,-0.17,2.56,-3.45,0.15,-140.6,0.447,-0.844,0.0010,50.42,256,0.82,0,154,-1,0.000,0.000,-3.414,4.112,1303,1545,1497,1834,1800,33,10.5,0,51,24.09
16.863,ev0,15.68,-15.41,-0.17,2.55,-3.45,0.14,-140.5,0.449,-0.844,0.0011,48.32,256,0.82,0,157,-1,0.000,0.000,-3.414,4.112,1304,1545,1497,1834,1800,33,10.8,0,51,24.09
16.963,ev0,15.94,-15.75,-0.17,2.55,-3.44,0.14,-140.5,0.449,-0.842,0.0011,48.32,256,0.82,0,159,-1,0.000,0.000,-3.414,4.112,1305,1545,1497,1834,1800,33,10.9,0,51,24.09
17.063,ev0,16.19,-16.10,-0.17,2.55,-3.44,0.13,-140.5,0.450,-0.840,0.0012,46.39,256,0.82,0,162,-1,0.000,0.000,-3.414,4.112,1305,1545,1497,1834,1800,33,10.3,0,51,24.09
17.164,ev0,16.45,-16.44,-0.17,2.54,-3.44,0.13,-140.5,0.452,-0.847,0.0012,46.39,256,0.82,0,164,-1,0.000,0.000,-3.414,4.112,1306,1545,1497,1834,1800,33,10.7,0,51,24.09
17.264,ev0,16.70,-16.79,-0.17,2.54,-3.44,0.13,-140.5,0.453,-0.844,0.0012,43.76,256,0.82,0,167,-1,0.000,0.000,-3.414,4.112,1306,1545,1497,1833,1800,33,10.8,0,51,24.11
17.365,ev0,16.96,-17.13,-0.17,2.54,-3.43,0.12,-140.5,0.450,-0.843,0.0012,46.39,256,0.82,0,169,-1,0.000,0.000,-3.414,4.112,1307,1545,1497,1833,1800,33,9.5,0,51,24.10
17.465,ev0,17.21,-17.48,-0.17,2.54,-3.43,0.12,-140.5,0.453,-0.844,0.0012,43.76,256,0.82,0,172,-1,0.000,0.000,-3.414,4.112,1307,1544,1497,1833,1800,33,11.4,0,51,24.10
17.566,ev0,17.47,-17.82,-0.17,2.54,-3.43,0.12,-140.5,0.451,-0.842,0.0012,45.48,256,0.82,0,174,-1,0.000,0.000,-3.414,4.112,1308,1544,1497,1833,1800,33,9.7,0,51,24.10
17.667,ev0,17.72,-18.17,-0.17,2.54,-3.42,0.12,-140.5,0.459,-0.847,0.0014,39.31,256,0.82,0,177,-1,0.000,0.000,-3.414,4.112,1308,1544,1497,1833,1800,33,10.7,0,54,24.10
17.767,ev0,17.98,-18.51,-0.17,2.54,-3.42,0.12,-140.5,0.461,-0.846,0.0014,36.24,256,0.82,0,179,-1,0.000,0.000,-3.414,4.112,1309,1544,1497,1833,1800,33,11.1,0,54,24.10
17.867,ev0,18.23,-18.86,-0.17,2.53,-3.42,0.12,-140.5,0.466,-0.847,0.0016,33.13,256,0.82,0,182,-1,0.000,0.000,-3.414,4.112,1309,1544,1497,1833,1800,33,11.6,0,54,24.10
17.968,ev0,18.49,-19.20,-0.17,2.53,-3.42,0.12,-140.5,0.469,-0.843,0.0017,31.34,256,0.82,0,184,-1,0.000,0.000,-3.414,4.112,1309,1544,1497,1833,1800,33,10.5,0,54,24.10
18.068,ev0,18.74,-19.54,-0.17,2.53,-3.41,0.11,-140.4,0.492,-0.786,0.0028,22.30,256,0.82,0,187,-1,0.000,0.000,-3.414,4.112,1310,1544,1497,1833,1800,33,10.1,0,54,24.10
18.169,ev0,19.00,-19.88,-0.17,2.53,-3.41,0.11,-140.4,0.493,-0.786,0.0032,22.09,256,0.82,0,189,-1,0.000,0.000,-3.414,4.112,1310,1544,1497,1833,1800,33,12.1,0,54,24.11
18.269,ev0,19.25,-20.23,-0.17,2.53,-3.41,0.11,-140.4,0.493,-0.787,0.0030,22.09,256,0.82,0,192,-1,0.000,0.000,-3.414,4.112,1311,1544,1497,1833,1800,33,10.1,0,54,24.11
18.370,ev0,19.50,-20.57,-0.17,2.53,-3.40,0.11,-140.4,0.493,-0.787,0.0026,22.09,256,0.82,0,194,-1,0.000,0.000,-3.414,4.112,1311,1544,1497,1833,1800,33,10.7,0,54,24.11
18.470,ev0,19.76,-20.91,-0.17,2.53,-3.40,0.11,-140.4,0.494,-0.787,0.0026,21.88,256,0.82,0,197,-1,0.000,0.000,-3.414,4.112,1311,1544,1497,1832,1800,33,11.6,0,54,24.11
18.571,ev0,20.01,-21.25,-0.17,2.52,-3.40,0.11,-140.4,0.494,-0.789,0.0030,21.88,256,0.82,0,199,-1,0.000,0.000,-3.414,4.112,1312,1544,1497,1832,1800,33,10.5,0,54,24.11
18.671,ev0,20.26,-21.59,-0.17,2.52,-3.39,0.11,-140.4,0.492,-0.787,0.0028,22.30,256,0.82,0,202,-1,0.000,0.000,-3.414,4.112,1312,1544,1497,1832,1800,33,11.0,0,55,24.11
18.772,ev0,20.52,-21.94,-0.21,2.52,-3.39,0.05,-140.4,0.492,-0.789,0.0026,22.30,256,0.82,0,204,-1,0.000,0.000,-3.414,4.112,1316,1543,1497,1832,1800,33,12.3,0,55,24.13
18.872,ev0,20.77,-22.28,-0.22,2.52,-3.39,0.05,-140.4,0.492,-0.789,0.0029,22.30,256,0.82,0,207,-1,0.000,0.000,-3.414,4.112,1317,1543,1497,1832,1800,33,10.4,0,55,24.13
18.973,ev0,21.03,-22.62,-0.20,2.52,-3.39,0.08,-140.4,0.492,-0.833,0.0029,22.30,256,0.82,0,209,-1,0.000,0.000,-3.414,4.112,1315,1543,1497,1832,1800,33,11.3,0,55,24.13
19.073,ev0,21.28,-22.96,-0.19,2.52,-3.38,0.10,-140.4,0.493,-0.789,0.0027,22.09,256,0.82,0,212,-1,0.000,0.000,-3.414,4.112,1314,1543,1497,1832,1800,33,12.3,0,55,24.13
19.174,ev0,21.53,-23.30,-0.18,2.52,-3.38,0.11,-140.4,0.492,-0.789,0.0026,22.30,256,0.82,0,214,-1,0.000,0.000,-3.414,4.112,1313,1543,1497,1832,1800,33,10.3,0,55,24.13
19.274,ev0,21.78,-23.64,-0.18,2.51,-3.38,0.12,-140.3,0.495,-0.789,0.0029,21.68,256,0.82,0,217,-1,0.000,0.000,-3.414,4.112,1313,1543,1497,1832,1800,33,10.8,0,55,24.13
19.375,ev0,22.04,-23.98,-0.17,2.51,-3.37,0.12,-140.3,0.492,-0.833,0.0029,22.30,256,0.82,0,219,-1,0.000,0.000,-3.414,4.112,1313,1543,1497,1832,1800,33,10.8,0,55,24.14
19.475,ev0,22.29,-24.31,-0.17,2.51,-3.37,0.12,-140.3,0.494,-0.789,0.0029,22.30,256,0.82,0,222,-1,0.000,0.000,-3.414,4.112,1314,1543,1497,1832,1800,33,10.2,0,55,24.14
19.575,ev0,22.54,-24.65,-0.17,2.51,-3.37,0.12,-140.3,0.492,-0.789,0.0028,22.30,256,0.82,0,224,-1,0.000,0.000,-3.414,4.112,1314,1543,1497,1832,1800,33,11.1,0,55,24.14
19.676,ev0,22.79,-24.99,-0.21,2.51,-3.37,0.06,-140.3,0.492,-0.789,0.0029,22.30,256,0.82,0,227,-1,0.000,0.000,-3.414,4.112,1319,1543,1497,1832,1800,33,11.8,0,54,24.16
19.777,ev0,23.05,-25.33,-0.22,2.51,-3.36,0.06,-140.3,0.492,-0.789,0.0027,22.30,256,0.82,0,229,-1,0.000,0.000,-3.414,4.112,1319,1542,1497,1832,1800,33,10.7,0,54,24.16
19.878,ev0,23.30,-25.67,-0.20,2.51,-3.36,0.09,-140.3,0.493,-0.835,0.0028,22.09,256,0.82,0,232,-1,0.000,0.000,-3.414,4.112,1317,1543,1497,1832,1800,33,10.0,0,54,24.16
19.978,ev0,23.55,-26.01,-0.23,2.50,-3.36,0.04,-140.3,0.491,-0.792,0.0026,22.74,256,0.82,0,234,-1,0.000,0.000,-3.414,4.112,1321,1542,1497,1832,1800,33,11.0,0,54,24.16
20.079,ev0,23.80,-26.34,-0.23,2.50,-3.36,0.05,-140.3,0.490,-0.792,0.0025,22.96,256,0.82,0,237,-1,0.000,0.000,-3.414,4.112,1320,1542,1497,1832,1800,33,9.8,0,54,24.16
20.180,ev0,24.05,-26.68,-0.21,2.50,-3.35,0.10,-140.3,0.492,-0.790,0.0027,22.30,256,0.82,0,239,-1,0.000,0.000,-3.414,4.112,1318,1543,1497,1832,1800,33,10.0,0,54,24.16
20.280,ev0,24.31,-27.02,-0.24,2.50,-3.35,0.05,-140.3,0.492,-0.836,0.0028,22.30,256,0.82,0,242,-1,0.000,0.000,-3.414,4.112,1321,1542,1497,1832,1800,33,12.2,0,54,24.16
20.381,ev0,24.56,-27.36,-0.25,2.50,-3.35,0.04,-140.3,0.492,-0.790,0.0025,22.30,256,0.82,0,244,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,10.2,0,54,24.16
20.481,ev0,24.81,-27.69,-0.26,2.50,-3.35,0.03,-140.2,0.492,-0.835,0.0028,22.52,256,0.82,0,247,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,9.8,0,54,24.16
20.581,ev0,25.06,-28.03,-0.27,2.49,-3.34,0.03,-140.2,0.470,-0.850,0.0016,30.52,256,0.82,0,249,-1,0.000,0.000,-3.414,4.112,1324,1542,1497,1831,1800,33,11.8,0,54,24.16
20.682,ev0,25.31,-28.36,-0.27,2.49,-3.34,0.04,-140.2,0.492,-0.790,0.0022,22.30,256,0.82,0,252,-1,0.000,0.000,-3.414,4.112,1324,1542,1497,1831,1800,33,10.6,0,54,24.16
20.782,ev0,25.56,-28.70,-0.27,2.49,-3.34,0.04,-140.2,0.283,-0.858,0.0010,57.98,256,0.82,0,254,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,9.6,0,53,24.16
20.883,ev0,25.81,-29.03,-0.27,2.49,-3.34,0.05,-140.2,0.493,-0.786,0.0022,22.09,256,0.82,0,257,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,11.9,0,53,24.16
20.983,ev0,26.06,-29.37,-0.27,2.49,-3.33,0.06,-140.2,0.538,-0.776,0.0012,49.35,256,0.82,0,259,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,10.7,0,53,24.16
21.084,ev0,26.31,-29.71,-0.27,2.48,-3.33,0.06,-140.2,0.492,-0.790,0.0018,22.52,256,0.82,0,262,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,10.9,0,53,24.16
21.184,ev0,26.56,-30.04,-0.23,2.48,-3.33,0.13,-140.2,0.531,-0.792,0.0015,39.99,256,0.82,0,264,-1,0.000,0.000,-3.414,4.112,1318,1543,1497,1831,1800,33,11.2,0,53,24.18
21.285,ev0,26.81,-30.37,-0.22,2.48,-3.33,0.13,-140.2,0.523,-0.792,0.0016,34.62,256,0.82,0,267,-1,0.000,0.000,-3.414,4.112,1319,1543,1497,1831,1800,33,10.3,0,53,24.18
21.385,ev0,27.06,-30.71,-0.24,2.48,-3.32,0.10,-140.2,0.509,-0.792,0.0022,27.94,256,0.82,0,269,-1,0.000,0.000,-3.414,4.112,1321,1542,1497,1831,1800,33,9.7,0,53,24.18
21.486,ev0,27.30,-31.04,-0.25,2.48,-3.32,0.08,-140.2,0.497,-0.793,0.0024,22.74,256,0.82,0,272,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,13.4,0,53,24.16
21.587,ev0,27.55,-31.38,-0.24,2.48,-3.32,0.10,-140.2,0.495,-0.840,0.0028,22.09,256,0.82,0,274,-1,0.000,0.000,-3.414,4.112,1322,1542,1497,1831,1800,33,9.9,0,53,24.16
21.687,ev0,27.80,-31.71,-0.21,2.48,-3.31,0.14,-140.1,0.493,-0.793,0.0026,22.09,256,0.82,0,277,-1,0.000,0.000,-3.414,4.112,1319,1542,1497,1831,1800,33,9.8,0,53,24.16
21.787,ev0,28.05,-32.04,-0.23,2.47,-3.31,0.10,-140.1,0.493,-0.793,0.0025,22.09,256,0.82,0,279,-1,0.000,0.000,-3.414,4.112,1322,1542,1497,1831,1800,33,12.0,0,51,24.16
21.888,ev0,28.30,-32.37,-0.25,2.47,-3.31,0.08,-140.1,0.493,-0.838,0.0029,22.09,256,0.82,0,282,-1,0.000,0.000,-3.414,4.112,1324,1542,1497,1831,1800,33,9.2,0,51,24.16
21.988,ev0,28.55,-32.71,-0.26,2.47,-3.31,0.06,-140.1,0.493,-0.794,0.0027,22.09,256,0.82,0,284,-1,0.000,0.000,-3.414,4.112,1326,1541,1497,1831,1800,33,8.8,0,51,24.16
22.089,ev0,28.80,-33.04,-0.22,2.47,-3.30,0.12,-140.1,0.493,-0.793,0.0028,22.09,256,0.82,0,287,-1,0.000,0.000,-3.414,4.112,1322,1542,1497,1831,1800,33,13.2,0,51,24.16
22.189,ev0,29.04,-33.37,-0.23,2.47,-3.30,0.11,-140.1,0.494,-0.793,0.0027,21.88,256,0.82,0,289,-1,0.000,0.000,-3.414,4.112,1323,1542,1497,1831,1800,33,10.0,0,51,24.16
22.290,ev0,29.29,-33.70,-0.24,2.47,-3.30,0.08,-140.1,0.492,-0.793,0.0026,22.52,256,0.82,0,292,-1,0.000,0.000,-3.414,4.112,1326,1541,1497,1831,1800,33,9.6,0,51,24.16
22.390,ev0,29.54,-34.03,-0.26,2.47,-3.30,0.06,-140.1,0.492,-0.794,0.0028,22.30,256,0.82,0,294,-1,0.000,0.000,-3.414,4.112,1327,1541,1497,1831,1800,33,12.8,0,51,24.16
22.490,ev0,29.79,-34.36,-0.26,2.47,-3.29,0.06,-140.1,0.492,-0.842,0.0030,22.30,256,0.82,0,297,-1,0.000,0.000,-3.414,4.112,1328,1541,1497,1831,1800,33,11.2,0,51,24.16
22.591,ev0,30.03,-34.69,-0.27,2.46,-3.29,0.05,-140.1,0.493,-0.843,0.0027,22.09,256,0.82,0,299,-1,0.000,0.000,-3.414,4.112,1328,1541,1497,1831,1800,33,10.2,0,51,24.16
22.691,ev0,30.28,-35.02,-0.22,2.46,-3.29,0.12,-140.1,0.492,-0.793,0.0026,22.30,256,0.82,0,302,-1,0.000,0.000,-3.414,4.112,1324,1542,1497,1831,1800,33,11.9,0,51,24.16
22.792,ev0,30.53,-35.35,-0.23,2.46,-3.28,0.11,-140.1,0.493,-0.840,0.0035,22.09,256,0.82,0,304,-1,0.000,0.000,-3.414,4.112,1325,1541,1497,1831,1800,33,11.5,0,55,24.16
22.892,ev0,30.78,-35.68,-0.25,2.46,-3.28,0.08,-140.0,0.493,-0.846,0.0026,22.09,256,0.82,0,307,-1,0.000,0.000,-3.414,4.112,1327,1541,1497,1831,1800,33,9.8,0,55,24.16
22.993,ev0,31.02,-36.01,-0.26,2.46,-3.28,0.06,-140.0,0.494,-0.842,0.0026,21.88,256,0.82,0,309,-1,0.000,0.000,-3.414,4.112,1329,1541,1497,1831,1800,33,12.0,0,55,24.16
23.093,ev0,31.27,-36.34,-0.26,2.46,-3.28,0.06,-140.0,0.494,-0.793,0.0029,21.88,256,0.82,0,312,-1,0.000,0.000,-3.414,4.112,1330,1541,1497,1831,1800,33,11.4,0,55,24.16
23.194,ev0,31.52,-36.67,-0.27,2.46,-3.27,0.06,-140.0,0.493,-0.793,0.0027,22.09,256,0.82,0,314,-1,0.000,0.000,-3.414,4.112,1330,1541,1497,1831,1800,33,10.0,0,55,24.16
23.295,ev0,31.77,-37.00,-0.27,2.45,-3.27,0.06,-140.0,0.492,-0.793,0.0030,22.52,256,0.82,0,317,-1,0.000,0.000,-3.414,4.112,1330,1541,1497,1831,1800,33,12.1,0,55,24.18
23.395,ev0,32.01,-37.33,-0.27,2.45,-3.27,0.06,-140.0,0.492,-0.839,0.0027,22.30,256,0.82,0,319,-1,0.000,0.000,-3.414,4.112,1330,1541,1497,1831,1800,33,10.1,0,55,24.18
23.496,ev0,32.26,-37.66,-0.27,2.45,-3.27,0.06,-140.0,0.494,-0.842,0.0031,21.88,256,0.82,0,322,-1,0.000,0.000,-3.414,4.112,1331,1541,1497,1831,1800,33,9.9,0,55,24.18
