t,phase_or_event,x,y,z,vx,vy,vz,yaw_deg,det_x,det_y,det_area,det_range,fixes,fix_res,rej,unm,cross_ev,cross_lat,cross_dz,fix_cx_sum,fix_al_sum,throttle,roll,pitch,yaw,arm,att_hz,rtt_ms,timeouts,cam_fps,vbat,el_deg,vert_live,commit_why,alt_gated,alt_rejected,cam_rej
5.732,ev0/lm0,0.22,1.80,2.25,-0.09,-1.43,-0.25,87.0,-0.006,0.554,0.1182,4.93,124,0.11,0,8,-1,0.000,0.000,-1.382,51.478,1237,1484,1469,1499,1800,33,12.3,0,54,23.23,-1.03,1,-,0,34,8
5.833,ev0/lm0,0.26,1.84,2.21,-0.11,-1.47,-0.28,87.0,-0.013,0.536,0.1716,4.89,127,0.11,0,8,-1,0.000,0.000,-1.452,53.358,1241,1482,1468,1498,1800,33,11.4,0,54,23.21,-0.82,1,-,0,34,8
5.933,ev0/lm0,0.27,1.82,2.19,-0.13,-1.49,-0.24,87.0,-0.018,0.511,0.1769,4.85,129,0.11,0,8,-1,0.000,0.000,-1.487,54.611,1239,1484,1474,1497,1800,33,9.6,0,54,23.21,-0.73,1,-,0,34,8
6.034,ev0/lm0,0.28,1.87,2.21,-0.16,-1.51,-0.14,87.0,-0.018,0.481,0.1822,4.85,132,0.11,0,8,-1,0.000,0.000,-1.516,56.540,1234,1486,1470,1497,1800,33,10.5,0,54,23.18,-0.41,1,-,0,34,8
6.134,ev0/lm0,0.27,1.84,2.19,-0.20,-1.52,-0.07,87.0,-0.015,0.465,0.1860,4.84,134,0.11,0,8,-1,0.000,0.000,-1.521,57.824,1232,1493,1474,1498,1800,33,11.2,0,54,23.16,-0.15,1,-,0,34,8
6.235,ev0/lm0,0.26,1.88,2.16,-0.23,-1.52,-0.07,87.0,-0.014,0.449,0.1894,4.84,137,0.11,0,8,-1,0.000,0.000,-1.542,59.723,1233,1498,1469,1498,1800,33,9.6,0,54,23.16,0.05,1,-,0,34,8
6.335,ev0/lm0,0.25,1.86,2.11,-0.25,-1.52,-0.13,87.0,-0.010,0.450,0.1908,4.83,139,0.11,0,8,-1,0.000,0.000,-1.544,61.032,1238,1503,1473,1498,1800,33,10.4,0,53,23.18,0.02,1,-,0,34,8
6.436,ev0/lm0,0.32,1.90,2.07,-0.22,-1.53,-0.18,88.0,-0.005,0.447,0.1928,4.83,142,0.13,0,8,-1,0.000,0.000,-1.714,62.924,1243,1490,1469,1499,1800,33,11.4,0,53,23.18,0.09,1,-,0,34,8
6.536,ev0/lm0,0.30,1.88,2.05,-0.22,-1.54,-0.16,88.0,0.002,0.457,0.1942,4.78,144,0.11,0,8,-1,0.000,0.000,-1.725,64.191,1239,1491,1474,1500,1800,33,10.1,0,53,23.18,-0.14,1,-,0,34,8
6.637,ev0/lm0,0.28,1.92,2.07,-0.23,-1.55,-0.07,88.0,0.002,0.463,0.1947,4.76,147,0.11,0,8,-1,0.000,0.000,-1.701,66.171,1231,1496,1468,1501,1800,33,11.0,0,53,23.14,-0.27,1,-,0,34,8
6.737,ev0/lm0,0.28,1.91,2.08,-0.24,-1.57,0.01,88.0,0.002,0.465,0.1956,4.72,149,0.12,0,8,-1,0.000,0.000,-1.737,67.587,1224,1498,1472,1501,1800,33,11.6,0,53,23.14,-0.24,1,-,0,34,8
6.838,ev0/lm0,0.22,1.96,2.09,-0.26,-1.59,0.02,87.0,0.005,0.479,0.1953,4.70,152,0.14,0,8,-1,0.000,0.000,-1.665,69.672,1221,1509,1466,1499,1800,33,9.7,0,53,23.14,-0.56,1,-,0,34,8
6.938,ev0/lm0,0.17,1.95,2.08,-0.27,-1.60,-0.02,88.0,0.010,0.492,0.1952,4.67,154,0.13,0,8,-1,0.000,0.000,-1.609,71.109,1222,1517,1469,1505,1800,33,11.1,0,53,23.15,-0.66,1,-,0,34,8
7.040,ev0/lm0,0.19,2.01,2.10,-0.25,-1.60,-0.09,87.0,0.016,0.512,0.1947,4.62,157,0.15,0,8,-1,0.000,0.000,-1.662,73.276,1224,1513,1462,1501,1800,33,11.3,0,53,23.18,-1.06,1,-,0,34,8
7.141,ev0/lm0,0.08,2.01,2.11,-0.26,-1.62,-0.12,87.0,0.022,0.521,0.1384,4.60,159,0.14,0,8,-1,0.000,0.000,-1.478,74.743,1226,1530,1466,1505,1800,33,9.9,0,53,23.18,-1.16,1,-,0,34,8
7.241,ev0/lm0,0.10,2.07,2.14,-0.24,-1.63,-0.13,87.0,0.026,0.531,0.1395,4.56,162,0.13,0,8,-1,0.000,0.000,-1.531,77.009,1225,1524,1458,1504,1800,33,11.0,0,53,23.20,-1.31,1,-,0,34,8
7.341,ev0/lm0,0.09,2.06,2.16,-0.22,-1.65,-0.12,87.0,0.035,0.519,0.1414,4.54,164,0.13,0,8,-1,0.000,0.000,-1.535,78.528,1227,1523,1462,1505,1800,33,11.5,0,55,23.20,-0.98,1,-,0,34,8
7.442,ev0/lm0,0.07,2.13,2.17,-0.19,-1.66,-0.13,87.0,0.035,0.525,0.1436,4.48,167,0.13,0,8,-1,0.000,0.000,-1.502,80.806,1230,1521,1456,1506,1800,33,9.5,0,55,23.20,-0.81,1,-,0,34,8
7.542,ev0/lm0,0.08,2.12,2.17,-0.14,-1.68,-0.16,87.0,0.035,0.524,0.1452,4.46,169,0.13,0,8,-1,0.000,0.000,-1.529,82.370,1234,1513,1460,1505,1800,33,11.3,0,55,23.20,-0.58,1,-,0,34,8
7.643,ev0/lm0,0.10,2.18,2.17,-0.10,-1.71,-0.17,87.0,0.031,0.525,0.1473,4.41,172,0.14,0,8,-1,0.000,0.000,-1.559,84.741,1236,1504,1455,1505,1800,33,11.4,0,55,23.18,-0.60,1,-,0,34,8
7.744,ev0/lm0,0.12,2.16,2.16,-0.07,-1.75,-0.16,87.0,0.023,0.528,0.1497,4.38,174,0.13,0,8,-1,0.000,0.000,-1.591,86.276,1234,1496,1462,1504,1800,33,9.8,0,55,23.18,-0.54,1,-,0,34,8
7.845,ev0/lm0,0.19,2.23,2.16,-0.03,-1.78,-0.13,87.0,0.013,0.529,0.1519,4.35,177,0.14,0,8,-1,0.000,0.000,-1.700,88.681,1233,1481,1456,1501,1800,33,10.2,0,55,23.16,-0.45,1,-,0,34,8
7.945,ev0/lm0,0.21,2.21,2.14,-0.01,-1.79,-0.13,87.0,0.003,0.517,0.1545,4.33,179,0.14,0,8,-1,0.000,0.000,-1.717,90.311,1237,1475,1460,1501,1800,33,10.8,0,55,23.15,-0.05,1,-,0,34,8
8.045,ev0/lm0,0.26,2.28,2.11,-0.00,-1.81,-0.15,87.0,-0.008,0.507,0.1568,4.29,182,0.14,0,8,-1,0.000,0.000,-1.794,92.749,1240,1468,1453,1499,1800,33,10.3,0,55,23.15,-0.03,1,-,0,34,8
8.146,ev0/lm0,0.29,2.26,2.09,-0.03,-1.83,-0.16,87.0,-0.016,0.486,0.1597,4.26,184,0.14,0,8,-1,0.000,0.000,-1.838,94.377,1246,1468,1460,1497,1800,33,11.0,0,55,23.15,0.46,1,-,0,34,8
8.246,ev0/lm0,0.31,2.33,2.03,-0.08,-1.87,-0.21,87.0,-0.019,0.481,0.1615,4.23,187,0.14,0,8,-1,0.000,0.000,-1.869,96.839,1251,1473,1458,1497,1800,33,11.3,0,55,23.11,0.58,1,-,0,34,8
8.347,ev0/lm0,0.31,2.31,2.00,-0.13,-1.91,-0.16,87.0,-0.022,0.471,0.1644,4.18,189,0.15,0,8,-1,0.000,0.000,-1.875,98.501,1248,1480,1466,1497,1800,33,10.2,0,52,23.08,0.70,1,-,0,34,8
8.447,ev0/lm0,0.29,2.38,2.01,-0.19,-1.95,-0.05,87.0,-0.018,0.472,0.1655,4.15,192,0.15,0,8,-1,0.000,0.000,-1.861,101.110,1239,1489,1460,1497,1800,33,10.5,0,52,23.08,0.67,1,-,0,34,8
8.548,ev0/lm0,0.27,2.35,2.00,-0.24,-1.96,0.06,87.0,-0.012,0.475,0.1663,4.15,194,0.14,0,8,-1,0.000,0.000,-1.845,102.769,1228,1498,1465,1498,1800,33,13.3,0,52,23.06,0.42,1,-,0,34,8
8.649,ev0/lm0,0.24,2.41,2.00,-0.26,-1.97,0.10,87.0,-0.007,0.483,0.1672,4.14,197,0.14,0,8,-1,0.000,0.000,-1.824,105.262,1223,1506,1458,1499,1800,33,10.6,0,52,23.08,0.23,1,-,0,34,8
8.750,ev0/lm0,0.21,2.38,1.98,-0.27,-1.99,0.07,87.0,0.003,0.504,0.1671,4.13,199,0.14,0,8,-1,0.000,0.000,-1.787,106.941,1220,1514,1464,1501,1800,33,11.1,0,52,23.08,-0.16,1,-,0,34,8
8.850,ev0/lm0,0.17,2.43,2.00,-0.28,-2.02,0.01,87.0,0.013,0.528,0.1661,4.12,202,0.14,0,8,-1,0.000,0.000,-1.740,109.447,1222,1520,1461,1503,1800,33,11.3,0,52,23.11,-0.52,1,-,0,34,8
8.951,ev0/lm0,0.13,2.41,2.00,-0.27,-2.04,-0.08,87.0,0.023,0.556,0.1664,4.09,204,0.15,0,8,-1,0.000,0.000,-1.701,111.162,1223,1524,1468,1504,1800,33,10.5,0,52,23.15,-1.08,1,-,0,34,8
9.051,ev0/lm0,0.11,2.47,1.98,-0.27,-2.05,-0.18,87.0,0.031,0.565,0.1677,4.06,207,0.15,0,8,-1,0.000,0.000,-1.664,113.772,1226,1527,1461,1505,1800,33,10.5,0,52,23.15,-1.53,1,-,0,34,8
9.151,ev0/lm0,0.09,2.44,1.96,-0.25,-2.06,-0.25,87.0,0.036,0.549,0.1696,4.06,209,0.15,0,8,-1,0.000,0.000,-1.653,115.508,1233,1525,1469,1506,1800,33,10.3,0,52,23.15,-1.36,1,-,0,34,8
9.252,ev0/lm0,0.08,2.49,1.94,-0.22,-2.08,-0.28,87.0,0.039,0.540,0.1718,4.04,212,0.15,0,8,-1,0.000,0.000,-1.642,118.059,1239,1523,1465,1506,1800,33,10.3,0,52,23.15,-1.08,1,-,0,34,8
9.352,ev0/lm0,0.04,2.46,1.95,-0.20,-2.10,-0.26,86.0,0.040,0.536,0.1737,4.02,214,0.17,0,8,-1,0.000,0.000,-1.568,119.827,1237,1527,1472,1505,1800,33,10.9,0,51,23.15,-1.08,1,-,0,34,8
9.453,ev0/lm0,0.01,2.52,1.95,-0.17,-2.12,-0.20,86.0,0.038,0.517,0.1770,4.01,217,0.15,0,8,-1,0.000,0.000,-1.506,122.421,1234,1526,1466,1506,1800,33,11.0,0,51,23.11,-0.82,1,-,0,34,8
9.553,ev0/lm0,0.02,2.48,1.95,-0.13,-2.15,-0.14,86.0,0.035,0.517,0.1781,4.01,219,0.15,0,8,-1,0.000,0.000,-1.514,124.191,1229,1519,1474,1505,1800,33,10.3,0,51,23.10,-0.81,1,-,0,34,8
9.653,ev0/lm0,0.05,2.53,1.94,-0.08,-2.17,-0.11,86.0,0.031,0.512,0.1790,3.99,222,0.15,0,8,-1,0.000,0.000,-1.539,126.846,1226,1509,1469,1504,1800,33,11.6,0,51,23.10,-0.91,1,-,0,34,8
9.756,ev0/lm0,0.07,2.49,1.93,-0.05,-2.19,-0.13,86.0,0.021,0.506,0.1810,3.96,224,0.15,0,8,-1,0.000,0.000,-1.557,128.623,1226,1500,1477,1503,1800,33,10.7,0,51,23.11,-1.02,1,-,0,34,8
9.856,ev0/lm0,0.11,2.45,1.91,-0.02,-2.21,-0.17,86.0,,,,,226,0.15,0,8,-1,0.000,0.000,-1.608,130.413,1232,1490,1486,1502,1800,33,10.7,0,51,23.13,,0,,0,34,9
9.956,ev0/lm0,0.15,2.41,1.90,-0.01,-2.23,-0.20,86.0,,,,,228,0.16,0,8,-1,0.000,0.000,-1.672,132.225,1236,1482,1494,1500,1800,33,11.5,0,51,23.13,,0,,0,34,11
10.057,ev0/lm0,0.53,2.57,1.92,0.06,-2.24,-0.18,86.0,-0.072,0.281,0.1918,3.50,231,0.38,0,8,-1,0.000,0.000,-2.337,136.022,1246,1424,1470,1484,1800,33,11.1,0,51,23.11,3.39,0,size,0,34,12
10.157,ev0/lm0,0.57,2.60,1.94,0.04,-2.22,-0.11,86.0,-0.064,0.253,0.2776,3.63,233,0.21,0,8,-1,0.000,0.000,-2.412,138.559,1241,1419,1462,1482,1800,33,9.5,0,51,23.10,3.79,0,size,0,34,12
10.258,ev0/lm0,0.50,2.63,1.95,-0.05,-2.21,-0.04,86.0,-0.061,0.242,0.2782,3.54,235,0.22,0,8,-1,0.000,0.000,-2.286,140.964,1234,1440,1457,1485,1800,33,11.6,0,51,23.10,4.54,0,size,0,34,13
10.359,ev0/lm0,0.51,2.79,1.97,-0.16,-2.22,0.07,87.0,-0.072,0.254,0.1935,3.36,238,0.23,0,8,-1,0.000,0.000,-2.314,144.717,1225,1453,1435,1489,1800,33,11.3,0,54,23.06,5.44,0,size,0,34,13
