t,regime,gate_id,offx_raw,offx_sm,offy_sm,dist,des_roll,des_climb,lean,roll,alt
1.776,V-TRACK 0%,-1,-0.094,-0.045,0.268,42.2,0.368,0.00,0.300,0.236,0.1
1.780,V-TRACK 0%,-1,-0.152,-0.098,0.258,43.8,0.357,0.00,0.310,0.256,0.1
1.784,V-TRACK 0%,-1,-0.209,-0.154,0.252,42.5,0.341,0.00,0.320,0.279,0.1
1.788,V-TRACK 0%,-1,-0.209,-0.182,0.250,41.8,0.329,-0.05,0.330,0.303,0.1
1.792,V-TRACK 0%,-1,-0.263,-0.222,0.251,41.5,0.313,0.00,0.340,0.303,0.1
1.796,V-TRACK 0%,-1,-0.311,-0.266,0.258,41.3,0.297,0.00,0.343,0.321,0.1
1.800,V-TRACK 0%,-1,-0.358,-0.312,0.266,39.4,0.281,0.00,0.333,0.320,0.1
1.804,V-TRACK 0%,-1,-0.358,-0.335,0.271,38.5,0.265,-0.06,0.323,0.313,0.1
1.808,V-TRACK 0%,-1,-0.358,-0.346,0.273,38.0,0.249,-0.06,0.313,0.313,0.1
1.812,V-TRACK 0%,-1,-0.434,-0.390,0.278,38.7,0.233,0.00,0.303,0.300,0.1
1.816,V-TRACK 0%,-1,-0.434,-0.412,0.281,39.0,0.217,0.00,0.293,0.300,0.1
1.820,V-TRACK 0%,-1,-0.434,-0.423,0.282,39.1,0.201,-0.07,0.283,0.279,0.2
1.824,V-TRACK 0%,-1,-0.464,-0.444,0.283,39.2,0.185,-0.07,0.273,0.279,0.2
1.828,V-TRACK 0%,-1,-0.464,-0.454,0.283,39.2,0.169,0.00,0.263,0.251,0.2
1.832,V-TRACK 0%,-1,-0.492,-0.473,0.289,39.3,0.153,0.00,0.253,0.251,0.2
1.836,V-TRACK 0%,-1,-0.525,-0.499,0.297,37.6,0.137,0.00,0.243,0.218,0.2
1.840,V-TRACK 0%,-1,-0.525,-0.512,0.301,36.8,0.121,-0.07,0.233,0.186,0.2
1.844,V-TRACK 0%,-1,-0.586,-0.549,0.328,36.4,0.105,0.00,0.223,0.151,0.2
1.848,V-TRACK 0%,-1,-0.586,-0.567,0.342,36.2,0.089,0.00,0.213,0.100,0.3
1.852,V-TRACK 0%,-1,-0.586,-0.577,0.349,36.1,0.073,-0.08,0.203,0.078,0.3
1.856,V-TRACK 0%,-1,-0.586,-0.581,0.352,36.1,0.057,-0.17,0.193,0.059,0.3
1.860,V-TRACK 0%,-1,-0.705,-0.643,0.412,34.6,0.041,0.00,0.183,0.059,0.3
1.864,V-TRACK 0%,-1,-0.705,-0.674,0.442,33.9,0.025,-0.16,0.173,0.037,0.4
1.868,V-TRACK 0%,-1,-0.705,-0.689,0.457,33.6,0.009,-0.16,0.163,0.037,0.4
1.872,V-TRACK 0%,-1,-0.705,-0.697,0.465,33.4,-0.007,-0.16,0.153,0.035,0.4
1.876,V-TRACK 0%,-1,-0.705,-0.701,0.468,33.3,-0.023,0.00,0.143,0.035,0.4
1.880,V-TRACK 0%,-1,-0.800,-0.750,0.506,32.1,-0.039,0.00,0.133,0.026,0.4
1.884,V-TRACK 0%,-1,-0.800,-0.775,0.525,31.5,-0.055,-0.05,0.123,0.013,0.4
1.888,V-TRACK 0%,-1,-0.800,-0.788,0.535,31.2,-0.071,-0.10,0.113,-0.003,0.4
1.892,V-TRACK 0%,-1,-0.800,-0.794,0.540,31.0,-0.087,-0.10,0.103,-0.003,0.4
1.896,V-TRACK 0%,-1,-0.884,-0.839,0.545,29.9,-0.103,0.00,0.093,-0.003,0.4
1.900,V-TRACK 0%,-1,-0.884,-0.862,0.547,29.4,-0.119,-0.11,0.083,-0.048,0.5
1.904,V-TRACK 0%,-1,-0.884,-0.873,0.549,29.1,-0.135,-0.11,0.073,-0.048,0.5
1.908,V-TRACK 0%,-1,-0.884,-0.879,0.549,28.9,-0.151,-0.11,0.063,-0.071,0.5
1.912,V-TRACK 0%,-1,-0.950,-0.914,0.539,28.0,-0.167,-0.17,0.053,-0.071,0.5
1.916,V-TRACK 0%,-1,-0.950,-0.932,0.533,27.5,-0.183,0.00,0.043,-0.071,0.5
1.920,V-TRACK 0%,-1,-0.950,-0.941,0.530,27.2,-0.199,-0.05,0.033,-0.120,0.5
1.924,V-TRACK 0%,-1,-0.950,-0.946,0.529,27.1,-0.215,-0.05,0.023,-0.120,0.5
1.928,V-TRACK 0%,-1,-0.950,-0.948,0.528,27.1,-0.231,-0.05,0.013,-0.120,0.5
1.932,V-TRACK 0%,-1,-0.972,-0.960,0.510,27.5,-0.247,-0.10,0.003,-0.149,0.5
1.936,V-TRACK 0%,-1,-0.972,-0.966,0.501,27.7,-0.263,0.00,-0.007,-0.149,0.5
1.940,V-TRACK 0%,-1,-0.972,-0.969,0.496,27.8,-0.279,0.00,-0.017,-0.204,0.5
1.944,V-TRACK 0%,-1,-0.988,-0.978,0.468,28.3,-0.295,-0.05,-0.027,-0.234,0.5
1.948,V-TRACK 0%,-1,-0.988,-0.983,0.453,28.5,-0.311,-0.10,-0.037,-0.269,0.6
1.952,V-TRACK 0%,-1,-0.988,-0.985,0.446,28.7,-0.327,-0.10,-0.047,-0.269,0.6
1.956,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.343,-0.10,-0.057,-0.269,0.6
1.960,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.338,-0.17,-0.067,-0.296,0.6
1.964,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.338,-0.17,-0.077,-0.296,0.6
1.968,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.338,-0.17,-0.087,-0.314,0.6
1.972,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.322,-0.22,-0.097,-0.314,0.6
1.976,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.311,-0.22,-0.107,-0.314,0.6
1.980,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.311,-0.22,-0.117,-0.314,0.6
1.984,V-TRACK 0%,-1,-0.985,-0.985,0.446,28.7,-0.295,-0.28,-0.127,-0.329,0.6
1.988,V-TRACK 0%,-1,-0.986,-0.986,0.328,72.0,-0.289,0.00,-0.137,-0.329,0.6
1.992,V-TRACK 0%,-1,-0.986,-0.986,0.328,72.0,-0.273,-0.06,-0.147,-0.333,0.6
1.996,V-TRACK 0%,-1,-0.978,-0.978,0.414,27.9,-0.257,0.00,-0.157,-0.324,0.6
2.000,V-TRACK 0%,-1,-0.978,-0.978,0.414,27.9,-0.241,-0.05,-0.167,-0.316,0.6
2.004,V-TRACK 0%,-1,-0.978,-0.978,0.414,27.9,-0.225,-0.05,-0.177,-0.302,0.6
2.008,V-TRACK 0%,-1,-0.978,-0.978,0.414,27.9,-0.213,-0.05,-0.187,-0.302,0.6
2.012,V-TRACK 0%,-1,-0.972,-0.975,0.497,25.6,-0.197,-0.11,-0.197,-0.302,0.7
2.016,V-TRACK 0%,-1,-0.972,-0.973,0.539,24.5,-0.181,-0.11,-0.205,-0.302,0.7
2.020,V-TRACK 0%,-1,-0.972,-0.973,0.560,23.9,-0.165,-0.17,-0.195,-0.284,0.7
2.024,V-TRACK 0%,-1,-0.972,-0.972,0.570,23.6,-0.149,-0.17,-0.188,-0.284,0.7
2.028,V-TRACK 0%,-1,-0.950,-0.961,0.663,23.8,-0.133,0.00,-0.178,-0.284,0.7
2.032,V-TRACK 0%,-1,-0.950,-0.956,0.709,23.9,-0.117,0.00,-0.168,-0.217,0.7
2.036,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.101,0.00,-0.158,-0.182,0.7
2.040,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.110,0.00,-0.163,-0.091,0.8
2.044,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.114,-0.07,-0.153,-0.069,0.8
2.048,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.114,-0.07,-0.148,-0.069,0.8
2.052,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.114,-0.07,-0.148,-0.069,0.8
2.056,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.114,-0.07,-0.148,-0.050,0.8
2.060,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.121,-0.15,-0.138,-0.050,0.8
2.064,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.121,-0.15,-0.135,-0.050,0.8
2.068,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.121,-0.15,-0.135,-0.050,0.8
2.072,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.121,-0.25,-0.132,-0.071,0.8
2.076,V-TRACK 0%,-1,-0.814,-0.814,0.983,34.6,-0.121,-0.25,-0.132,-0.071,0.8
2.080,V-TRACK 0%,-1,0.036,0.036,0.978,108.0,-0.114,0.00,-0.142,-0.102,0.8
2.084,V-TRACK 0%,-1,0.116,0.116,0.969,78.5,-0.108,0.00,-0.152,-0.126,0.9
2.088,V-TRACK 0%,-1,0.364,0.240,0.971,82.5,-0.120,0.00,-0.142,-0.161,0.9
2.092,V-TRACK 0%,-1,0.364,0.302,0.972,84.4,-0.136,0.00,-0.132,-0.175,0.9
2.096,V-TRACK 0%,-1,0.364,0.333,0.972,85.4,-0.152,0.00,-0.122,-0.174,0.9
2.100,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.168,-0.13,-0.112,-0.162,1.0
2.104,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.184,-0.13,-0.102,-0.162,1.0
2.108,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.200,-0.20,-0.092,-0.158,1.0
2.112,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.216,-0.20,-0.082,-0.158,1.0
2.116,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.232,-0.20,-0.072,-0.158,1.0
2.120,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.248,-0.27,-0.062,-0.164,1.0
2.124,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.252,-0.27,-0.054,-0.164,1.0
2.128,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.268,-0.33,-0.064,-0.180,1.0
2.132,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.268,-0.33,-0.074,-0.180,1.0
2.136,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.268,-0.33,-0.077,-0.180,1.0
2.140,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.284,-0.38,-0.087,-0.207,1.0
2.144,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.287,-0.38,-0.097,-0.207,1.0
2.148,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.303,-0.43,-0.107,-0.237,1.0
2.152,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.307,-0.43,-0.117,-0.237,1.0
2.156,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.307,-0.43,-0.127,-0.237,1.0
2.160,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.321,-0.46,-0.137,-0.263,1.0
2.164,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.321,-0.46,-0.147,-0.263,1.0
2.168,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.332,-0.49,-0.157,-0.263,1.0
2.172,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.332,-0.49,-0.167,-0.282,1.0
2.176,V-TRACK 0%,-1,0.333,0.333,0.972,85.4,-0.332,-0.49,-0.177,-0.282,1.0
2.180,V-TRACK 0%,-1,-0.955,-0.955,0.050,15.4,-0.316,0.00,-0.187,-0.299,1.1
2.184,V-TRACK 0%,-1,-0.955,-0.955,0.050,15.4,-0.311,0.00,-0.197,-0.299,1.1
2.188,V-TRACK 0%,-1,-0.955,-0.955,0.050,15.4,-0.311,0.00,-0.207,-0.299,1.1
2.192,V-TRACK 0%,-1,-0.928,-0.941,0.093,12.6,-0.327,0.00,-0.217,-0.299,1.1
2.196,V-TRACK 0%,-1,-0.928,-0.935,0.115,11.1,-0.343,0.00,-0.227,-0.299,1.1
2.200,V-TRACK 0%,-1,-0.928,-0.931,0.125,10.4,-0.359,0.00,-0.237,-0.299,1.1
2.204,V-TRACK 0%,-1,-0.928,-0.930,0.131,10.1,-0.375,0.00,-0.247,-0.299,1.1
2.208,V-TRACK 0%,-1,-0.928,-0.929,0.133,9.9,-0.381,0.00,-0.256,-0.299,1.1
2.212,V-TRACK 0%,-1,-0.928,-0.929,0.135,9.8,-0.381,0.00,-0.256,-0.299,1.1
2.216,V-TRACK 0%,-1,-0.928,-0.928,0.135,9.8,-0.381,0.00,-0.256,-0.299,1.1
2.220,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.224,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.228,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.232,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.236,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.240,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.244,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.248,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.252,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.256,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.260,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.264,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.268,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.272,V-TRACK 0%,-1,-0.928,-0.928,0.136,9.7,-0.381,0.00,-0.256,-0.299,1.1
2.276,V-TRACK 0%,-1,-0.775,-0.852,0.181,9.1,-0.394,-0.02,-0.266,-0.315,1.1
2.280,V-TRACK 0%,-1,-0.775,-0.813,0.203,8.8,-0.394,-0.02,-0.276,-0.315,1.1
2.284,V-TRACK 0%,-1,-0.775,-0.794,0.214,8.6,-0.394,-0.02,-0.286,-0.315,1.1
2.288,V-TRACK 0%,-1,-0.775,-0.785,0.219,8.5,-0.387,0.00,-0.296,-0.315,1.1
2.292,V-TRACK 0%,-1,-0.775,-0.780,0.222,8.5,-0.400,0.00,-0.306,-0.427,1.1
2.296,V-TRACK 0%,-1,-0.775,-0.777,0.224,8.5,-0.400,0.00,-0.316,-0.427,1.1
2.300,V-TRACK 0%,-1,-0.367,-0.572,0.435,9.8,-0.400,0.00,-0.326,-0.528,1.1
2.304,V-TRACK 0%,-1,-0.367,-0.470,0.541,10.4,-0.384,-0.06,-0.336,-0.588,1.1
2.308,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.368,0.00,-0.346,-0.588,1.1
2.312,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.352,0.00,-0.350,-0.588,1.1
2.316,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.336,-0.05,-0.350,-0.612,1.1
2.320,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.320,-0.05,-0.350,-0.612,1.1
2.324,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.304,-0.05,-0.350,-0.568,1.1
2.328,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.288,-0.12,-0.350,-0.568,1.2
2.332,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.272,-0.12,-0.350,-0.568,1.2
2.336,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.256,-0.19,-0.350,-0.498,1.2
2.340,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.240,-0.19,-0.350,-0.498,1.2
2.344,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.224,-0.19,-0.350,-0.431,1.2
2.348,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.208,-0.28,-0.350,-0.431,1.2
2.352,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.192,-0.28,-0.350,-0.431,1.2
2.356,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.176,-0.36,-0.350,-0.380,1.2
2.360,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.160,-0.36,-0.350,-0.380,1.2
2.364,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.144,-0.43,-0.340,-0.338,1.2
2.368,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.128,-0.43,-0.330,-0.338,1.2
2.372,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.112,-0.49,-0.320,-0.303,1.2
2.376,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.096,-0.49,-0.310,-0.303,1.2
2.380,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.080,-0.49,-0.300,-0.303,1.2
2.384,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.064,-0.53,-0.290,-0.271,1.3
2.388,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.048,-0.53,-0.280,-0.271,1.3
2.392,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.032,-0.53,-0.270,-0.271,1.3
2.396,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,-0.016,-0.56,-0.260,-0.237,1.3
2.400,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.000,-0.56,-0.250,-0.237,1.3
2.404,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.016,-0.56,-0.240,-0.200,1.3
2.408,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.032,-0.58,-0.230,-0.200,1.3
2.412,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.048,-0.58,-0.220,-0.200,1.3
2.416,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.064,-0.60,-0.210,-0.157,1.3
2.420,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.080,-0.60,-0.200,-0.157,1.3
2.424,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.096,-0.61,-0.190,-0.104,1.3
2.428,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.112,-0.61,-0.180,-0.104,1.3
2.432,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.128,-0.61,-0.170,-0.104,1.3
2.436,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.144,-0.63,-0.160,-0.050,1.3
2.440,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.160,-0.63,-0.150,-0.050,1.3
2.444,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.176,-0.69,-0.140,0.019,1.3
2.448,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.192,-0.69,-0.130,0.019,1.3
2.452,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.208,-0.75,-0.120,0.096,1.3
2.456,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.224,-0.75,-0.110,0.096,1.3
2.460,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.240,-0.75,-0.100,0.156,1.3
2.464,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.256,-0.77,-0.090,0.156,1.3
2.468,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.272,-0.77,-0.086,0.156,1.3
2.472,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.288,-0.78,-0.096,0.192,1.3
2.476,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.304,-0.78,-0.106,0.192,1.3
2.480,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.320,-0.83,-0.112,0.204,1.3
2.484,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.322,-0.83,-0.112,0.204,1.3
2.488,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.322,-0.83,-0.112,0.204,1.3
2.492,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.334,-0.86,-0.102,0.216,1.3
2.496,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.334,-0.86,-0.092,0.216,1.3
2.500,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.341,-0.86,-0.094,0.234,1.3
2.504,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.341,-0.86,-0.094,0.234,1.3
2.508,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.341,-0.86,-0.094,0.269,1.3
2.512,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.350,-0.85,-0.104,0.269,1.3
2.516,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.350,-0.85,-0.114,0.269,1.3
2.520,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.342,-0.87,-0.124,0.314,1.3
2.524,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.342,-0.87,-0.134,0.314,1.3
2.528,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.342,-0.87,-0.144,0.347,1.3
2.532,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.326,-0.88,-0.154,0.347,1.3
2.536,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.326,-0.88,-0.164,0.347,1.3
2.540,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.310,-0.85,-0.174,0.363,1.3
2.544,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.306,-0.85,-0.184,0.363,1.3
2.548,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.290,-0.81,-0.194,0.363,1.3
2.552,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.274,-0.81,-0.204,0.367,1.3
2.556,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.268,-0.81,-0.214,0.367,1.3
2.560,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.271,-0.79,-0.224,0.363,1.3
2.564,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.271,-0.79,-0.234,0.363,1.3
2.568,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.271,-0.79,-0.244,0.363,1.3
2.572,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.287,-0.81,-0.254,0.324,1.3
2.576,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.303,-0.81,-0.264,0.324,1.3
2.580,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.319,-0.79,-0.274,0.282,1.3
2.584,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.335,-0.79,-0.284,0.282,1.3
2.588,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.342,-0.79,-0.294,0.250,1.3
2.592,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.347,-0.75,-0.304,0.250,1.3
2.596,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.347,-0.75,-0.314,0.250,1.3
2.600,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.347,-0.75,-0.324,0.253,1.3
2.604,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.331,-0.72,-0.334,0.253,1.3
2.608,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.325,-0.72,-0.344,0.253,1.3
2.612,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.309,-0.73,-0.350,0.253,1.3
2.616,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.293,-0.73,-0.350,0.314,1.3
2.620,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.277,-0.73,-0.350,0.314,1.3
2.624,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.261,-0.73,-0.350,0.376,1.3
2.628,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.245,-0.73,-0.350,0.376,1.3
2.632,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.229,-0.73,-0.350,0.376,1.3
2.636,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.213,-0.69,-0.350,0.396,1.3
2.640,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.197,-0.69,-0.350,0.396,1.3
2.644,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.181,-0.69,-0.350,0.396,1.3
2.648,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.165,-0.68,-0.350,0.372,1.3
2.652,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.149,-0.68,-0.350,0.372,1.3
2.656,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.133,-0.68,-0.350,0.290,1.3
2.660,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.117,-0.71,-0.350,0.290,1.3
2.664,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.101,-0.71,-0.350,0.187,1.3
2.668,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.085,-0.73,-0.350,0.187,1.3
2.672,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.069,-0.73,-0.350,0.187,1.3
2.676,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.053,-0.73,-0.350,0.101,1.3
2.680,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.069,-0.71,-0.350,0.101,1.3
2.684,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.079,-0.71,-0.350,0.101,1.3
2.688,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.079,-0.71,-0.350,0.024,1.3
2.692,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.095,-0.67,-0.350,0.024,1.3
2.696,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.098,-0.67,-0.350,0.024,1.3
2.700,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.082,-0.65,-0.350,-0.001,1.3
2.704,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.066,-0.65,-0.350,-0.001,1.3
2.708,V-TRACK 0%,-1,-0.398,-0.398,0.972,37.6,0.053,-0.65,-0.350,0.060,1.3
2.712,V-TRACK 0%,-1,0.988,0.988,-0.611,72.0,0.037,0.00,-0.350,0.138,-8.6
2.716,V-TRACK 0%,-1,0.969,0.969,-0.633,30.9,0.021,0.00,-0.350,0.138,-8.6
2.720,V-TRACK 0%,-1,0.969,0.969,-0.633,30.9,0.005,1.98,-0.350,0.138,-9.1
2.724,V-TRACK 0%,-1,0.953,0.953,-0.658,20.1,-0.011,0.00,-0.350,0.138,-9.6
2.728,V-TRACK 0%,-1,0.953,0.953,-0.658,20.1,-0.027,0.00,-0.350,0.138,-9.6
2.732,V-TRACK 0%,-1,0.939,0.946,-0.668,17.8,-0.043,0.00,-0.350,0.098,-10.1
2.736,V-TRACK 0%,-1,0.939,0.943,-0.673,16.6,-0.059,1.79,-0.350,0.098,-10.5
2.740,V-TRACK 0%,-1,0.969,0.969,-0.714,27.9,-0.075,0.00,-0.350,0.016,-10.5
